"Text","Year","Gender","Event","Mark","Class","State","Event.raw"
"AA Courtney Shultz Cloudcroft  5:10.13   ","2008","Girls","1600m","5:10.13   ","AA ","New Mexico","1600 M Run"
"A Christa BoyleFort Sumner 5:47.84   ","2008","Girls","1600m","5:47.84   ","A ","New Mexico","1600 M Run"
"AAAAA Rachel Velarde Eldorado 11:14.8 ","2008","Girls","3200m","11:14.8 ","AAAAA ","New Mexico","3200 M Run"
"AAAA  Jackie Campos Santa Teresa 11:21.9 ","2008","Girls","3200m","11:21.9 ","AAAA ","New Mexico","3200 M Run"
"AAA Kate Norskog St. Michael’s 11:48.5 ","2008","Girls","3200m","11:48.5 ","AAA ","New Mexico","3200 M Run"
"AA Courney Shultz Cloudcroft 11:33.5 ","2008","Girls","3200m","11:33.5 ","AA ","New Mexico","3200 M Run"
"A Christa Boyle Fort Sumner 12:37.9 ","2008","Girls","3200m","12:37.9 ","A ","New Mexico","3200 M Run"
"AAAAA Lesley Torres Los Lunas 15.42 ","2008","Girls","100m Hurdles","15.42 ","AAAAA ","New Mexico","100 M Hurdles"
"AAAA  Kendra Woodson Piedra Vista 14.63 ","2008","Girls","100m Hurdles","14.63 ","AAAA ","New Mexico","100 M Hurdles"
"AAA Jordan Miller St. Michael’s 16.02 ","2008","Girls","100m Hurdles","16.02 ","AAA ","New Mexico","100 M Hurdles"
"AA Jennie Pearson Eunice 16.05 ","2008","Girls","100m Hurdles","16.05 ","AA ","New Mexico","100 M Hurdles"
"A Jaci Hatch Animas 16.15 ","2008","Girls","100m Hurdles","16.15 ","A ","New Mexico","100 M Hurdles"
"AAAAA Katie Thompson Sandia 46.13 ","2008","Girls","300m Hurdles","46.13 ","AAAAA ","New Mexico","300 M Hurdles"
"AAAA  Kendra Woodson Piedra Vista 46.06 ","2008","Girls","300m Hurdles","46.06 ","AAAA ","New Mexico","300 M Hurdles"
"AAA Jordan Miller St. Michael’s 45.78 ","2008","Girls","300m Hurdles","45.78 ","AAA ","New Mexico","300 M Hurdles"
"AA Traci Lopez Santa Fe Prep 47.21 ","2008","Girls","300m Hurdles","47.21 ","AA ","New Mexico","300 M Hurdles"
"A BreeAnna Lucero Fort Sumner 48.86 ","2008","Girls","300m Hurdles","48.86 ","A ","New Mexico","300 M Hurdles"
"AAAAA Cibola 48.24 ","2008","Girls","400m Relay","48.24 ","AAAAA ","New Mexico","400 M Relay"
"AAAA St. Pius X 49.63 ","2008","Girls","400m Relay","49.63 ","AAAA ","New Mexico","400 M Relay"
"AAA Ruidoso 50.62 ","2008","Girls","400m Relay","50.62 ","AAA ","New Mexico","400 M Relay"
"AA Monte Del Sol 52.1 ","2008","Girls","400m Relay","52.1 ","AA ","New Mexico","400 M Relay"
"A Clovis Christian 53.28 ","2008","Girls","400m Relay","53.28 ","A ","New Mexico","400 M Relay"
"AAAAA Cibola 01:43.6 ","2008","Girls","800m Relay","01:43.6 ","AAAAA ","New Mexico","800 M Relay"
"AAAA St. Pius X 01:45.8 ","2008","Girls","800m Relay","01:45.8 ","AAAA ","New Mexico","800 M Relay"
"AAA Ruidoso 01:47.5 ","2008","Girls","800m Relay","01:47.5 ","AAA ","New Mexico","800 M Relay"
"AA Monte Del Sol 01:50.8 ","2008","Girls","800m Relay","01:50.8 ","AA ","New Mexico","800 M Relay"
"A Clovis Christian 01:53.1 ","2008","Girls","800m Relay","01:53.1 ","A ","New Mexico","800 M Relay"
"AAAAA Eldorado 04:14.6 ","2008","Girls","1600m Relay","04:14.6 ","AAAAA ","New Mexico","1600 M Relay"
"AAAA Albuquerque Academy 04:18.9 ","2008","Girls","1600m Relay","04:18.9 ","AAAA ","New Mexico","1600 M Relay"
"AAA Robertson 04:30.6 ","2008","Girls","1600m Relay","04:30.6 ","AAA ","New Mexico","1600 M Relay"
"AA Cloudcroft 04:29.9 ","2008","Girls","1600m Relay","04:29.9 ","AA ","New Mexico","1600 M Relay"
"A Fort Sumner 04:40.6 ","2008","Girls","1600m Relay","04:40.6 ","A ","New Mexico","1600 M Relay"
"AAAAA Mayfield 04:01.4 ","2008","Girls","1600m Relay","04:01.4 ","AAAAA ","New Mexico","1600 M Relay"
"AAAA Albuquerque Academy 04:05.5 ","2008","Girls","1600m Relay","04:05.5 ","AAAA ","New Mexico","1600 M Relay"
"AAA Ruidoso 04:05.8 ","2008","Girls","1600m Relay","04:05.8 ","AAA ","New Mexico","1600 M Relay"
"AA Santa Fe Prep 04:16.6 ","2008","Girls","1600m Relay","04:16.6 ","AA ","New Mexico","1600 M Relay"
"A Fort Sumner 04:26.2 ","2008","Girls","1600m Relay","04:26.2 ","A ","New Mexico","1600 M Relay"
"AAAAA Madison Bean Valley 38’-06.00” ","2008","Girls","Shot Put","38’-06.00” ","AAAAA ","New Mexico","Shot Put"
"AAAA  Melanie Heslop Kirtland Central 37’-06.50” ","2008","Girls","Shot Put","37’-06.50” ","AAAA ","New Mexico","Shot Put"
"AAA Jordan Roehl Portales 37’-09.00” ","2008","Girls","Shot Put","37’-09.00” ","AAA ","New Mexico","Shot Put"
"AA Larissa Bookout Tularosa 36’-07.00” ","2008","Girls","Shot Put","36’-07.00” ","AA ","New Mexico","Shot Put"
"A Rita Herrera Fort Sumner 34’-00.00” ","2008","Girls","Shot Put","34’-00.00” ","A ","New Mexico","Shot Put"
"AAAAA Lashira Adams Highland 116’-01” ","2008","Girls","Discus","116’-01” ","AAAAA ","New Mexico","Discus"
"AAAA  Brittany Thompson Roswell 116’-00” ","2008","Girls","Discus","116’-00” ","AAAA ","New Mexico","Discus"
"AAA Victoria Dominguez Cuba 116’-11” ","2008","Girls","Discus","116’-11” ","AAA ","New Mexico","Discus"
"AA Cassie Valdez Tularosa 109’-06” ","2008","Girls","Discus","109’-06” ","AA ","New Mexico","Discus"
"A Rita Herrera Fort Sumner 98’-03” ","2008","Girls","Discus","98’-03” ","A ","New Mexico","Discus"
"AAAAA Monquisha Coleman Manzano 17’-11.50” ","2008","Girls","Long Jump","17’-11.50” ","AAAAA ","New Mexico","Long Jump"
"AAAA  Chantelle Riddle Roswell 18’-02.50” ","2008","Girls","Long Jump","18’-02.50” ","AAAA ","New Mexico","Long Jump"
"AAA Dionna Montoya Pojoaque 17’-05.25” ","2008","Girls","Long Jump","17’-05.25” ","AAA ","New Mexico","Long Jump"
"AA Victoria Richards Texico 16’-01.00” ","2008","Girls","Long Jump","16’-01.00” ","AA ","New Mexico","Long Jump"
"A Laura Pharies Roy 17’-06.00” ","2008","Girls","Long Jump","17’-06.00” ","A ","New Mexico","Long Jump"
"AAAAA Lesly Torres  Los Lunas 5’-05.00”","2008","Girls","High Jump","5’-05.00”","AAAAA ","New Mexico","High Jump"
"AAAA  Shanice Steenholdt  Roswell 5’-02.00”","2008","Girls","High Jump","5’-02.00”","AAAA ","New Mexico","High Jump"
"AAA Marin Schweigert  Robertson 5’-02.00”","2008","Girls","High Jump","5’-02.00”","AAA ","New Mexico","High Jump"
"AA Traci Lopez  Santa Fe Prep 5’-02.00”","2008","Girls","High Jump","5’-02.00”","AA ","New Mexico","High Jump"
"A BreeAnna Lucero  Fort Sumner 5’-03.00”","2008","Girls","High Jump","5’-03.00”","A ","New Mexico","High Jump"
"AAAAA Leslie Smith  Las Cruces 35’-01.00”","2008","Girls","Triple Jump","35’-01.00”","AAAAA ","New Mexico","Triple Jump"
"AAAA  Amanda Smith  Piedra Vista 36’-04.25”","2008","Girls","Triple Jump","36’-04.25”","AAAA ","New Mexico","Triple Jump"
"AAA Cecelia North  Cobre 34’-00.50”","2008","Girls","Triple Jump","34’-00.50”","AAA ","New Mexico","Triple Jump"
"AA Traci Lopez  Santa Fe Prep 35’-11.00”","2008","Girls","Triple Jump","35’-11.00”","AA ","New Mexico","Triple Jump"
"A Laura Pharies  Roy 36’-00.00”","2008","Girls","Triple Jump","36’-00.00”","A ","New Mexico","Triple Jump"
"AAAAA Michaela Ross  La Cueva 10’-03.00”","2008","Girls","Pole Vault","10’-03.00”","AAAAA ","New Mexico","Pole Vault"
"AAAA  Alicia Chavez  Goddard 9’-06.00”","2008","Girls","Pole Vault","9’-06.00”","AAAA ","New Mexico","Pole Vault"
"AAA Sunni Baird  Bloomfield 9’-00.00”","2008","Girls","Pole Vault","9’-00.00”","AAA ","New Mexico","Pole Vault"
"AA Aleah Topper  Capitan 9’-00.00”","2008","Girls","Pole Vault","9’-00.00”","AA ","New Mexico","Pole Vault"
"A Lexy Pettis  Magdalena 9’-00.00”","2008","Girls","Pole Vault","9’-00.00”","A ","New Mexico","Pole Vault"
"AAAAA Shayla Flores  Cibola 128’-03”","2008","Girls","Javelin","128’-03”","AAAAA ","New Mexico","Javelin"
"AAAA  Alex Membreno  St. Pius X 141’-06”","2008","Girls","Javelin","141’-06”","AAAA ","New Mexico","Javelin"
"AAA Angela Gardner  Ruidoso 121’-09”","2008","Girls","Javelin","121’-09”","AAA ","New Mexico","Javelin"
"AA Jennifer Miller  Eunice 119’-01”","2008","Girls","Javelin","119’-01”","AA ","New Mexico","Javelin"
"A Lauren Graham  Melrose 118’-05”","2008","Girls","Javelin","118’-05”","A ","New Mexico","Javelin"
"AAAAA Amber Battle Cibola  12.45   ","2009","Girls","100m","12.45   ","AAAAA ","New Mexico","100 M Dash"
"AAAA  Chase Ealey Los Alamos 12.73   ","2009","Girls","100m","12.73   ","AAAA ","New Mexico","100 M Dash"
"AAA Krista Armstead Sandia Prep 12.65   ","2009","Girls","100m","12.65   ","AAA ","New Mexico","100 M Dash"
"AA Tawsha Brazley Bosque School 12.63   ","2009","Girls","100m","12.63   ","AA ","New Mexico","100 M Dash"
"A Sarah Baca Menaul 12.91   ","2009","Girls","100m","12.91   ","A ","New Mexico","100 M Dash"
"AAAAA Amber Battle Cibola  25.39   ","2009","Girls","200m","25.39   ","AAAAA ","New Mexico","200 M Dash"
"AAAA  Emily Weeks Los Alamos 26.76   ","2009","Girls","200m","26.76   ","AAAA ","New Mexico","200 M Dash"
"AAA Kimberly Babicke Pojoaque 25.61   ","2009","Girls","200m","25.61   ","AAA ","New Mexico","200 M Dash"
"AA Tawsha Brazley Bosque School 26.10   ","2009","Girls","200m","26.10   ","AA ","New Mexico","200 M Dash"
"A Sarah Baca Menaul 27.26   ","2009","Girls","200m","27.26   ","A ","New Mexico","200 M Dash"
"AAAAA Tara DeWitt Clovis  59.16   ","2009","Girls","400m","59.16   ","AAAAA ","New Mexico","400 M Dash"
"AAAA  Rachel Montoya St. Pius X 59.25   ","2009","Girls","400m","59.25   ","AAAA ","New Mexico","400 M Dash"
"AAA Amber Gardner Ruidoso 1:00.51   ","2009","Girls","400m","1:00.51   ","AAA ","New Mexico","400 M Dash"
"AA Tawsha Brazley Bosque School 59.19   ","2009","Girls","400m","59.19   ","AA ","New Mexico","400 M Dash"
"A Taylor Huey Corona 1:00.41   ","2009","Girls","400m","1:00.41   ","A ","New Mexico","400 M Dash"
"AAAAA Caitlin Waters  Clovis  2:18.09   ","2009","Girls","800m","2:18.09   ","AAAAA ","New Mexico","800 M Dash"
"AAAA  Paige Throckmorton ABQ. Academy 2:19.30   ","2009","Girls","800m","2:19.30   ","AAAA ","New Mexico","800 M Dash"
"AAA Dionna Montoya Pojoaque 2:24.13   ","2009","Girls","800m","2:24.13   ","AAA ","New Mexico","800 M Dash"
"AA Tara Postma Rehoboth 2:24.61   ","2009","Girls","800m","2:24.61   ","AA ","New Mexico","800 M Dash"
"A Christa Boyle  Fort Sumner 2:29.50   ","2009","Girls","800m","2:29.50   ","A ","New Mexico","800 M Dash"
"AAAAA Allison Bedonie Eldorado 5:19.86   ","2009","Girls","1600m","5:19.86   ","AAAAA ","New Mexico","1600 M Run"
"AAAA  Julia Foster ABQ. Academy 5:12.08   ","2009","Girls","1600m","5:12.08   ","AAAA ","New Mexico","1600 M Run"
"AAA Kate Norskog  St. Michael’s 5:29.25   ","2009","Girls","1600m","5:29.25   ","AAA ","New Mexico","1600 M Run"
"AA Caroline Kaufman East Mountain  5:24.92   ","2009","Girls","1600m","5:24.92   ","AA ","New Mexico","1600 M Run"
"A Christa Boyle  Fort Sumner 5:42.45   ","2009","Girls","1600m","5:42.45   ","A ","New Mexico","1600 M Run"
"AAAAA Jordan Brown Gallup 11:36.5 ","2009","Girls","3200m","11:36.5 ","AAAAA ","New Mexico","3200 M Run"
"AAAA  Julia Foster ABQ. Academy 11:28.7 ","2009","Girls","3200m","11:28.7 ","AAAA ","New Mexico","3200 M Run"
"AAA Kate Norskog St. Michael’s 11:45.4 ","2009","Girls","3200m","11:45.4 ","AAA ","New Mexico","3200 M Run"
"AA Caroline Kaufman East Mountain 12:01.3 ","2009","Girls","3200m","12:01.3 ","AA ","New Mexico","3200 M Run"
"A Christa Boyle Fort Sumner 12:48.8 ","2009","Girls","3200m","12:48.8 ","A ","New Mexico","3200 M Run"
"AAAAA Natalie Castallenos Gadsden 16.31 ","2009","Girls","100m Hurdles","16.31 ","AAAAA ","New Mexico","100 M Hurdles"
"AAAA  Jessica Stokes Los Alamos 16.45 ","2009","Girls","100m Hurdles","16.45 ","AAAA ","New Mexico","100 M Hurdles"
"AAA Sunni Baird Bloomfield 17.13 ","2009","Girls","100m Hurdles","17.13 ","AAA ","New Mexico","100 M Hurdles"
"AA Jennie Pearson Eunice 16.98 ","2009","Girls","100m Hurdles","16.98 ","AA ","New Mexico","100 M Hurdles"
"A Jaci Hatch Animas 16.23 ","2009","Girls","100m Hurdles","16.23 ","A ","New Mexico","100 M Hurdles"
"AAAAA Katie Thompson Sandia 45.86 ","2009","Girls","300m Hurdles","45.86 ","AAAAA ","New Mexico","300 M Hurdles"
"AAAA  Kourtni Ashcroft Kirtland Central 45.87 ","2009","Girls","300m Hurdles","45.87 ","AAAA ","New Mexico","300 M Hurdles"
"AAA Krista Armstead Sandia Prep 45.02 ","2009","Girls","300m Hurdles","45.02 ","AAA ","New Mexico","300 M Hurdles"
"AA Jennie Pearson Eunice 48.29 ","2009","Girls","300m Hurdles","48.29 ","AA ","New Mexico","300 M Hurdles"
"A BreeAnna Lucero Fort Sumner 47.43 ","2009","Girls","300m Hurdles","47.43 ","A ","New Mexico","300 M Hurdles"
"AAAAA Clovis 49.17 ","2009","Girls","400m Relay","49.17 ","AAAAA ","New Mexico","400 M Relay"
"AAAA Los Alamos 50.32 ","2009","Girls","400m Relay","50.32 ","AAAA ","New Mexico","400 M Relay"
"AAA Pojoaque 51.91 ","2009","Girls","400m Relay","51.91 ","AAA ","New Mexico","400 M Relay"
"AA Monte del Sol 50.65 ","2009","Girls","400m Relay","50.65 ","AA ","New Mexico","400 M Relay"
"A Fort Sumner 51.55 ","2009","Girls","400m Relay","51.55 ","A ","New Mexico","400 M Relay"
"AAAAA Clovis 01:43.5 ","2009","Girls","800m Relay","01:43.5 ","AAAAA ","New Mexico","800 M Relay"
"AAAA St. Pius X 01:47.0 ","2009","Girls","800m Relay","01:47.0 ","AAAA ","New Mexico","800 M Relay"
"AAA Ruidoso 01:48.7 ","2009","Girls","800m Relay","01:48.7 ","AAA ","New Mexico","800 M Relay"
"AA Monte del Sol 01:47.9 ","2009","Girls","800m Relay","01:47.9 ","AA ","New Mexico","800 M Relay"
"A Fort Sumner 01:49.3 ","2009","Girls","800m Relay","01:49.3 ","A ","New Mexico","800 M Relay"
"AAAAA Clovis 04:17.4 ","2009","Girls","1600m Relay","04:17.4 ","AAAAA ","New Mexico","1600 M Relay"
"AAAA St. Pius X 04:21.2 ","2009","Girls","1600m Relay","04:21.2 ","AAAA ","New Mexico","1600 M Relay"
"AAA West Las Vegas 04:32.1 ","2009","Girls","1600m Relay","04:32.1 ","AAA ","New Mexico","1600 M Relay"
"AA Cloudcroft 04:32.1 ","2009","Girls","1600m Relay","04:32.1 ","AA ","New Mexico","1600 M Relay"
"A Fort Sumner 04:36.7 ","2009","Girls","1600m Relay","04:36.7 ","A ","New Mexico","1600 M Relay"
"AAAAA Clovis 04:03.3 ","2009","Girls","1600m Relay","04:03.3 ","AAAAA ","New Mexico","1600 M Relay"
"AAAA Los Alamos 04:08.9 ","2009","Girls","1600m Relay","04:08.9 ","AAAA ","New Mexico","1600 M Relay"
"AAA Pojoaque 04:09.0 ","2009","Girls","1600m Relay","04:09.0 ","AAA ","New Mexico","1600 M Relay"
"AA Rehoboth 04:15.6 ","2009","Girls","1600m Relay","04:15.6 ","AA ","New Mexico","1600 M Relay"
"A Fort Sumner 04:15.1 ","2009","Girls","1600m Relay","04:15.1 ","A ","New Mexico","1600 M Relay"
"AAAAA Madison Bean Valley 40-00.00 ","2009","Girls","Shot Put","40-00.00 ","AAAAA ","New Mexico","Shot Put"
"AAAA  Melanie Heslop Kirtland Central 39-11.00 ","2009","Girls","Shot Put","39-11.00 ","AAAA ","New Mexico","Shot Put"
"AAA Brooklyn Gallegos Cobre 40-06.00 ","2009","Girls","Shot Put","40-06.00 ","AAA ","New Mexico","Shot Put"
"AA Larissa Bookout Tularosa 37-02.00 ","2009","Girls","Shot Put","37-02.00 ","AA ","New Mexico","Shot Put"
"A Rita Herrera Fort Sumner 36-02.00 ","2009","Girls","Shot Put","36-02.00 ","A ","New Mexico","Shot Put"
"AAAAA Meagan Baglein Clovis 122-11 ","2009","Girls","Discus","122-11 ","AAAAA ","New Mexico","Discus"
"AAAA  Alex Membreno St. Pius X 116-05 ","2009","Girls","Discus","116-05 ","AAAA ","New Mexico","Discus"
"AAA Alicia Garcia Robertson 114-03 ","2009","Girls","Discus","114-03 ","AAA ","New Mexico","Discus"
"AA Yesenia Gonzales Jal 101-03 ","2009","Girls","Discus","101-03 ","AA ","New Mexico","Discus"
"A DeLisa Luce Fort Sumner 109-10 ","2009","Girls","Discus","109-10 ","A ","New Mexico","Discus"
"AAAAA Lesly Torres Los Lunas 17-05.00 ","2009","Girls","Long Jump","17-05.00 ","AAAAA ","New Mexico","Long Jump"
"AAAA  Chantelle Riddle Roswell 17-11.75 ","2009","Girls","Long Jump","17-11.75 ","AAAA ","New Mexico","Long Jump"
"AAA Kimberly Babicke Pojoaque 16-10.75 ","2009","Girls","Long Jump","16-10.75 ","AAA ","New Mexico","Long Jump"
"AA Yeshemabet Turner Pecos 17-01.25 ","2009","Girls","Long Jump","17-01.25 ","AA ","New Mexico","Long Jump"
"A Dawna Walter Animas 16-04.50 ","2009","Girls","Long Jump","16-04.50 ","A ","New Mexico","Long Jump"
"AAAAA Zoe Meade  Las Cruces 5-05.00","2009","Girls","High Jump","5-05.00","AAAAA ","New Mexico","High Jump"
"AAAA  Lindsay Benage  Los Alamos 5-02.00","2009","Girls","High Jump","5-02.00","AAAA ","New Mexico","High Jump"
"AAA Marin Schweigert  Robertson 5-08.00","2009","Girls","High Jump","5-08.00","AAA ","New Mexico","High Jump"
"AA Katlin Luscombe  Texico 5-00.00","2009","Girls","High Jump","5-00.00","AA ","New Mexico","High Jump"
"A BreeAnna Lucero  Fort Sumner 5-05.00","2009","Girls","High Jump","5-05.00","A ","New Mexico","High Jump"
"AAAAA Lesly Torres  Los Lunas 36-04.00","2009","Girls","Triple Jump","36-04.00","AAAAA ","New Mexico","Triple Jump"
"AAAA  Chantelle Riddle  Roswell 36-04.25","2009","Girls","Triple Jump","36-04.25","AAAA ","New Mexico","Triple Jump"
"AAA Aasha Marler  Hope Christian 35-05.25","2009","Girls","Triple Jump","35-05.25","AAA ","New Mexico","Triple Jump"
"AA Yeshemabet Turner  Pecos 36-08.25","2009","Girls","Triple Jump","36-08.25","AA ","New Mexico","Triple Jump"
"A Kelsi Gray  Floyd 33-09.25","2009","Girls","Triple Jump","33-09.25","A ","New Mexico","Triple Jump"
"AAAAA Anicka Newell  Highland 9-09.00","2009","Girls","Pole Vault","9-09.00","AAAAA ","New Mexico","Pole Vault"
"AAAA  Brittany Clark  Artesia 9-06.00","2009","Girls","Pole Vault","9-06.00","AAAA ","New Mexico","Pole Vault"
"AAA Sunni Baird  Bloomfield 10-01.00","2009","Girls","Pole Vault","10-01.00","AAA ","New Mexico","Pole Vault"
"AA Erin Deck  Jal 8-00.00","2009","Girls","Pole Vault","8-00.00","AA ","New Mexico","Pole Vault"
"A Annie Stirling  Cimarron 9-00.00","2009","Girls","Pole Vault","9-00.00","A ","New Mexico","Pole Vault"
"AAAAA Kristie Covarrubia  Onate 122-08","2009","Girls","Javelin","122-08","AAAAA ","New Mexico","Javelin"
"AAAA  Alex Membreno  St. Pius X 127-00","2009","Girls","Javelin","127-00","AAAA ","New Mexico","Javelin"
"AAA Felicia Chavez  Cuba 121-09","2009","Girls","Javelin","121-09","AAA ","New Mexico","Javelin"
"AA Katlin Luscombe  Texico 117-10","2009","Girls","Javelin","117-10","AA ","New Mexico","Javelin"
"A Tori Tucker  Floyd 124-00","2009","Girls","Javelin","124-00","A ","New Mexico","Javelin"
"AAAAA Amber BattleCibola  12.32   ","2010","Girls","100m","12.32   ","AAAAA ","New Mexico","100 M Dash"
"AAAA  Chase Ealey Los Alamos  12.88   ","2010","Girls","100m","12.88   ","AAAA ","New Mexico","100 M Dash"
"AAA Krista Armstead  Sandia Prep  12.54   ","2010","Girls","100m","12.54   ","AAA ","New Mexico","100 M Dash"
"AA Kassi Geary Clayton 12.85   ","2010","Girls","100m","12.85   ","AA ","New Mexico","100 M Dash"
"A LaNay Chenshaw Fort Sumner 12.90   ","2010","Girls","100m","12.90   ","A ","New Mexico","100 M Dash"
"AAAAA Amber Battle Cibola  25.13   ","2010","Girls","200m","25.13   ","AAAAA ","New Mexico","200 M Dash"
"AAAA  Kourtni Ashcroft  Kirtland Central 26.11   ","2010","Girls","200m","26.11   ","AAAA ","New Mexico","200 M Dash"
"AAA Krista Armstead  Sandia Prep 24.77   ","2010","Girls","200m","24.77   ","AAA ","New Mexico","200 M Dash"
"AA Kassi Geary Clayton 26.83   ","2010","Girls","200m","26.83   ","AA ","New Mexico","200 M Dash"
"A Cara Barnard Melrose 26.62   ","2010","Girls","200m","26.62   ","A ","New Mexico","200 M Dash"
"AAAAA Zoe Meade Oñate 57.19   ","2010","Girls","400m","57.19   ","AAAAA ","New Mexico","400 M Dash"
"AAAA  Aracely Macias Goddard 58.63   ","2010","Girls","400m","58.63   ","AAAA ","New Mexico","400 M Dash"
"AAA Kessi Walsh Hope Christian 59.30   ","2010","Girls","400m","59.30   ","AAA ","New Mexico","400 M Dash"
"AA Kiara Clover Santa Fe Prep  60.82   ","2010","Girls","400m","60.82   ","AA ","New Mexico","400 M Dash"
"A Taylor Huey Corona 60.61   ","2010","Girls","400m","60.61   ","A ","New Mexico","400 M Dash"
"AAAAA Beth Wright Albuquerque High 2:17.43   ","2010","Girls","800m","2:17.43   ","AAAAA ","New Mexico","800 M Dash"
"AAAA  Paige Throckmorton Albuquerque Academy  2:16.80   ","2010","Girls","800m","2:16.80   ","AAAA ","New Mexico","800 M Dash"
"AAA Erika Nelson Hope Christian 2:21.57   ","2010","Girls","800m","2:21.57   ","AAA ","New Mexico","800 M Dash"
"AA Adrienne Montoya Estancia 2:23.74   ","2010","Girls","800m","2:23.74   ","AA ","New Mexico","800 M Dash"
"A Christa Boyle  Fort Sumner 2:28.04   ","2010","Girls","800m","2:28.04   ","A ","New Mexico","800 M Dash"
"AAAAA Beth Wright Albuquerque High 5:12.71   ","2010","Girls","1600m","5:12.71   ","AAAAA ","New Mexico","1600 M Run"
"AAAA  Julia Foster Albuquerque Academy  4:58.39   ","2010","Girls","1600m","4:58.39   ","AAAA ","New Mexico","1600 M Run"
"AAA Kate Norskog  St. Michaels 5:19.08   ","2010","Girls","1600m","5:19.08   ","AAA ","New Mexico","1600 M Run"
"AA Caroline Kaufman East Mountain  5:22.99   ","2010","Girls","1600m","5:22.99   ","AA ","New Mexico","1600 M Run"
"A Christa Boyle  Fort Sumner 5:34.15   ","2010","Girls","1600m","5:34.15   ","A ","New Mexico","1600 M Run"
"AAAAA Gloria Sevilla Gadsden 11:58.5 ","2010","Girls","3200m","11:58.5 ","AAAAA ","New Mexico","3200 M Run"
"AAAA  Julia Foster Albuquerque Academy 11:01.1 ","2010","Girls","3200m","11:01.1 ","AAAA ","New Mexico","3200 M Run"
"AAA Kate Norskog St. Mike’s 11:48.8 ","2010","Girls","3200m","11:48.8 ","AAA ","New Mexico","3200 M Run"
"AA Caroline Kaufman East Mountain 12:14.4 ","2010","Girls","3200m","12:14.4 ","AA ","New Mexico","3200 M Run"
"A Christa Boyle Fort Sumner 12:19.6 ","2010","Girls","3200m","12:19.6 ","A ","New Mexico","3200 M Run"
"AAAAA Katie Thompson Sandia 15.73 ","2010","Girls","100m Hurdles","15.73 ","AAAAA ","New Mexico","100 M Hurdles"
"AAAA  Kelli Williams Belan 16.19 ","2010","Girls","100m Hurdles","16.19 ","AAAA ","New Mexico","100 M Hurdles"
"AAA Krista Armstead Sandia Prep 15.79 ","2010","Girls","100m Hurdles","15.79 ","AAA ","New Mexico","100 M Hurdles"
"AA Erin Thomas Estancia 16.73 ","2010","Girls","100m Hurdles","16.73 ","AA ","New Mexico","100 M Hurdles"
"A Ashley Landreth Fort Sumner 17.19 ","2010","Girls","100m Hurdles","17.19 ","A ","New Mexico","100 M Hurdles"
"AAAAA Anika Newell Highland 45.69 ","2010","Girls","300m Hurdles","45.69 ","AAAAA ","New Mexico","300 M Hurdles"
"AAAA  Kourtni Ashcroft Kirtland Central 45.92 ","2010","Girls","300m Hurdles","45.92 ","AAAA ","New Mexico","300 M Hurdles"
"AAA Krista Armstead Sandia Prep 44.02 ","2010","Girls","300m Hurdles","44.02 ","AAA ","New Mexico","300 M Hurdles"
"AA Brooke Hamilton Rehoboth 50.13 ","2010","Girls","300m Hurdles","50.13 ","AA ","New Mexico","300 M Hurdles"
"A Ashley Landreth Fort Sumner 47.86 ","2010","Girls","300m Hurdles","47.86 ","A ","New Mexico","300 M Hurdles"
"AAAAA Mayfield 48.95 ","2010","Girls","400m Relay","48.95 ","AAAAA ","New Mexico","400 M Relay"
"AAAA Los Alamos 49.56 ","2010","Girls","400m Relay","49.56 ","AAAA ","New Mexico","400 M Relay"
"AAA Hope Christian 50.75 ","2010","Girls","400m Relay","50.75 ","AAA ","New Mexico","400 M Relay"
"AA Tucumcari 52.25 ","2010","Girls","400m Relay","52.25 ","AA ","New Mexico","400 M Relay"
"A Cimarron 50.75 ","2010","Girls","400m Relay","50.75 ","A ","New Mexico","400 M Relay"
"AAAAA Oñate 01:43.2 ","2010","Girls","800m Relay","01:43.2 ","AAAAA ","New Mexico","800 M Relay"
"AAAA Albuquerque Academy 01:45.0 ","2010","Girls","800m Relay","01:45.0 ","AAAA ","New Mexico","800 M Relay"
"AAA Lovington 01:47.3 ","2010","Girls","800m Relay","01:47.3 ","AAA ","New Mexico","800 M Relay"
"AA Texico 01:52.3 ","2010","Girls","800m Relay","01:52.3 ","AA ","New Mexico","800 M Relay"
"A Cimarron 01:49.9 ","2010","Girls","800m Relay","01:49.9 ","A ","New Mexico","800 M Relay"
"AAAAA La Cueva 04:15.9 ","2010","Girls","1600m Relay","04:15.9 ","AAAAA ","New Mexico","1600 M Relay"
"AAAA Albuquerque Academy 04:12.9 ","2010","Girls","1600m Relay","04:12.9 ","AAAA ","New Mexico","1600 M Relay"
"AAA Hope Christian 04:22.7 ","2010","Girls","1600m Relay","04:22.7 ","AAA ","New Mexico","1600 M Relay"
"AA Estancia 04:34.5 ","2010","Girls","1600m Relay","04:34.5 ","AA ","New Mexico","1600 M Relay"
"A Fort Sumner 04:31.9 ","2010","Girls","1600m Relay","04:31.9 ","A ","New Mexico","1600 M Relay"
"AAAAA La Cueva 04:01.4 ","2010","Girls","1600m Relay","04:01.4 ","AAAAA ","New Mexico","1600 M Relay"
"AAAA Los Alamos 04:03.5 ","2010","Girls","1600m Relay","04:03.5 ","AAAA ","New Mexico","1600 M Relay"
