"State","Year","Gender","Event","Class","Mark","Mark.Note"
"Oregon",1969,"Boys","High Jump",NA,"6-6",""
"Oregon",1970,"Boys","High Jump",NA,"6-9",""
"Oregon",1971,"Boys","High Jump",NA,"6-10",""
"Oregon",1972,"Boys","High Jump",NA,"6-8",""
"Oregon",1973,"Boys","High Jump",NA,"6-7",""
"Oregon",1974,"Boys","High Jump",NA,"6-5",""
"Oregon",1975,"Boys","High Jump",NA,"6-8",""
"Oregon",1976,"Boys","High Jump",NA,"6-8",""
"Oregon",1977,"Boys","High Jump",NA,"6-6",""
"Oregon",1978,"Boys","High Jump",NA,"6-6",""
"Oregon",1979,"Boys","High Jump",NA,"6-8",""
"Oregon",1980,"Boys","High Jump",NA,"6-10 1⁄4",""
"Oregon",1981,"Boys","High Jump",NA,"6-11",""
"Oregon",1982,"Boys","High Jump",NA,"6-9",""
"Oregon",1983,"Boys","High Jump",NA,"6-10",""
"Oregon",1984,"Boys","High Jump",NA,"6-11",""
"Oregon",1985,"Boys","High Jump",NA,"6-10",""
"Oregon",1986,"Boys","High Jump",NA,"7-0",""
"Oregon",1987,"Boys","High Jump",NA,"6-8",""
"Oregon",1988,"Boys","High Jump",NA,"6-10",""
"Oregon",1989,"Boys","High Jump",NA,"6-6",""
"Oregon",1990,"Boys","High Jump",NA,"6-8",""
"Oregon",1991,"Boys","High Jump",NA,"6-10",""
"Oregon",1992,"Boys","High Jump",NA,"6-10",""
"Oregon",1993,"Boys","High Jump",NA,"7-0 1⁄4",""
"Oregon",1994,"Boys","High Jump",NA,"6-9",""
"Oregon",1995,"Boys","High Jump",NA,"6-9",""
"Oregon",1996,"Boys","High Jump",NA,"6-10",""
"Oregon",1997,"Boys","High Jump",NA,"6-10",""
"Oregon",1998,"Boys","High Jump",NA,"6-6",""
"Oregon",1999,"Boys","High Jump",NA,"6-9",""
"Oregon",2000,"Boys","High Jump",NA,"6-8",""
"Oregon",2001,"Boys","High Jump",NA,"6-8",""
"Oregon",2002,"Boys","High Jump",NA,"6-10 1⁄4",""
"Oregon",2003,"Boys","High Jump",NA,"6-8",""
"Oregon",2004,"Boys","High Jump",NA,"6-7",""
"Oregon",2005,"Boys","High Jump",NA,"6-8",""
"Oregon",2006,"Boys","High Jump",NA,"6-6",""
"Oregon",1927,"Boys","Pole Vault",NA,"11-8",""
"Oregon",1928,"Boys","Pole Vault",NA,"11-3",""
"Oregon",1929,"Boys","Pole Vault",NA,"11-9",""
"Oregon",1930,"Boys","Pole Vault",NA,"11-3",""
"Oregon",1930,"Boys","Pole Vault",NA,"11-3",""
"Oregon",1931,"Boys","Pole Vault",NA,"11-0",""
"Oregon",1932,"Boys","Pole Vault",NA,"11-6",""
"Oregon",1933,"Boys","Pole Vault",NA,"11-11 1/8",""
"Oregon",1934,"Boys","Pole Vault",NA,"11-9",""
"Oregon",1934,"Boys","Pole Vault",NA,"11-9",""
"Oregon",1935,"Boys","Pole Vault",NA,"12-0",""
"Oregon",1936,"Boys","Pole Vault",NA,"12-0 1/8",""
"Oregon",1936,"Boys","Pole Vault",NA,"12-0 1/8",""
"Oregon",1937,"Boys","Pole Vault",NA,"11-6",""
"Oregon",1938,"Boys","Pole Vault",NA,"11-10",""
"Oregon",1939,"Boys","Pole Vault",NA,"12-1 1⁄2",""
"Oregon",1940,"Boys","Pole Vault",NA,"11-10",""
"Oregon",1941,"Boys","Pole Vault",NA,"11-9",""
"Oregon",1942,"Boys","Pole Vault",NA,"11-9",""
"Oregon",1943,"Boys","Pole Vault",NA,"11-0",""
"Oregon",1944,"Boys","Pole Vault",NA,"11-9",""
"Oregon",1945,"Boys","Pole Vault",NA,"12-3",""
"Oregon",1946,"Boys","Pole Vault",NA,"12-9",""
"Oregon",1947,"Boys","Pole Vault",NA,"12-6",""
"Oregon",1948,"Boys","Pole Vault",NA,"12-0",""
"Oregon",1949,"Boys","Pole Vault",NA,"11-6",""
"Oregon",1950,"Boys","Pole Vault",NA,"12-0",""
"Oregon",1950,"Boys","Pole Vault",NA,"12-0",""
"Oregon",1951,"Boys","Pole Vault",NA,"12-0",""
"Oregon",1952,"Boys","Pole Vault",NA,"12-6",""
"Oregon",1953,"Boys","Pole Vault",NA,"12-1",""
"Oregon",1954,"Boys","Pole Vault",NA,"13-1 3/8",""
"Oregon",1955,"Boys","Pole Vault",NA,"12-6",""
"Oregon",1956,"Boys","Pole Vault",NA,"12-3 1⁄4",""
"Oregon",1956,"Boys","Pole Vault",NA,"12-3 1⁄4",""
"Oregon",1957,"Boys","Pole Vault",NA,"12-0",""
"Oregon",1957,"Boys","Pole Vault",NA,"12-0",""
"Oregon",1957,"Boys","Pole Vault",NA,"12-0",""
"Oregon",1958,"Boys","Pole Vault",NA,"12-7 1⁄4",""
"Oregon",1959,"Boys","Pole Vault",NA,"12-4",""
"Oregon",1960,"Boys","Pole Vault",NA,"12-8",""
"Oregon",1961,"Boys","Pole Vault",NA,"13-0",""
"Oregon",1962,"Boys","Pole Vault",NA,"12-11 1⁄2",""
"Oregon",1962,"Boys","Pole Vault",NA,"12-11 1⁄2",""
"Oregon",1963,"Boys","Pole Vault",NA,"13-7 1⁄4",""
"Oregon",1964,"Boys","Pole Vault",NA,"14-0",""
"Oregon",1965,"Boys","Pole Vault",NA,"14-4 1⁄4",""
"Oregon",1966,"Boys","Pole Vault",NA,"14-6 1⁄4",""
"Oregon",1967,"Boys","Pole Vault",NA,"14-0",""
"Oregon",1968,"Boys","Pole Vault",NA,"15-0 1⁄4",""
"Oregon",1969,"Boys","Pole Vault",NA,"14-0",""
"Oregon",1970,"Boys","Pole Vault",NA,"15-1",""
"Oregon",1971,"Boys","Pole Vault",NA,"14-9",""
"Oregon",1972,"Boys","Pole Vault",NA,"16-4",""
"Oregon",1973,"Boys","Pole Vault",NA,"14-4",""
"Oregon",1974,"Boys","Pole Vault",NA,"15-0",""
"Oregon",1975,"Boys","Pole Vault",NA,"14-9",""
"Oregon",1976,"Boys","Pole Vault",NA,"14-6",""
"Oregon",1977,"Boys","Pole Vault",NA,"15-8",""
"Oregon",1978,"Boys","Pole Vault",NA,"15-4",""
"Oregon",1979,"Boys","Pole Vault",NA,"14-8",""
"Oregon",1980,"Boys","Pole Vault",NA,"15-2",""
"Oregon",1981,"Boys","Pole Vault",NA,"14-6",""
"Oregon",1982,"Boys","Pole Vault",NA,"15-1",""
"Oregon",1983,"Boys","Pole Vault",NA,"14-4",""
"Oregon",1984,"Boys","Pole Vault",NA,"14-6",""
"Oregon",1985,"Boys","Pole Vault",NA,"14-6",""
"Oregon",1986,"Boys","Pole Vault",NA,"14-4",""
"Oregon",1987,"Boys","Pole Vault",NA,"15-0",""
"Oregon",1988,"Boys","Pole Vault",NA,"15-2",""
"Oregon",1989,"Boys","Pole Vault",NA,"14-0",""
"Oregon",1990,"Boys","Pole Vault",NA,"14-10",""
"Oregon",1991,"Boys","Pole Vault",NA,"14-8",""
"Oregon",1992,"Boys","Pole Vault",NA,"15-2",""
"Oregon",1993,"Boys","Pole Vault",NA,"15-0",""
"Oregon",1994,"Boys","Pole Vault",NA,"15-6",""
"Oregon",1995,"Boys","Pole Vault",NA,"15-8",""
"Oregon",1996,"Boys","Pole Vault",NA,"15-4",""
"Oregon",1997,"Boys","Pole Vault",NA,"15-4",""
"Oregon",1998,"Boys","Pole Vault",NA,"16-0 1⁄4",""
"Oregon",1999,"Boys","Pole Vault",NA,"16-1",""
"Oregon",2000,"Boys","Pole Vault",NA,"16-6",""
"Oregon",2001,"Boys","Pole Vault",NA,"16-6",""
"Oregon",2002,"Boys","Pole Vault",NA,"17-0",""
"Oregon",2003,"Boys","Pole Vault",NA,"17-7",""
"Oregon",2004,"Boys","Pole Vault",NA,"15-9",""
"Oregon",2005,"Boys","Pole Vault",NA,"15-0",""
"Oregon",2006,"Boys","Pole Vault",NA,"15-0",""
"Oregon",1927,"Boys","100y",NA,"10.4",""
"Oregon",1928,"Boys","100y",NA,"10.4",""
"Oregon",1929,"Boys","100y",NA,"10.0",""
"Oregon",1930,"Boys","100y",NA,"10.1",""
"Oregon",1931,"Boys","100y",NA,"10.1",""
"Oregon",1932,"Boys","100y",NA,"9.9",""
"Oregon",1933,"Boys","100y",NA,"10.0",""
"Oregon",1934,"Boys","100y",NA,"9.9",""
"Oregon",1935,"Boys","100y",NA,"10.3",""
"Oregon",1936,"Boys","100y",NA,"10.0",""
"Oregon",1937,"Boys","100y",NA,"10.2",""
"Oregon",1938,"Boys","100y",NA,"10.0",""
"Oregon",1939,"Boys","100y",NA,"10.2",""
"Oregon",1940,"Boys","100y",NA,"10.1",""
"Oregon",1941,"Boys","100y",NA,"10.0",""
"Oregon",1942,"Boys","100y",NA,"10.4",""
"Oregon",1943,"Boys","100y",NA,"10.6",""
"Oregon",1944,"Boys","100y",NA,"10.5",""
"Oregon",1945,"Boys","100y",NA,"10.3",""
"Oregon",1946,"Boys","100y",NA,"10.1",""
"Oregon",1947,"Boys","100y",NA,"10.3",""
"Oregon",1948,"Boys","100y",NA,"10.0",""
"Oregon",1949,"Boys","100y",NA,"10.1",""
"Oregon",1950,"Boys","100y",NA,"10.1",""
"Oregon",1951,"Boys","100y",NA,"10.2",""
"Oregon",1952,"Boys","100y",NA,"10.3",""
"Oregon",1953,"Boys","100y",NA,"10.1",""
"Oregon",1954,"Boys","100y",NA,"10.1",""
"Oregon",1955,"Boys","100y",NA,"10.3",""
"Oregon",1956,"Boys","100y",NA,"10.1",""
"Oregon",1957,"Boys","100y",NA,"10.3",""
"Oregon",1958,"Boys","100y",NA,"10.2",""
"Oregon",1959,"Boys","100y",NA,"10.0",""
"Oregon",1960,"Boys","100y",NA,"9.8",""
"Oregon",1961,"Boys","100y",NA,"9.9",""
"Oregon",1962,"Boys","100y",NA,"9.9",""
"Oregon",1963,"Boys","100y",NA,"9.9",""
"Oregon",1964,"Boys","100y",NA,"10.1",""
"Oregon",1964,"Boys","100y",NA,"10.1",""
"Oregon",1965,"Boys","100y",NA,"10.0",""
"Oregon",1966,"Boys","100y",NA,"9.9",""
"Oregon",1967,"Boys","100y",NA,"9.9",""
"Oregon",1968,"Boys","100y",NA,"9.9",""
"Oregon",1969,"Boys","100y",NA,"10.0",""
"Oregon",1970,"Boys","100y",NA,"9.7","w"
"Oregon",1971,"Boys","100y",NA,"9.92",""
"Oregon",1972,"Boys","100y",NA,"9.70",""
"Oregon",1973,"Boys","100y",NA,"9.8",""
"Oregon",1974,"Boys","100y",NA,"9.6","w"
"Oregon",1975,"Boys","100y",NA,"9.91","w"
"Oregon",1976,"Boys","100y",NA,"10.27",""
"Oregon",1977,"Boys","100y",NA,"10.10",""
"Oregon",1927,"Boys","880y",NA,"2:05.0",""
"Oregon",1928,"Boys","880y",NA,"2:04.8",""
"Oregon",1929,"Boys","880y",NA,"2:02.2",""
"Oregon",1930,"Boys","880y",NA,"2:02.5",""
"Oregon",1931,"Boys","880y",NA,"2:04.0",""
"Oregon",1932,"Boys","880y",NA,"2:03.5",""
"Oregon",1933,"Boys","880y",NA,"2:01.5",""
"Oregon",1934,"Boys","880y",NA,"2:01.6",""
"Oregon",1935,"Boys","880y",NA,"2:03.7",""
"Oregon",1936,"Boys","880y",NA,"2:02.3",""
"Oregon",1937,"Boys","880y",NA,"2:03.0",""
"Oregon",1938,"Boys","880y",NA,"2:00.9",""
"Oregon",1939,"Boys","880y",NA,"2:02.7",""
"Oregon",1940,"Boys","880y",NA,"2:02.1",""
"Oregon",1941,"Boys","880y",NA,"2:02.3",""
"Oregon",1942,"Boys","880y",NA,"2:02.7",""
"Oregon",1943,"Boys","880y",NA,"2:04.0",""
"Oregon",1944,"Boys","880y",NA,"2:04.6",""
"Oregon",1945,"Boys","880y",NA,"2:04.7",""
"Oregon",1946,"Boys","880y",NA,"2:01.3",""
"Oregon",1947,"Boys","880y",NA,"2:00.6",""
"Oregon",1948,"Boys","880y",NA,"2:00.4",""
"Oregon",1949,"Boys","880y",NA,"2:02.0",""
"Oregon",1950,"Boys","880y",NA,"1:59.9",""
"Oregon",1951,"Boys","880y",NA,"2:00.4",""
"Oregon",1952,"Boys","880y",NA,"2:01.0",""
"Oregon",1953,"Boys","880y",NA,"2:02.5",""
"Oregon",1954,"Boys","880y",NA,"2:01.0",""
"Oregon",1955,"Boys","880y",NA,"1:58.0",""
"Oregon",1956,"Boys","880y",NA,"2:02.2",""
"Oregon",1957,"Boys","880y",NA,"2:02.2",""
"Oregon",1958,"Boys","880y",NA,"1:56.9",""
"Oregon",1959,"Boys","880y",NA,"1:57.7",""
"Oregon",1960,"Boys","880y",NA,"1:57.0",""
"Oregon",1961,"Boys","880y",NA,"1:58.3",""
"Oregon",1962,"Boys","880y",NA,"1:53.6",""
"Oregon",1963,"Boys","880y",NA,"1:54.4",""
"Oregon",1964,"Boys","880y",NA,"1:53.7",""
"Oregon",1965,"Boys","880y",NA,"1:54.5",""
"Oregon",1966,"Boys","880y",NA,"1:53.2",""
"Oregon",1967,"Boys","880y",NA,"1:52.2",""
"Oregon",1968,"Boys","880y",NA,"1:55.5",""
"Oregon",1969,"Boys","880y",NA,"1:55.1",""
"Oregon",1970,"Boys","880y",NA,"1:54.4",""
"Oregon",1971,"Boys","880y",NA,"1:53.63",""
"Oregon",1972,"Boys","880y",NA,"1:52.82",""
"Oregon",1973,"Boys","880y",NA,"1:54.6",""
"Oregon",1974,"Boys","880y",NA,"1:55.0",""
"Oregon",1975,"Boys","880y",NA,"1:53.4",""
"Oregon",1976,"Boys","880y",NA,"1:54.24",""
"Oregon",1977,"Boys","880y",NA,"1:53.16",""
"Oregon",1927,"Boys","Mile",NA,"4:33.6",""
"Oregon",1928,"Boys","Mile",NA,"4:36.2",""
"Oregon",1929,"Boys","Mile",NA,"4:40.0",""
"Oregon",1930,"Boys","Mile",NA,"4:37.0",""
"Oregon",1931,"Boys","Mile",NA,"4:32.3",""
"Oregon",1932,"Boys","Mile",NA,"4:40.0",""
"Oregon",1933,"Boys","Mile",NA,"4:29.8",""
"Oregon",1934,"Boys","Mile",NA,"4:35.7",""
"Oregon",1935,"Boys","Mile",NA,"4:32.3",""
"Oregon",1936,"Boys","Mile",NA,"4:34.0",""
"Oregon",1937,"Boys","Mile",NA,"4:36.3",""
"Oregon",1938,"Boys","Mile",NA,"4:33.0",""
"Oregon",1939,"Boys","Mile",NA,"4:35.0",""
"Oregon",1940,"Boys","Mile",NA,"4:33.1",""
"Oregon",1941,"Boys","Mile",NA,"4:31.0",""
"Oregon",1942,"Boys","Mile",NA,"4:30.9",""
"Oregon",1943,"Boys","Mile",NA,"4:39.4",""
"Oregon",1944,"Boys","Mile",NA,"4:41.0",""
"Oregon",1945,"Boys","Mile",NA,"4:39.4",""
"Oregon",1946,"Boys","Mile",NA,"4:24.0",""
"Oregon",1947,"Boys","Mile",NA,"4:26.3",""
"Oregon",1948,"Boys","Mile",NA,"4:24.5",""
"Oregon",1949,"Boys","Mile",NA,"4:36.6",""
"Oregon",1950,"Boys","Mile",NA,"4:30.2",""
"Oregon",1951,"Boys","Mile",NA,"4:26.6",""
"Oregon",1952,"Boys","Mile",NA,"4:28.5",""
"Oregon",1953,"Boys","Mile",NA,"4:33.0",""
"Oregon",1954,"Boys","Mile",NA,"4:27.7",""
"Oregon",1955,"Boys","Mile",NA,"4:28.1",""
"Oregon",1956,"Boys","Mile",NA,"4:31.5",""
"Oregon",1957,"Boys","Mile",NA,"4:27.1",""
"Oregon",1958,"Boys","Mile",NA,"4:21.4",""
"Oregon",1959,"Boys","Mile",NA,"4:21.2",""
"Oregon",1960,"Boys","Mile",NA,"4:23.2",""
"Oregon",1961,"Boys","Mile",NA,"4:16.0",""
"Oregon",1962,"Boys","Mile",NA,"4:14.2",""
"Oregon",1963,"Boys","Mile",NA,"4:16.8",""
"Oregon",1964,"Boys","Mile",NA,"4:16.1",""
"Oregon",1965,"Boys","Mile",NA,"4:20.7",""
"Oregon",1966,"Boys","Mile",NA,"4:21.2",""
"Oregon",1967,"Boys","Mile",NA,"4:11.4",""
"Oregon",1968,"Boys","Mile",NA,"4:14.3",""
"Oregon",1969,"Boys","Mile",NA,"4:08.4",""
"Oregon",1970,"Boys","Mile",NA,"4:14.9",""
"Oregon",1971,"Boys","Mile",NA,"4:11.94",""
"Oregon",1972,"Boys","Mile",NA,"4:11.11",""
"Oregon",1973,"Boys","Mile",NA,"4:12.8",""
"Oregon",1974,"Boys","Mile",NA,"4:11.0",""
"Oregon",1975,"Boys","Mile",NA,"4:12.28",""
"Oregon",1976,"Boys","Mile",NA,"4:06.29",""
"Oregon",1977,"Boys","Mile",NA,"4:06.93",""
"Oregon",1964,"Boys","Mile",NA,"9:36.5",""
"Oregon",1965,"Boys","Mile",NA,"9:19.4",""
"Oregon",1966,"Boys","Mile",NA,"9:26.8",""
"Oregon",1967,"Boys","Mile",NA,"9:09.4",""
"Oregon",1968,"Boys","Mile",NA,"9:02.7",""
"Oregon",1969,"Boys","Mile",NA,"9:03.0",""
"Oregon",1970,"Boys","Mile",NA,"9:21.1",""
"Oregon",1971,"Boys","Mile",NA,"9:17.59",""
"Oregon",1972,"Boys","Mile",NA,"9:13.14",""
"Oregon",1973,"Boys","Mile",NA,"9:04.6",""
"Oregon",1974,"Boys","Mile",NA,"9:05.6",""
"Oregon",1975,"Boys","Mile",NA,"9:08.82",""
"Oregon",1976,"Boys","Mile",NA,"8:50.9",""
"Oregon",1977,"Boys","Mile",NA,"9:02.61",""
"Oregon",1978,"Boys","100m",NA,"10.9",""
"Oregon",1979,"Boys","100m",NA,"11.2",""
"Oregon",1980,"Boys","100m",NA,"11.3",""
"Oregon",1981,"Boys","100m",NA,"11.0",""
"Oregon",1982,"Boys","100m",NA,"11.09",""
"Oregon",1983,"Boys","100m",NA,"11.0",""
"Oregon",1984,"Boys","100m",NA,"10.97",""
"Oregon",1985,"Boys","100m",NA,"11.30",""
"Oregon",1986,"Boys","100m",NA,"11.12",""
"Oregon",1987,"Boys","100m",NA,"11.09",""
"Oregon",1988,"Boys","100m",NA,"11.11",""
"Oregon",1989,"Boys","100m",NA,"11.19",""
"Oregon",1990,"Boys","100m",NA,"11.12",""
"Oregon",1991,"Boys","100m",NA,"11.17",""
"Oregon",1992,"Boys","100m",NA,"11.18",""
"Oregon",1993,"Boys","100m",NA,"11.15",""
"Oregon",1994,"Boys","100m",NA,"11.09",""
"Oregon",1995,"Boys","100m",NA,"11.04","w"
"Oregon",1996,"Boys","100m",NA,"10.96",""
"Oregon",1997,"Boys","100m",NA,"11.06","w"
"Oregon",1998,"Boys","100m",NA,"10.97",""
"Oregon",1999,"Boys","100m",NA,"10.81","w"
"Oregon",2000,"Boys","100m",NA,"11.12",""
"Oregon",2001,"Boys","100m",NA,"11.04",""
"Oregon",2002,"Boys","100m",NA,"11.15",""
"Oregon",2003,"Boys","100m",NA,"11.08",""
"Oregon",2004,"Boys","100m",NA,"11.26",""
"Oregon",2005,"Boys","100m",NA,"11.12",""
"Oregon",2006,"Boys","100m",NA,"11.35",""
"Oregon",1978,"Boys","800m",NA,"1:54.2",""
"Oregon",1979,"Boys","800m",NA,"1:55.3",""
"Oregon",1980,"Boys","800m",NA,"1:55.3",""
"Oregon",1981,"Boys","800m",NA,"1:57.3",""
"Oregon",1982,"Boys","800m",NA,"1:55.16",""
"Oregon",1983,"Boys","800m",NA,"1:56.0",""
"Oregon",1984,"Boys","800m",NA,"1:55.15",""
"Oregon",1985,"Boys","800m",NA,"1:54.69",""
"Oregon",1986,"Boys","800m",NA,"1:54.08",""
"Oregon",1987,"Boys","800m",NA,"1:55.39",""
"Oregon",1988,"Boys","800m",NA,"1:58.69",""
"Oregon",1989,"Boys","800m",NA,"1:56.4",""
"Oregon",1990,"Boys","800m",NA,"1:54.9",""
"Oregon",1991,"Boys","800m",NA,"1:58.23",""
"Oregon",1992,"Boys","800m",NA,"1:56.09",""
"Oregon",1993,"Boys","800m",NA,"1:56.67",""
"Oregon",1994,"Boys","800m",NA,"1:56.30",""
"Oregon",1995,"Boys","800m",NA,"1:54.48",""
"Oregon",1996,"Boys","800m",NA,"1:55.16",""
"Oregon",1997,"Boys","800m",NA,"1:56.37",""
"Oregon",1998,"Boys","800m",NA,"1:58.11",""
"Oregon",1999,"Boys","800m",NA,"1:57.16",""
"Oregon",2000,"Boys","800m",NA,"1:56.70",""
"Oregon",2001,"Boys","800m",NA,"1:56.62",""
"Oregon",2002,"Boys","800m",NA,"1:55.99",""
"Oregon",2003,"Boys","800m",NA,"2:00.57",""
"Oregon",2004,"Boys","800m",NA,"1:56.29",""
"Oregon",2005,"Boys","800m",NA,"1:55.33",""
"Oregon",2006,"Boys","800m",NA,"1:54.48",""
"Oregon",1978,"Boys","1500m",NA,"3:57.7",""
"Oregon",1979,"Boys","1500m",NA,"3:56.9",""
"Oregon",1980,"Boys","1500m",NA,"3:56.4",""
"Oregon",1981,"Boys","1500m",NA,"3:59.8",""
"Oregon",1982,"Boys","1500m",NA,"3:59.07",""
"Oregon",1983,"Boys","1500m",NA,"4:01.62",""
"Oregon",1984,"Boys","1500m",NA,"4:00.96",""
"Oregon",1985,"Boys","1500m",NA,"3:57.05",""
"Oregon",1986,"Boys","1500m",NA,"4:00.72",""
"Oregon",1987,"Boys","1500m",NA,"3:59.90",""
"Oregon",1988,"Boys","1500m",NA,"4:02.09",""
"Oregon",1989,"Boys","1500m",NA,"4:01.01",""
"Oregon",1990,"Boys","1500m",NA,"3:59.39",""
"Oregon",1991,"Boys","1500m",NA,"4:06.46",""
"Oregon",1992,"Boys","1500m",NA,"4:01.80",""
"Oregon",1993,"Boys","1500m",NA,"3:56.58",""
"Oregon",1994,"Boys","1500m",NA,"3:55.15",""
"Oregon",1995,"Boys","1500m",NA,"4:01.76",""
"Oregon",1996,"Boys","1500m",NA,"3:57.80",""
"Oregon",1997,"Boys","1500m",NA,"3:54.08",""
"Oregon",1998,"Boys","1500m",NA,"4:03.42",""
"Oregon",1999,"Boys","1500m",NA,"4:04.59",""
"Oregon",2000,"Boys","1500m",NA,"3:55.64",""
"Oregon",2001,"Boys","1500m",NA,"4:00.94",""
"Oregon",2002,"Boys","1500m",NA,"4:03.03",""
"Oregon",2003,"Boys","1500m",NA,"4:05.94",""
"Oregon",2004,"Boys","1500m",NA,"4:00.80",""
"Oregon",2005,"Boys","1500m",NA,"3:58.82",""
"Oregon",2006,"Boys","1500m",NA,"3:59.44",""
"Oregon",1956,"Boys","High Jump",NA,"5-10 1⁄2",""
"Oregon",1957,"Boys","High Jump",NA,"5-10 3⁄4",""
"Oregon",1958,"Boys","High Jump",NA,"6-0 1⁄2",""
"Oregon",1959,"Boys","High Jump",NA,"6-2 1⁄4",""
"Oregon",1960,"Boys","High Jump",NA,"6-0",""
"Oregon",1961,"Boys","High Jump",NA,"5-9",""
"Oregon",1961,"Boys","High Jump",NA,"5-9",""
"Oregon",1961,"Boys","High Jump",NA,"5-9",""
"Oregon",1962,"Boys","High Jump",NA,"5-10 1⁄4",""
"Oregon",1963,"Boys","High Jump",NA,"6-0",""
"Oregon",1964,"Boys","High Jump",NA,"6-0 1⁄2",""
"Oregon",1965,"Boys","High Jump",NA,"6-4 1⁄4",""
"Oregon",1966,"Boys","High Jump",NA,"6-0",""
"Oregon",1967,"Boys","High Jump",NA,"6-3",""
"Oregon",1968,"Boys","High Jump",NA,"6-2 3⁄4",""
"Oregon",1969,"Boys","High Jump",NA,"6-5 1⁄4",""
"Oregon",1970,"Boys","High Jump",NA,"6-4",""
"Oregon",1971,"Boys","High Jump",NA,"6-4",""
"Oregon",1972,"Boys","High Jump",NA,"6-2",""
"Oregon",1973,"Boys","High Jump",NA,"6-4",""
"Oregon",1974,"Boys","High Jump",NA,"6-4",""
"Oregon",1975,"Boys","High Jump",NA,"6-5",""
"Oregon",1976,"Boys","High Jump",NA,"6-7 1⁄2",""
"Oregon",1977,"Boys","High Jump",NA,"6-4 1⁄2",""
"Oregon",1978,"Boys","High Jump",NA,"6-5",""
"Oregon",1979,"Boys","High Jump",NA,"6-8",""
"Oregon",1980,"Boys","High Jump",NA,"6-6",""
"Oregon",1981,"Boys","High Jump",NA,"6-8",""
"Oregon",1982,"Boys","High Jump",NA,"6-8",""
"Oregon",1983,"Boys","High Jump",NA,"6-9",""
"Oregon",1984,"Boys","High Jump",NA,"6-6",""
"Oregon",1985,"Boys","High Jump",NA,"6-8",""
"Oregon",1986,"Boys","High Jump",NA,"6-8",""
"Oregon",1987,"Boys","High Jump",NA,"6-7",""
"Oregon",1988,"Boys","High Jump",NA,"6-7",""
"Oregon",1989,"Boys","High Jump",NA,"6-6",""
"Oregon",1990,"Boys","High Jump",NA,"6-7",""
"Oregon",1991,"Boys","High Jump",NA,"6-3",""
"Oregon",1992,"Boys","High Jump",NA,"6-7",""
"Oregon",1993,"Boys","High Jump",NA,"6-6",""
"Oregon",1994,"Boys","High Jump",NA,"6-6",""
"Oregon",1995,"Boys","High Jump",NA,"6-8",""
"Oregon",1996,"Boys","High Jump",NA,"6-7",""
"Oregon",1997,"Boys","High Jump",NA,"6-9 1⁄4",""
"Oregon",1998,"Boys","High Jump",NA,"6-4",""
"Oregon",1999,"Boys","High Jump",NA,"6-9",""
"Oregon",2000,"Boys","High Jump",NA,"6-6",""
"Oregon",2001,"Boys","High Jump",NA,"6-5",""
"Oregon",2002,"Boys","High Jump",NA,"6-4",""
"Oregon",2003,"Boys","High Jump",NA,"6-6",""
"Oregon",2004,"Boys","High Jump",NA,"6-8",""
"Oregon",2005,"Boys","High Jump",NA,"6-2",""
"Oregon",2006,"Boys","High Jump",NA,"6-0",""
"Oregon",1956,"Boys","Pole Vault",NA,"11-6",""
"Oregon",1956,"Boys","Pole Vault",NA,"11-6",""
"Oregon",1956,"Boys","Pole Vault",NA,"11-6",""
"Oregon",1956,"Boys","Pole Vault",NA,"11-6",""
"Oregon",1957,"Boys","Pole Vault",NA,"12-4 1⁄4",""
"Oregon",1958,"Boys","Pole Vault",NA,"13-1 1⁄2",""
"Oregon",1959,"Boys","Pole Vault",NA,"12-6",""
"Oregon",1960,"Boys","Pole Vault",NA,"12-4",""
"Oregon",1960,"Boys","Pole Vault",NA,"12-4",""
"Oregon",1960,"Boys","Pole Vault",NA,"12-4",""
"Oregon",1961,"Boys","Pole Vault",NA,"12-10",""
"Oregon",1962,"Boys","Pole Vault",NA,"12-3",""
"Oregon",1963,"Boys","Pole Vault",NA,"12-11 1⁄4",""
"Oregon",1964,"Boys","Pole Vault",NA,"13-3 1⁄4",""
"Oregon",1965,"Boys","Pole Vault",NA,"13-3 1⁄4",""
"Oregon",1966,"Boys","Pole Vault",NA,"13-0",""
"Oregon",1967,"Boys","Pole Vault",NA,"14-0",""
"Oregon",1968,"Boys","Pole Vault",NA,"14-8 1⁄2",""
"Oregon",1969,"Boys","Pole Vault",NA,"15-0",""
"Oregon",1970,"Boys","Pole Vault",NA,"15-0",""
"Oregon",1971,"Boys","Pole Vault",NA,"15-0",""
"Oregon",1972,"Boys","Pole Vault",NA,"13-8",""
"Oregon",1973,"Boys","Pole Vault",NA,"13-0",""
"Oregon",1974,"Boys","Pole Vault",NA,"12-3",""
"Oregon",1975,"Boys","Pole Vault",NA,"14-1",""
"Oregon",1976,"Boys","Pole Vault",NA,"13-9",""
"Oregon",1977,"Boys","Pole Vault",NA,"14-0",""
"Oregon",1978,"Boys","Pole Vault",NA,"14-6",""
"Oregon",1979,"Boys","Pole Vault",NA,"13-0",""
"Oregon",1980,"Boys","Pole Vault",NA,"13-0",""
"Oregon",1981,"Boys","Pole Vault",NA,"14-6",""
"Oregon",1982,"Boys","Pole Vault",NA,"15-1",""
"Oregon",1983,"Boys","Pole Vault",NA,"16-0",""
"Oregon",1984,"Boys","Pole Vault",NA,"11-6",""
