State,Year,Gender,Schools,Participation
Hawaii,2005,Girls,64,1374
Idaho,2005,Boys,140,3803
Idaho,2005,Girls,139,2859
Illinois,2005,Boys,582,22421
Illinois,2005,Girls,572,16197
Indiana,2005,Boys,370,12135
Indiana,2005,Girls,369,9839
Iowa,2005,Boys,381,10933
Iowa,2005,Girls,376,9205
Kansas,2005,Boys,352,9071
Kansas,2005,Girls,351,6934
Kentucky,2005,Boys,238,5282
Kentucky,2005,Girls,240,4404
Louisiana,2005,Boys,404,8484
Louisiana,2005,Girls,369,4059
Maine,2005,Boys,97,2546
Maine,2005,Girls,98,2237
Maryland,2005,Boys,176,5569
Maryland,2005,Girls,175,4618
Massachusetts,2005,Boys,279,11649
Massachusetts,2005,Girls,272,11115
Michigan,2005,Boys,642,23375
Michigan,2005,Girls,633,18188
Minnesota,2005,Boys,432,13836
Minnesota,2005,Girls,431,14045
Mississippi,2005,Boys,231,6409
Mississippi,2005,Girls,231,4583
Missouri,2005,Boys,444,12466
Missouri,2005,Girls,447,11057
Montana,2005,Boys,181,3629
Montana,2005,Girls,181,2589
Nebraska,2005,Boys,311,8900
Nebraska,2005,Girls,312,7307
Nevada,2005,Boys,82,3115
Nevada,2005,Girls,78,2319
New Hampshire,2005,Boys,73,2313
New Hampshire,2005,Girls,71,2217
New Jersey,2005,Boys,366,13545
New Jersey,2005,Girls,369,11916
New Mexico,2005,Boys,146,5840
New Mexico,2005,Girls,144,5760
New York,2005,Boys,591,18624
New York,2005,Girls,593,18734
North Carolina,2005,Boys,323,11579
North Carolina,2005,Girls,319,8670
North Dakota,2005,Boys,156,2199
North Dakota,2005,Girls,164,1927
Ohio,2005,Boys,749,23973
Ohio,2005,Girls,747,20999
Oklahoma,2005,Boys,392,4400
Oklahoma,2005,Girls,395,3950
Oregon,2005,Boys,264,7021
Oregon,2005,Girls,264,5267
Pennsylvania,2005,Boys,565,18080
Pennsylvania,2005,Girls,564,18048
Rhode Island,2005,Boys,36,1476
Rhode Island,2005,Girls,40,1407
South Carolina,2005,Boys,186,6767
South Carolina,2005,Girls,184,5206
South Dakota,2005,Boys,172,3337
South Dakota,2005,Girls,172,2632
Tennessee,2005,Boys,240,6606
Tennessee,2005,Girls,241,5287
Texas,2005,Boys,1227,79130
Texas,2005,Girls,1228,65856
Utah,2005,Boys,110,4096
Utah,2005,Girls,112,3321
Vermont,2005,Boys,46,1043
Vermont,2005,Girls,46,1060
Virginia,2005,Boys,294,9699
Virginia,2005,Girls,293,8081
Washington,2005,Boys,303,10681
Washington,2005,Girls,303,8259
West Virginia,2005,Boys,108,2546
West Virginia,2005,Girls,109,2248
Wisconsin,2005,Boys,424,13060
Wisconsin,2005,Girls,420,10978
Wyoming,2005,Boys,68,1590
Wyoming,2005,Girls,68,1317
Alabama,2004,Boys,294,6275
Alabama,2004,Girls,288,4350
Alaska,2004,Boys,41,998
Alaska,2004,Girls,40,764
Arizona,2004,Boys,181,6512
Arizona,2004,Girls,180,4683
Arkansas,2004,Boys,160,3583
Arkansas,2004,Girls,153,2443
California,2004,Boys,978,41349
California,2004,Girls,970,34378
Colorado,2004,Boys,284,7992
Colorado,2004,Girls,281,6103
Connecticut,2004,Boys,159,5955
Connecticut,2004,Girls,155,5640
NA,2004,Boys,12,255
NA,2004,Girls,12,235
Delaware,2004,Boys,35,1082
Delaware,2004,Girls,35,974
Florida,2004,Boys,470,12606
Florida,2004,Girls,462,10914
Georgia,2004,Boys,361,9670
Georgia,2004,Girls,359,8102
Hawaii,2004,Boys,64,1938
Hawaii,2004,Girls,64,1271
Idaho,2004,Boys,149,3558
Idaho,2004,Girls,147,2599
Illinois,2004,Boys,587,25353
Illinois,2004,Girls,577,16587
Indiana,2004,Boys,376,11764
Indiana,2004,Girls,374,9885
Iowa,2004,Boys,381,10825
Iowa,2004,Girls,376,9114
Kansas,2004,Boys,344,8535
Kansas,2004,Girls,337,6669
Kentucky,2004,Boys,245,5258
Kentucky,2004,Girls,245,4560
Louisiana,2004,Boys,409,8597
Louisiana,2004,Girls,370,4056
Maine,2004,Boys,102,2695
Maine,2004,Girls,104,2275
Maryland,2004,Boys,178,5470
Maryland,2004,Girls,174,4423
Massachusetts,2004,Boys,280,10617
Massachusetts,2004,Girls,282,10443
Michigan,2004,Boys,636,22849
Michigan,2004,Girls,631,18347
Minnesota,2004,Boys,435,13854
Minnesota,2004,Girls,429,14039
Mississippi,2004,Boys,227,6307
Mississippi,2004,Girls,227,4535
Missouri,2004,Boys,446,12256
Missouri,2004,Girls,448,10930
Montana,2004,Boys,183,3806
Montana,2004,Girls,170,2693
Nebraska,2004,Boys,316,8485
Nebraska,2004,Girls,316,6902
Nevada,2004,Boys,82,2840
Nevada,2004,Girls,78,2080
New Hampshire,2004,Boys,71,1997
New Hampshire,2004,Girls,70,2065
New Jersey,2004,Boys,364,14327
New Jersey,2004,Girls,368,12725
New Mexico,2004,Boys,152,4293
New Mexico,2004,Girls,152,3564
New York,2004,Boys,591,17723
New York,2004,Girls,593,17510
North Carolina,2004,Boys,316,10903
North Carolina,2004,Girls,314,8263
North Dakota,2004,Boys,153,2163
North Dakota,2004,Girls,155,1839
Ohio,2004,Boys,748,23441
Ohio,2004,Girls,744,20263
Oklahoma,2004,Boys,382,4310
Oklahoma,2004,Girls,394,3860
Oregon,2004,Boys,261,7340
Oregon,2004,Girls,263,5628
Pennsylvania,2004,Boys,558,17856
Pennsylvania,2004,Girls,559,17888
Rhode Island,2004,Boys,38,1431
Rhode Island,2004,Girls,41,1182
South Carolina,2004,Boys,177,6164
South Carolina,2004,Girls,176,4752
South Dakota,2004,Boys,159,3277
South Dakota,2004,Girls,149,2600
Tennessee,2004,Boys,238,6556
Tennessee,2004,Girls,242,5337
Texas,2004,Boys,1219,78960
Texas,2004,Girls,1216,65732
Utah,2004,Boys,110,4028
Utah,2004,Girls,112,3202
Vermont,2004,Boys,46,964
Vermont,2004,Girls,47,1033
Virginia,2004,Boys,287,9205
Virginia,2004,Girls,286,7650
Washington,2004,Boys,347,11602
Washington,2004,Girls,341,9058
West Virginia,2004,Boys,93,2231
West Virginia,2004,Girls,93,1959
Wisconsin,2004,Boys,428,13173
Wisconsin,2004,Girls,423,10906
Wyoming,2004,Boys,68,1573
Wyoming,2004,Girls,67,1312
Alabama,2003,Boys,292,6233
Alabama,2003,Girls,286,4290
Alaska,2003,Boys,45,1081
Alaska,2003,Girls,45,842
Arizona,2003,Boys,182,6803
Arizona,2003,Girls,182,5072
Arkansas,2003,Boys,160,3494
Arkansas,2003,Girls,153,2606
California,2003,Boys,978,41349
California,2003,Girls,970,34378
Colorado,2003,Boys,284,7979
Colorado,2003,Girls,284,6703
Connecticut,2003,Boys,164,5945
Connecticut,2003,Girls,160,5498
NA,2003,Boys,12,269
NA,2003,Girls,12,248
Delaware,2003,Boys,32,1109
Delaware,2003,Girls,32,864
Florida,2003,Boys,477,12589
Florida,2003,Girls,462,10724
Georgia,2003,Boys,346,9307
Georgia,2003,Girls,341,8193
Hawaii,2003,Boys,63,1805
Hawaii,2003,Girls,61,1292
Idaho,2003,Boys,150,3453
Idaho,2003,Girls,150,2741
Illinois,2003,Boys,587,24230
Illinois,2003,Girls,582,16624
Indiana,2003,Boys,377,10913
Indiana,2003,Girls,375,9070
Iowa,2003,Boys,381,10990
Iowa,2003,Girls,376,9253
Kansas,2003,Boys,343,8689
Kansas,2003,Girls,338,6370
Kentucky,2003,Boys,245,5258
Kentucky,2003,Girls,245,4560
Louisiana,2003,Boys,409,8597
Louisiana,2003,Girls,370,4056
Maine,2003,Boys,98,2599
Maine,2003,Girls,94,2297
Maryland,2003,Boys,174,5388
Maryland,2003,Girls,173,4435
Massachusetts,2003,Boys,285,10788
Massachusetts,2003,Girls,274,10763
Michigan,2003,Boys,636,22549
Michigan,2003,Girls,622,18345
Minnesota,2003,Boys,426,13577
Minnesota,2003,Girls,426,13948
Mississippi,2003,Boys,219,6125
Mississippi,2003,Girls,226,5302
Missouri,2003,Boys,454,12661
Missouri,2003,Girls,452,10999
Montana,2003,Boys,183,4182
Montana,2003,Girls,183,3027
Nebraska,2003,Boys,313,8165
Nebraska,2003,Girls,314,6374
Nevada,2003,Boys,82,2839
Nevada,2003,Girls,78,2080
New Hampshire,2003,Boys,69,2129
New Hampshire,2003,Girls,69,2078
New Jersey,2003,Boys,353,12501
New Jersey,2003,Girls,339,11364
New Mexico,2003,Boys,152,4293
New Mexico,2003,Girls,152,3564
New York,2003,Boys,591,17723
New York,2003,Girls,593,17510
North Carolina,2003,Boys,332,11141
North Carolina,2003,Girls,330,7667
North Dakota,2003,Boys,158,2210
North Dakota,2003,Girls,165,1871
Ohio,2003,Boys,748,22710
Ohio,2003,Girls,733,19476
Oklahoma,2003,Boys,380,4212
Oklahoma,2003,Girls,391,3831
Oregon,2003,Boys,245,7544
Oregon,2003,Girls,246,5950
Pennsylvania,2003,Boys,522,16704
Pennsylvania,2003,Girls,522,16704
Rhode Island,2003,Boys,39,1496
Rhode Island,2003,Girls,40,1110
South Carolina,2003,Boys,185,6444
South Carolina,2003,Girls,183,5078
South Dakota,2003,Boys,186,3415
South Dakota,2003,Girls,186,2714
Tennessee,2003,Boys,245,5385
Tennessee,2003,Girls,225,4980
Texas,2003,Boys,1205,78858
Texas,2003,Girls,1209,65624
Utah,2003,Boys,112,3779
Utah,2003,Girls,112,3095
Vermont,2003,Boys,44,904
Vermont,2003,Girls,46,1011
Virginia,2003,Boys,286,8848
Virginia,2003,Girls,286,7473
Washington,2003,Boys,346,11326
Washington,2003,Girls,344,9079
West Virginia,2003,Boys,104,2540
West Virginia,2003,Girls,103,2185
Wisconsin,2003,Boys,426,13417
Wisconsin,2003,Girls,423,10905
Wyoming,2003,Boys,70,1482
Wyoming,2003,Girls,69,1379
