"Gender","Year","Name","Mark","Event","State"
"Boys",2018,"Michael Quispe Croatan","1:54.89","800m","North Carolina"
"Boys",2018," Everette Rhymer South Davidson","1:58.06","800m","North Carolina"
"Boys",2019,"Kyle Goodman E. Mecklenburg","1:51.97","800m","North Carolina"
"Boys",2019,"  Kyle Durham Weddington","1:51.72","800m","North Carolina"
"Boys",2019,"Zach Hughes First Flight","1:55.89","800m","North Carolina"
"Boys",2019," Christopher Lomax Elkin","1:56.78","800m","North Carolina"
"Boys",1965,"Truett Goodwin Durham","4:22.00","Mile","North Carolina"
"Boys",1966,"Ken Helms East Mecklenburg","4:24.30","Mile","North Carolina"
"Boys",1967,"Frank Spratt Chapel Hill","4:17.70","Mile","North Carolina"
"Boys",1968,"Silas Mayfield Hillside","4:17.30","Mile","North Carolina"
"Boys",1969,"Jim Wilkins Roxboro","4:16.10","Mile","North Carolina"
"Boys",1970,"Jim Wilkins Roxboro","4:15.20","Mile","North Carolina"
"Boys",1971,"Joe Browder Grimsley","4:18.60","Mile","North Carolina"
"Boys",1972,"Tom Ward Chapel Hill","4:14.20","Mile","North Carolina"
"Boys",1973,"Tom Ward Chapel Hill","4:14.00","Mile","North Carolina"
"Boys",1974,"Henry Jones Ashbrook","4:09.80","Mile","North Carolina"
"Boys",1975,"Dennis Huntley Bowman","4:15.50","Mile","North Carolina"
"Boys",1976,"David Eakins East Durham","4:19.90","Mile","North Carolina"
"Boys",1977,"Leland Adams Asheville","4:22.65","Mile","North Carolina"
"Boys",1978,"Glenn Sparrow South Point","4:17.15","Mile","North Carolina"
"Boys",1979,"Gelnn Sparrow South Point","4:19.90","Mile","North Carolina"
"Boys",1980,"Jeff Hutchinson West Rowan","4:08.01","1600m","North Carolina"
"Boys",1981,"Greg Richardson Charlotte Vance","4:15.70","1600m","North Carolina"
"Boys",1982,"Greg Richardson Charlotte Vance","4:16.58","1600m","North Carolina"
"Boys",1983,"Jim Farmer Broughton","4:13.10","1600m","North Carolina"
"Boys",1984,"Reggie Littlejohn A.L. Brown","4:13.78","1600m","North Carolina"
"Boys",1985,"Thayne Harmon Garinger","4:19.41","1600m","North Carolina"
"Boys",1986,"Paul DeWitt Cary","4:19.59","1600m","North Carolina"
"Boys",1986,"Paul DeWitt Cary","4:19.59","1600m","North Carolina"
"Boys",1986,"John High Zebulon","4:30.23","1600m","North Carolina"
"Boys",1987,"Eric Hichman Ashbrook","4:15.06","1600m","North Carolina"
"Boys",1987,"Shannon Reynolds Western Harnett","4:19.11","1600m","North Carolina"
"Boys",1987,"Donald Jenkins Salisbury","4:27.33","1600m","North Carolina"
"Boys",1988,"Vince Howard Page","4:19.43","1600m","North Carolina"
"Boys",1988,"Chris Griggs Eastern Guilford","4:20.80","1600m","North Carolina"
"Boys",1988,"Mark Birens Monroe","4:24.65","1600m","North Carolina"
"Boys",1989,"Nelson Solorzano Douglas Byrd","4:25.71","1600m","North Carolina"
"Boys",1989,"Robbie Sellati Sun Valley","4:24.46","1600m","North Carolina"
"Boys",1989,"John Cuthrell Roanoke Rapids","4:25.93","1600m","North Carolina"
"Boys",1990,"Jamie Griggs Eastern Guilford","4:24.88","1600m","North Carolina"
"Boys",1990,"Jamie Griggs Eastern Guilford","4:24.88","1600m","North Carolina"
"Boys",1990,"Lemuel Anderson Manteo","4:28.17","1600m","North Carolina"
"Boys",1991,"paul Kinser Page","4:21.09","1600m","North Carolina"
"Boys",1991,"Eric Pragle North Buncombe","4:16.56","1600m","North Carolina"
"Boys",1991,"Jason Lawrence Surry Central","4:26.10","1600m","North Carolina"
"Boys",1992,"John Cline Myers Park","4:23.79","1600m","North Carolina"
"Boys",1992,"Reginald Pittman Southeast Halifax","4:20.66","1600m","North Carolina"
"Boys",1992,"Jon Weldon Thomasville","4:27.92","1600m","North Carolina"
"Boys",1993,"Robert Easter Garinger","4:19.01","1600m","North Carolina"
"Boys",1993,"Bryan Zmijewski Sun Valley","4:21.22","1600m","North Carolina"
"Boys",1993,"Jon Weldon Thomasville","4:21.95","1600m","North Carolina"
"Boys",1994,"Robbie Howell Apex","4:15.40","1600m","North Carolina"
"Boys",1994," Eli Huge Franklin","4:19.33","1600m","North Carolina"
"Boys",1994,"Jon Weldon Thomasville","4:19.54","1600m","North Carolina"
"Boys",1994," Shane Hull Surry Central","4:30.28","1600m","North Carolina"
"Boys",1995,"Will Hodges Watauga","4:17.37","1600m","North Carolina"
"Boys",1995," Jeff Conelly North Buncombe","4:23.18","1600m","North Carolina"
"Boys",1995,"Bill Jackson SE Guilford","4:23.83","1600m","North Carolina"
"Boys",1995," Mike Perry Lejeune","4:30.60","1600m","North Carolina"
"Boys",1996,"Lamont Pennington Hillside","4:22.24","1600m","North Carolina"
"Boys",1996," Jason Dingess Statesville","4:30.78","1600m","North Carolina"
"Boys",1996,"Aaron Keller North Henderson","4:18.56","1600m","North Carolina"
"Boys",1996," Lee Marrow South Davidson","4:34.38","1600m","North Carolina"
"Boys",1997,"Lamont Pennington Hillside","4:18.42","1600m","North Carolina"
"Boys",1997," Darrell Metcalf North Buncombe","4:30.75","1600m","North Carolina"
"Boys",1997,"Aaron Keller North Henderson","4:25.35","1600m","North Carolina"
"Boys",1997," Alan Marion Surry Central","4:36.97","1600m","North Carolina"
"Boys",1998,"Bradsher Wilkins Orange","4:17.42","1600m","North Carolina"
"Boys",1998," Darrell Metcalf North Buncombe","4:23.90","1600m","North Carolina"
"Boys",1998,"Allan Marion Surry Central","4:27.84","1600m","North Carolina"
"Boys",1998," Matt McRae Murphy","4:37.30","1600m","North Carolina"
"Boys",1999,"Ricky Brookshire Watauga","4:23.40","1600m","North Carolina"
"Boys",1999," Jessie Norman Fuquay-Varina","4:25.13","1600m","North Carolina"
"Boys",1999,"Shiloh Mielke North Henderson","4:30.38","1600m","North Carolina"
"Boys",1999," D.J. Dore Durham Magnet","4:34.20","1600m","North Carolina"
"Boys",2000,"Ricky Brookshire Watauga","4:07.99","1600m","North Carolina"
"Boys",2000," Nate McCall East Lincoln","4:27.97","1600m","North Carolina"
"Boys",2000,"John Henderson North Henderson","4:29.49","1600m","North Carolina"
"Boys",2000," Jeffrey Sparks Tar Heel","4:40.72","1600m","North Carolina"
"Boys",2001,"Stephen Haas N. Mecklenburg","4:16.29","1600m","North Carolina"
"Boys",2001," Phillip Stafford NW Cabarrus","4:23.92","1600m","North Carolina"
"Boys",2001,"Mark Hoffman Lincolnton","4:26.90","1600m","North Carolina"
"Boys",2001," Casey Xiong Albemarle","4:31.93","1600m","North Carolina"
"Boys",2002,"Matt Debole Mount Tabor","4:13.75","1600m","North Carolina"
"Boys",2002," Lance Hall Ragsdale","4:28.87","1600m","North Carolina"
"Boys",2002,"David Blackley Shelby","4:30.54","1600m","North Carolina"
"Boys",2002," Chris Hiatt Surry Central","4:27.11","1600m","North Carolina"
"Boys",2003,"Matt Debole Mount Tabor","4:09.64","1600m","North Carolina"
"Boys",2003," Brandon Helms Piedmont","4:23.48","1600m","North Carolina"
"Boys",2003,"Daniel Slayden Reidsville","4:31.50","1600m","North Carolina"
"Boys",2003," Aaron Frost Swain County","4:38.06","1600m","North Carolina"
"Boys",2004,"Chase Eckard South","4:15.52","1600m","North Carolina"
"Boys",2004," Jeremy Hyder Hickory","4:23.96","1600m","North Carolina"
"Boys",2004,"Richard Bernard Charlotte","4:26.45","1600m","North Carolina"
"Boys",2004," Mark DeWeese Murphy","4:34.18","1600m","North Carolina"
"Boys",2005,"Jack Bolas Chapel Hill","4:08.23","1600m","North Carolina"
"Boys",2005," Will Collins Eastern Wayne","4:23.60","1600m","North Carolina"
"Boys",2005,"Alexis Torre Gray’s Creek","4:23.06","1600m","North Carolina"
"Boys",2005," Mark DeWeese Murphy","4:29.14","1600m","North Carolina"
"Boys",2006,"Jack Bolas Chapel Hill","4:04.38","1600m","North Carolina"
"Boys",2006," Josh Morgan T.C. Roberson","4:23.41","1600m","North Carolina"
"Boys",2006,"Sean Sewell Cardinal Gibbons","4:24.58","1600m","North Carolina"
"Boys",2006," Sam Brison South Stokes","4:34.25","1600m","North Carolina"
"Boys",2007,"Dylan Ferris East Forsyth","4:14.12","1600m","North Carolina"
"Boys",2007," Ryan Hill Hickory","4:23.96","1600m","North Carolina"
"Boys",2007,"Sean Sewell Cardinal Gibbons","4:17.69","1600m","North Carolina"
"Boys",2007," Philip Curley NCSSM","4:28.65","1600m","North Carolina"
"Boys",2008,"Dylan Ferris East Forsyth","4:17.96","1600m","North Carolina"
"Boys",2008," Patrick Campbell Mooresville","4:18.16","1600m","North Carolina"
"Boys",2008,"Jeremy Gerlach Cedar Ridge","4:28.90","1600m","North Carolina"
"Boys",2008," John Wolfe Polk County","4:26.34","1600m","North Carolina"
"Boys",2009,"Zak Roshdy Green Hope","4:16.32","1600m","North Carolina"
"Boys",2009," Steven Bollinger Olympic","4:20.15","1600m","North Carolina"
"Boys",2009,"Chase Miller Wilkes Central","4:58.68","1600m","North Carolina"
"Boys",2009," John Wolfe Polk County","4:26.64","1600m","North Carolina"
"Boys",2010,"Blake Williams No. Durham","4:13.11","1600m","North Carolina"
"Boys",2010," Issac Presson Asheville","4:15.99","1600m","North Carolina"
"Boys",2010,"Chase Miller Wilkes Central","4:28.28","1600m","North Carolina"
"Boys",2010," Matus Kriska Mt. Airy","4:33.89","1600m","North Carolina"
"Boys",2011,"Blake Williams No. Durham","4:19.20","1600m","North Carolina"
"Boys",2011," Braedon Koerwitz J.M. Robinson","4:18.80","1600m","North Carolina"
"Boys",2011,"Brather Cline East Lincoln","4:30.36","1600m","North Carolina"
"Boys",2011," Matus Kriska Mt. Airy","4:24.55","1600m","North Carolina"
"Boys",2012,"Craig Engels Reagan","4:18.24","1600m","North Carolina"
"Boys",2012," Jimmy Hollingsworth Northern Guilford","4:20.36","1600m","North Carolina"
"Boys",2012,"A.J. Tucker Cedar Ridge","4:22.47","1600m","North Carolina"
"Boys",2012," Levi Rolles NCSSM","4:25.34","1600m","North Carolina"
"Boys",2013,"Philip Hall Terry Sanford","4:13.03","1600m","North Carolina"
"Boys",2013," John Crossley West Carteret","4:21.25","1600m","North Carolina"
"Boys",2013,"A.J. Tucker Cedar Ridge","4:21.23","1600m","North Carolina"
"Boys",2013," Zach Boone Mitchell","4:31.22","1600m","North Carolina"
"Boys",2014,"Ian Milder Mount Tabor","4:15.63","1600m","North Carolina"
"Boys",2014," Philip Hall Terry Sanford","4:16.11","1600m","North Carolina"
"Boys",2014,"Blanton Gillespie Shelby","4:28.11","1600m","North Carolina"
"Boys",2014," Chris O’Brien Raleigh Charter","4:31.22","1600m","North Carolina"
"Boys",2015,"Philip Hall South View","4:12.07","1600m","North Carolina"
"Boys",2015," Tanis Baldwin East Henderson","4:17.10","1600m","North Carolina"
"Boys",2015,"Blanton Gillespie Shelby","4:24.40","1600m","North Carolina"
"Boys",2015," Zach Boone Mitchell","4:24.51","1600m","North Carolina"
"Boys",2016,"Kenny Kneisel Mount Tabor","4:15.08","1600m","North Carolina"
"Boys",2016," Noah Shore Asheville","4:14.48","1600m","North Carolina"
"Boys",2016,"Noah Graham Brevard","4:26.69","1600m","North Carolina"
"Boys",2016," Adam Urbaniuk Hayesville","4:30.29","1600m","North Carolina"
"Boys",2017,"Connor Lane Cardinal Gibbons","4:17.58","1600m","North Carolina"
"Boys",2017,"  Haven Honeycutt Asheville","4:19.94","1600m","North Carolina"
"Boys",2017,"Noah Graham Brevard","4:23.52","1600m","North Carolina"
"Boys",2017," Luke Bennett Voyager Academy","4:30.11","1600m","North Carolina"
"Boys",2018,"Ian Delgado Green Hope","4:18.56","1600m","North Carolina"
"Boys",2018," Laderique McNeill Harnett Central","4:14.14","1600m","North Carolina"
"Boys",2018,"Skylar Stultz First Flight","4:20.52","1600m","North Carolina"
"Boys",2018," Lucas Brown Queens Grant","4:28.60","1600m","North Carolina"
"Boys",2019,"Anton Idhammar Cary","4:15.55","1600m","North Carolina"
"Boys",2019," Kyle Stamper Cuthbertson","4:22.04","1600m","North Carolina"
"Boys",2019,"Jason Thomson North Lincoln","4:22.07","1600m","North Carolina"
"Boys",2019," Brent Surratt South Davidson","4:19.06","1600m","North Carolina"
