Column1,Column2,Column3
"1994Bridgewater State, MA",(B) 180y / 330y / 300M / 400M Hurdles?,Brendon CunninghamSandwich
"1994Bridgewater State, MA",(B) Team Champion--,LexingtonLexington
"1994Bridgewater State, MA",(B) 220y / 200M21.1,Mike BallardFranklin
"1994Bridgewater State, MA",(G) Discus128-5,Shana MitchellOliver Ames
"1994Bridgewater State, MA",(G) 880y / 800m2:17.11,Noreen O'BrienFontbonne
"1994Bridgewater State, MA",(G) Shot Put40-8.75,Amy RodriguezNew Bedford
"1994Bridgewater State, MA",(G) Long Jump17-10,Jaimie BarronAndover
"1994Bridgewater State, MA",(B) Pole Vault13-6,Mathew ButlerBrookline
"1994Bridgewater State, MA",(B) 4X8008:02.81,#NAME?
"1994Bridgewater State, MA",(G) High Jump5-6,Jen BritzHopkinton
"1994Bridgewater State, MA",(B) Long Jump22-4.75,Rich WoodburyNew Bedford
"1994Bridgewater State, MA",(B) 1 MILE4:21.22,Bing GuerinBoston Latin
"1994Bridgewater State, MA",(G) Triple Jump36-11.75,Sherrin BrownSomerville
"1994Bridgewater State, MA",(G) 2 MILE11:14,Amy WallaceWakefield
"1994Bridgewater State, MA",(G) 220y / 200M24.61,Angela BarrowsO'Bryant
"1994Bridgewater State, MA",(G) Javelin129-2,Regen StevermanScituate
"1994Bridgewater State, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.88,Mike GodfreyHolliston
"1994Bridgewater State, MA",(B) 880y / 800m1:57.8,Scott HarringtonOliver Ames
"1994Bridgewater State, MA",(G) Team Champion58,FalmouthFalmouth
"1994Bridgewater State, MA",(B) Javelin197-7,Rob KonradSaint John's prep
"1994Bridgewater State, MA",(G) 4X8009:41.3,#NAME?
"1994Bridgewater State, MA",(B) 440y / 400M48.49,Bill KellyWestford Academy
"1994Bridgewater State, MA",(G) 100y / 100M12.31,Princess FentonSomerville
"1994Bridgewater State, MA",(G) 4x110y / 4x100M49.16,#NAME?
"1993Shrewsbury High School, MA",(G) Team Champion49,FalmouthFalmouth
"1993Shrewsbury High School, MA",(G) Pole Vault--,----
"1993Shrewsbury High School, MA",(G) 100y / 100M12.35,Joanne DurantStoughton
"1993Shrewsbury High School, MA",(G) 4x110y / 4x100M50.1,#NAME?
"1993Shrewsbury High School, MA",(B) Pole Vault13-6,Brenner AbbottMilford
"1993Shrewsbury High School, MA",(B) Shot Put54-10.5,Jan StevensGardner
"1993Shrewsbury High School, MA",(G) 80yd / 100M/ 110M/ 120Yd Hurdles14.9,Kristen JohnsonMasconomet
"1993Shrewsbury High School, MA",(B) Long Jump22-4.5,Rich WoodburyNew Bedford
"1993Shrewsbury High School, MA",(B) Discus168-04,Alex GhanoutakisArlington
"1993Shrewsbury High School, MA",(G) Shot Put39-4.50,Erica BurksMarblehead
"1993Shrewsbury High School, MA",(G) 220y / 200M24.84,Sarah MeeksNorwood
"1993Shrewsbury High School, MA",(G) 880y / 800m2:16.89,Rebecca DonaghueNashoba
"1993Shrewsbury High School, MA",(B) 4x440 / 4x4003:22.24,#NAME?
"1993Shrewsbury High School, MA",(B) Team Champion62,New BedfordNew Bedford
"1993Shrewsbury High School, MA",(B) 4X8008:04.2,--St John's Prep
"1993Shrewsbury High School, MA",(B) 4x110y / 4x100M43.45,#NAME?
"1993Shrewsbury High School, MA",(B) 2 MILE9:21.3,Jon RussellSt John's Prep
"1993Shrewsbury High School, MA",(G) Long Jump18-5,Cristen NapierNorwell
"1993Shrewsbury High School, MA",(G) 1 MILE4:59.45,Mary CobbPittsfield
"1993Shrewsbury High School, MA",(G) 180y / 330y / 300M / 400M Hurdles44.2,Naomi StoneFalmouth
"1993Shrewsbury High School, MA",(G) Javelin136-4,Marsha ChurmaFrontier Regional
"1993Shrewsbury High School, MA",(B) 440y / 400M49.71,Brett BudzinskiIpswich
"1993Shrewsbury High School, MA",(B) 880y / 800m1:56.02,Aaron KennonDighton Rehoboth
"1993Shrewsbury High School, MA",(B) 100y / 100M10.8,Johann JackLexington
"1993Shrewsbury High School, MA",(B) High Jump6-6,Rob DowerPeabdoy
"1993Shrewsbury High School, MA",(G) 4x440 / 4x4003:59.83,#NAME?
"1993Shrewsbury High School, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.52,Jeff CorreiaNew Bedford
"1993Shrewsbury High School, MA",(G) Triple Jump36-10,Alissa WhiteWeston
"1993Shrewsbury High School, MA",(G) 440y / 400M58.02,Alicia JaymesScituate
"1993Shrewsbury High School, MA",(B) Triple Jump46-1.25,Roy JonesCohasset
"1993Shrewsbury High School, MA",(G) 4X8009:36.7,#NAME?
"1993Shrewsbury High School, MA",(G) 2 MILE10:58.25,Candia McCarthyMount Greylock
"1993Shrewsbury High School, MA",(B) 180y / 330y / 300M / 400M Hurdles38.05,Lian GovatsosBurlington
"1993Shrewsbury High School, MA",(B) 1 MILE4:16.6,Jess CodyCambridge
"1993Shrewsbury High School, MA",(G) Discus127-7,Tiffany JaworOld Rochester
"1993Shrewsbury High School, MA",(G) High Jump5-6,Charlene FlemingGroton Dunstable
"1993Shrewsbury High School, MA",(B) Javelin200-4,Reed GiassonNew Bedford
"1993Shrewsbury High School, MA",(B) 220y / 200M21.76,Mike BallardFranklin
"1992Bridgewater State, MA",(G) Team Champion28,FalmouthFalmouth
"1992Bridgewater State, MA","(G) 220y / 200M24,93",Sarah MeeksNorwood
"1992Bridgewater State, MA",(G) 80yd / 100M/ 110M/ 120Yd Hurdles15.21,Kristen JohnsonMasconomet
"1992Bridgewater State, MA",(B) Triple Jump44-10.25,Roy JonesCohasset
"1992Bridgewater State, MA",(B) Javelin182-1,Darrell OliveiraNew Bedford
"1992Bridgewater State, MA",(G) 4x110y / 4x100M49.27,#NAME?
"1992Bridgewater State, MA",(B) 220y / 200M22.62,Manny FernandezWeymouth
"1992Bridgewater State, MA",(G) 1 MILE5:04.86,Mary CobbPittsfield
"1992Bridgewater State, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.62,Jason McCueAndover
"1992Bridgewater State, MA",(B) 1 MILE4:20.03,Jesse CodyCambridge
"1992Bridgewater State, MA",(G) Pole Vault--,----
"1992Bridgewater State, MA",(B) 4x440 / 4x4003:23.77,#NAME?
"1992Bridgewater State, MA",(B) Team Champion54,BrocktonBrockton
"1992Bridgewater State, MA",(B) 180y / 330y / 300M / 400M Hurdles38.51,Troy SemperBrockton
"1992Bridgewater State, MA",(G) 180y / 330y / 300M / 400M Hurdles44.04,Naomi StoneFalmouth
"1992Bridgewater State, MA",(G) Shot Put40-01.25,Dhmana ShakespeareLeominster
"1992Bridgewater State, MA",(G) Triple Jump39-11.50,Tammy PeeplesWeston
"1992Bridgewater State, MA",(G) 2 MILE11:19.87,Caitlin HurleyBedford
"1992Bridgewater State, MA","(B) 880y / 800m1:54,89",Steve SmithBrockton
"1992Bridgewater State, MA",(G) Discus117-6,Samantha RobinsonDiscus
"1992Bridgewater State, MA",(G) Long Jump18-2,Katie KiladisFramingham
"1992Bridgewater State, MA",(B) Long Jump23-6.50,George BennefieldLynn English
"1992Bridgewater State, MA",(B) 2 MILE9:36,Derek LombardWaconah
"1992Bridgewater State, MA",(B) 440y / 400M48.21,Carl DonaldsonBrockton
"1992Bridgewater State, MA",(B) Shot Put54-1.75,Mark LefebureNorth Attleboro
"1992Bridgewater State, MA",(G) High Jump5-10,Lisa MarklandMilton
"1992Bridgewater State, MA",(B) High Jump6-10,Chad KoppSaint John's
"1992Bridgewater State, MA",(G) Javelin129-2,Marcia ChmuraFrontier Regional
"1992Bridgewater State, MA",(B) Discus162-3,Chris BladesMarian
"1992Bridgewater State, MA","(B) 4x110y / 4x100M43,20",#NAME?
"1992Bridgewater State, MA",(G) 880y / 800m2:14.31,Sarah PondOld Rochester
"1992Bridgewater State, MA",(B) Pole Vault12-6,Jerry TaylorHolliston
"1992Bridgewater State, MA",(G) 440y / 400M56.88,Mary BradyTewksbury
"1992Bridgewater State, MA",(G) 4x440 / 4x4004:00.94,#NAME?
"1992Bridgewater State, MA",(G) 100y / 100M12.73,Joanne DurantStoughton
"1992Bridgewater State, MA",(B) 100y / 100M11.14,Fred HillMinnechaug
"1991Sprinfield Central, MA",(G) 180y / 330y / 300M / 400M Hurdles45.01,Katie KiladicFramingham North
"1991Sprinfield Central, MA",(B) 880y / 800m1:56.6,Steve SmithBrockton
"1991Sprinfield Central, MA",(G) 1 MILE5:18.32,Maura McDonaldGreenfield
"1991Sprinfield Central, MA",(G) 440y / 400M57.09,Tanya JonesNewton North
"1991Sprinfield Central, MA",(B) 180y / 330y / 300M / 400M Hurdles39.13,Bob CraneNorth Andover
"1991Sprinfield Central, MA",(G) Team Champion38,ShrewsburyShrewsbury
"1991Sprinfield Central, MA","(G) High Jump5'-8""",Lisa MarklandMilton
"1991Sprinfield Central, MA",(G) 80yd / 100M/ 110M/ 120Yd Hurdles15.31,Shirley LicorishCambridge
"1991Sprinfield Central, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles15.21,Bill PerellaWinthrop
"1991Sprinfield Central, MA",(B) 1 MILE4:20.9,Darin ShearerHamilton-Wenham
"1991Sprinfield Central, MA","(G) Javelin145'-4""",Kathleen GillisChelmsford
"1991Sprinfield Central, MA",(G) Pole Vault--,----
"1991Sprinfield Central, MA","(B) Discus158'-1""",Chris BladesMarian
"1991Sprinfield Central, MA",(G) 4x110y / 4x100M49.63,#NAME?
"1991Sprinfield Central, MA",(G) 880y / 800m2:11.91,Leanne BurkeRandolph
"1991Sprinfield Central, MA","(G) Shot Put38'-9.5""",Jen RobichaudNorth Middlesex
"1991Sprinfield Central, MA",(G) 4x440 / 4x4004:04.03,#NAME?
"1991Sprinfield Central, MA","(B) Triple Jump45'-7.5""",Tom GalliganBillerica
"1991Sprinfield Central, MA","(B) Pole Vault13'-6""",Jared TaylorHolliston
"1991Sprinfield Central, MA","(G) Discus121'-3""",Kristen RatliffWachuset
"1991Sprinfield Central, MA","(B) Shot Put55'-6""",Chris SullivanNorth Attleboro
"1991Sprinfield Central, MA",(B) 4x110y / 4x100M43.18,#NAME?
"1991Sprinfield Central, MA",(G) 2 MILE11:22.57,Joanne VetriBromfield
"1991Sprinfield Central, MA",(B) Team Champion62,BrocktonBrockton
"1991Sprinfield Central, MA","(G) Long Jump17'-3.25""",Deena GiordanoNorth Middlesex
"1991Sprinfield Central, MA","(G) Triple Jump37'-6.5""",Beth FlynnShrewsbury
"1991Sprinfield Central, MA",(B) 220y / 200M22.74,Chris WilliamsLexington
"1991Sprinfield Central, MA",(B) 440y / 400M49.58,Damon JonesCambridge
"1991Sprinfield Central, MA","(B) Long Jump22'-5.25""",Eric ScammonsSouth Hadley
"1991Sprinfield Central, MA",(B) 2 MILE9:34.29,Andy DowninDuxbury
"1991Sprinfield Central, MA",(B) 100y / 100M11.40,Larry ElizaldeNorth Andover
"1991Sprinfield Central, MA","(B) High Jump6'-8""",Ray GalaniLittleton
"1991Sprinfield Central, MA",(G) 220y / 200M25.62,Sarah MeeksNorwood
"1991Sprinfield Central, MA","(B) Javelin195'-8""",Scott MarchantBeverly
"1991Sprinfield Central, MA",(G) 100y / 100M12.65,Colleen WorrellDorchester
"1991Sprinfield Central, MA",(B) 4x440 / 4x4003:25.02,#NAME?
"1990Bridewater State, MA",(B) 180y / 330y / 300M / 400M Hurdles38.64,Brian KellyBishop Feehan
"1990Bridgewater State, MA",(B) Team Champion26,Cambridge R&LCambridge R&L
"1990Bridewater State, MA","(B) Javelin208'-2""",Eric GingrasMiddleboro
"1990Bridewater State, MA","(B) Pole Vault14'-0""",Mike DrumneyMarlboro
"1990Bridgewater State, MA",(G) Team Champion33,ChelmsfordChelmsford
"1990Bridgewater State, MA",(G) 180y / 330y / 300M / 400M Hurdles44.22,Laurie CarsonChelmsford
"1990Bridewater State, MA","(B) Long Jump22'-7""",Pedro RodriguezNorthampton
"1990Bridewater State, MA","(B) Shot Put53'-10.5""",Gene BlockHaverhill
"1990Bridgewater State, MA","(G) High Jump5'-6""",Tamara PepplesWeston
"1990Bridewater State, MA","(B) Discus156'-6""",Chris BladesMarian
"1990Bridewater State, MA",(B) 880y / 800m1:53.79,Fred HintonMalden
"1990Bridgewater State, MA",(G) 4x110y / 4x100M49.79,#NAME?
"1990Bridewater State, MA",(B) 440y / 400M49.81,Evol StewartFitchburg
"1990Bridgewater State, MA",(G) 2 MILE11:16.35,Diana BowserLincoln-Sudbury
"1990Bridewater State, MA",(B) 4x440 / 4x4003:24.6,--Cambridge R&L
"1990Bridewater State, MA","(B) High Jump6'-8""",Don SeifertApponequet
"1990Bridewater State, MA",(B) 4x110y / 4x100M43.17,#NAME?
"1990Bridewater State, MA","(B) Triple Jump46'-4.5""",Curt WilsonDover-Sherborn
"1990Bridgewater State, MA",(G) Pole Vault--,----
"1990Bridewater State, MA",(B) 1 MILE4:20.87,Dave WardWahconah
"1990Bridgewater State, MA",(G) 100y / 100M12.83,Susanna GioisoOliver Ames
"1990Bridgewater State, MA","(G) Javelin129'-11""",Kathleen GillisChelmsford
"1990Bridewater State, MA",(B) 100y / 100M10.83,Robert DubbsSharon
"1990Bridgewater State, MA",(G) 440y / 400M56.9,Tanya JonesNewton-North
"1990Bridgewater State, MA","(G) Triple Jump39'-4.5""",Alicia PomoNorwell
"1990Bridgewater State, MA","(G) Shot Put42'-3.5""",Candi ShoemakerBrockton
"1990Bridgewater State, MA",(G) 220y / 200M25.16,Beverly YoungLincoln-Sudbury
"1990Bridgewater State, MA",(G) 1 MILE5:06.37,Leanne BurkeRandolph
"1990Bridewater State, MA",(B) 2 MILE9:29.35,Andy DowninDuxbury
"1990Bridgewater State, MA",(G) 880y / 800m2:18.35,Christine O'BrienFontbonne
"1990Bridgewater State, MA","(G) Long Jump19'-0""",Stephanie PavaoKing Philip
"1990Bridgewater State, MA",(G) 80yd / 100M/ 110M/ 120Yd Hurdles15.26,Mary ConnellyReading
"1990Bridewater State, MA",(B) 220y / 200M21.84,Kelly EdwardsGardner
"1990Bridgewater State, MA",(G) 4x440 / 4x4003:58.88,#NAME?
"1990Bridgewater State, MA","(G) Discus121'-7""",Bonnie McDonoughBillerica
"1990Bridewater State, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.71,Oscar ArrecheaCentral Springfield
"1989Gardner High School, MA",(B) Long Jump23-0.50,Kelly EdwardsGardner
"1989Gardner High School, MA",(G) 880y / 800m2:17.33,Christina FinlayHingham
"1989Gardner High School, MA",(G) Discus121-4,Kim BringhamNorwood
"1989Gardner High School, MA",(G) 220y / 200M25.36,Chandhi CosbyRandolph
"1989Gardner High School, MA",(B) Javelin201-04,Dan ClarkMaynard
"1989Gardner High School, MA",(G) 100y / 100M12.46,Carolyn BysSpringfield Catholic
"1989Gardner High School, MA",(B) Team Champion38,CambridgeCambridge
"1989Gardner High School, MA",(G) Javelin133-4,Carrie LevangleSilver Lake
"1989Gardner High School, MA",(B) 4x440 / 4x4003:23.02,#NAME?
"1989Gardner High School, MA",(B) 220y / 200M22.74,Ray NevesCambridge
"1989Gardner High School, MA",(B) High Jump6-6,Sam JohnsonWorcester South
"1989Gardner High School, MA",(G) 1 MILE5:08.56,Leanne BurkeRandolph
"1989Gardner High School, MA",(B) 4x110y / 4x100M43.79,#NAME?
"1989Gardner High School, MA",(G) 180y / 330y / 300M / 400M Hurdles43.44,Alicia PorroNorwell
"1989Gardner High School, MA",(B) 1 MILE4:24.12,Andy DowninDuxbury
"1989Gardner High School, MA",(B) 880y / 800m1:58.21,Brian KelleyBishop Feehan
"1989Gardner High School, MA",(B) 180y / 330y / 300M / 400M Hurdles39.21,Todd FarrellMedfield
"1989Gardner High School, MA",(B) 440y / 400M48.97,Calvin DavisDorchester
"1989Gardner High School, MA",(B) Discus156-5,Bill HitchmothMethuen
"1989Gardner High School, MA",(G) 4x110y / 4x100M49.51,#NAME?
"1989Gardner High School, MA",(B) Pole Vault13-6,Dan heinholdSaint John's
"1989Gardner High School, MA",(B) 2 MILE9:27.57,John FinnCatholic Memorial
"1989Gardner High School, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.26,Jeray SadberryOliver Ames
"1989Gardner High School, MA",(G) Shot Put40-0,Candi ShoemakerBrockton
"1989Gardner High School, MA",(G) Triple Jump39-8.50,Eleena ZhelezovNeedham
"1989Gardner High School, MA",(G) Long Jump17-2.75,Michelle LordanNorwell
"1989Gardner High School, MA",(G) Team Champion48,ShrewsburyShrewsbury
"1989Gardner High School, MA",(B) Shot Put53-1,Chris GoodfellowApponequet
"1989Gardner High School, MA",(B) 100y / 100M10.92,Kelly EdwardsGardner
"1989Gardner High School, MA",(G) 80yd / 100M/ 110M/ 120Yd Hurdles14.92,Michelle LordanNorwell
"1989Gardner High School, MA",(G) 440y / 400M56.88,Andrea FiskeShrewsbury
"1989Gardner High School, MA",(G) 2 MILE11:14.18,Dianne ConnollyWoburn
"1989Gardner High School, MA",(G) High Jump5-4,Kris PaciorekFrontier Regional
"1989Gardner High School, MA",(B) Triple Jump46-1,Todd FarrellMedfield
"1989Gardner High School, MA",(G) 4x440 / 4x4004:02.69,#NAME?
"1988Boston College, MA",(G) Shot Put40-6.50,Lexia CalzarettaKing Philip
"1988Boston College, MA",(G) Javelin129-10,Kim HatstatNashoba
"1988Boston College, MA",(B) 220y / 200M21.8,Jason SwepsonSeekonk
"1988Boston College, MA",(B) 4x440 / 4x4003:24.2,#NAME?
"1988Boston College, MA",(G) 880y / 800m2:14.3,Heather GrimshawSeekonk
"1988Boston College, MA",(G) 220y / 200M24.4,Tasha DowningBoston Technical
"1988Boston College, MA",(G) 440y / 400M56.6,Leanne AmbroseGardner
"1988Boston College, MA",(G) High Jump5-7,Angela GarciaSomerville
"1988Boston College, MA",(B) 180y / 330y / 300M / 400M Hurdles38.2,Harry WarehamDon Bosco
"1988Boston College, MA",(B) Discus157-6,Brian GourleyWest Springfield
"1988Boston College, MA",(B) 4x110y / 4x100M43.6,#NAME?
"1988Boston College, MA",(B) Shot Put55-5.5,Paul OliveraBishop Stang
"1988Boston College, MA",(G) Discus120-9,Rikki GirniusWestford
"1988Boston College, MA",(B) 2 MILE9:22,Scott CodyCambridge
"1988Boston College, MA",(B) 440y / 400M48.9,Steve BrownRockland
"1988Boston College, MA",(B) Javelin189-0,Doug LeBrunoAttleboro
"1988Boston College, MA",(B) 100y / 100M11.0,Bob MorseHolliston
"1988Boston College, MA",(B) Pole Vault12-6,Dave KaneWayland
"1988Boston College, MA",(G) 2 MILE11:00.0,Precious HillWaltham
"1988Boston College, MA",(B) Triple Jump46-1.25,Tommie CampbellLincoln-Sudbury
"1988Boston College, MA",(G) Triple Jump36-3,Alicia PorroNorwell
"1988Boston College, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.6,Todd HouleShrewsbury
"1988Boston College, MA",(B) Team Champion58,CambridgeCambridge
"1988Boston College, MA",(G) 1 MILE5:10.5,Dianne ConnollyWoburn
"1988Boston College, MA",(G) 180y / 330y / 300M / 400M Hurdles43.3,Karen PhillipsNorwell
"1988Boston College, MA",(B) High Jump6-4,Jason SwepsonSeekonk
"1988Boston College, MA",(B) 1 MILE4:15..9,Jamahl PrinceCambridge
"1988Boston College, MA",(G) Team Champion49,NorwellNorwell
"1988Boston College, MA",(G) 100y / 100M12.1,Tricia Alfred Lexington
"1988Boston College, MA",(B) Long Jump23-1.50,Ramon NevisCambridge
"1988Boston College, MA",(G) 4x440 / 4x4004:00.3,#NAME?
"1988Boston College, MA",(G) 80yd / 100M/ 110M/ 120Yd Hurdles14.6,Karen LasaffreWakefield
"1988Boston College, MA",(G) Long Jump18-6,Karen PhillipsNorwell
"1988Boston College, MA",(B) 880y / 800m1:51.8,Omar SimmonsBoston Tech
"1988Boston College, MA",(G) 4x110y / 4x100M48.94,#NAME?
"1987Smith College, MA",(B) Javelin196-10,Colin WeeksBrockton
"1987Smith College, MA",(B) High Jump7-0,Andy HirschPentucket
"1987Smith College, MA",(G) 4x110y / 4x100M49.58,#NAME?
"1987Smith College, MA",(B) Team Champion52,CambridgeCambridge
"1987Smith College, MA",(G) Javelin?,Julie KilliamNorth Quincy
"1987Smith College, MA",(G) Long Jump18-0.75,Karen PhillipsNorwell
"1987Smith College, MA",(G) 4x440 / 4x4004:01.92,#NAME?
"1987Smith College, MA",(G) 1 MILE5:01.3,Kristin SeaburyStoneham
"1987Smith College, MA",(B) Triple Jump45-6.50,Kent HarrisScituate
"1987Smith College, MA",(B) 440y / 400M49.29,GregmeecopleMinnechaug
"1987Smith College, MA",(G) 220y / 200M25.25,Tricia AlfredLexington
"1987Smith College, MA",(B) 220y / 200M21.7,Eric CrichlowLexington
"1987Smith College, MA",(B) 100y / 100M10.7,Jason SwepsonSeekonk
"1987Smith College, MA",(B) Shot Put54-11.25,Jeff ThibeaultApponequet
"1987Smith College, MA",(B) 4x110y / 4x100M43.1,#NAME?
"1987Smith College, MA",(B) 2 MILE9:25.05,Gary GiffenWalpole
"1987Smith College, MA",(B) 4x440 / 4x4003:22.3,#NAME?
"1987Smith College, MA",(B) 880y / 800m1:53.6,Lance CampbellCambridge
"1987Smith College, MA",(B) Pole Vault13-0,Ed CollinsDighton Rehoboth
"1987Smith College, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.58,Jaimie ShankleWest Srpingfield
"1987Smith College, MA",(B) 1 MILE4:18.93,Jamahll PrinceCambridge
"1987Smith College, MA",(B) 180y / 330y / 300M / 400M Hurdles39.93,Kent HarrisScituate
"1987Smith College, MA",(G) Team Champion30,LexingtonLexington
"1987Smith College, MA",(G) High Jump5-10,Becky BryanLexington
"1987Smith College, MA",(G) Shot Put38.5,Caren FiguresShrewsbury
"1987Smith College, MA",(G) 100y / 100M11.8,Tasha Downing Boston Technical
"1987Smith College, MA",(G) 880y / 800m2:13.23,Valerie HarrisRandolph
"1987Smith College, MA",(G) 2 MILE11:12.3,Kim DeanDennis Yarmouth
"1987Smith College, MA",(B) Long Jump22-11.50,Anthony JacksonDorchester
"1987Smith College, MA",(G) 80yd / 100M/ 110M/ 120Yd Hurdles14.8,Mercdes MilliganLowell
"1987Smith College, MA",(G) 440y / 400M58.2,Shannon FletcherBishop Fenwick
"1987Smith College, MA",(B) Discus158-1,Scott DaviesBillerica
"1987Smith College, MA",(G) 180y / 330y / 300M / 400M Hurdles45.6,Kathy StewartScituate
"1987Smith College, MA",(G) Triple Jump39-5,Lorna BarrettMansfield
"1987Smith College, MA",(G) Discus125-10,Toni GiacobbeNorwell
"1986Reading High School, MA",(G) 220y / 200M25.5,Maria StaafgardLexington
"1986Reading High School, MA",(G) Javelin131-6,Debbie McWalterDuxbury
"1986Reading High School, MA",(G) 4x110y / 4x100M49.56,#NAME?
"1986Reading High School, MA",(G) Shot Put40-3,Karen HodgekinsonAndover
"1986Reading High School, MA",(B) 180y / 330y / 300M / 400M Hurdles38.03,Peter BourlandNewton North
"1986Reading High School, MA",(B) 880y / 800m1:53.63,Mike BrownBelmont
"1986Reading High School, MA",(G) 1 MILE5:03.24,Magda KornitzerNewton North
"1986Reading High School, MA",(G) 440y / 400M55.46,Tasha DowningBoston Techical
"1986Reading High School, MA",(B) Team Champion35,CambridgeCambridge
"1986Reading High School, MA",(G) 880y / 800m2:12.16,Valerie HarrisRandolph
"1986Reading High School, MA",(B) 4x440 / 4x4003:22.48,#NAME?
"1986Reading High School, MA",(G) 80yd / 100M/ 110M/ 120Yd Hurdles15.15,Karen PearoeNorth Attleboro
"1986Reading High School, MA",(B) Javelin192-10,Steve MonsonWayland
"1986Reading High School, MA",(G) 2 MILE10:53.14,Kim DeanDennis Yarmouth
"1986Reading High School, MA",(B) 4x110y / 4x100M43.9,#NAME?
"1986Reading High School, MA",(B) Pole Vault12-6,Fran TambolleoNashoba
"1986Reading High School, MA",(G) Team Champion60,North AttleboroNorth Attleboro
"1986Reading High School, MA",(G) Triple Jump36-8.50,Pam ConnellNorwell
"1986Reading High School, MA",(G) High Jump5-4,Missy GolembewskiNorth Attleboro
"1986Reading High School, MA",(B) Triple Jump44-6.50,John McMahonSaint John's Prep
"1986Reading High School, MA",(G) 100y / 100M12.3,Melody JohnsonNorth Attleboro
"1986Reading High School, MA",(B) Shot Put56-2.5,Mike BumphusOliver Ames
"1986Reading High School, MA",(B) 220y / 200M22.34,Bruno JolinsDover-Sherborn
"1986Reading High School, MA",(G) Long Jump17-10,Sheila GravesMedway
"1986Reading High School, MA",(G) 4x440 / 4x4003:58.16,#NAME?
"1986Reading High School, MA",(G) Discus122-0,Donlie WoodMansfield
"1986Reading High School, MA",(G) 180y / 330y / 300M / 400M Hurdles44.00,Pam ConnellNorwell
"1986Reading High School, MA",(B) 100y / 100M11.00,Lazar FranklinBoston English
"1986Reading High School, MA",(B) 440y / 400M49.32,Karim SaundersCambridge
"1986Reading High School, MA",(B) 2 MILE9:15.36,Joe MiletteIpswich
"1986Reading High School, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.81,Jaimie ShankleWest Springfield
"1986Reading High School, MA",(B) 1 MILE4:16.21,Bill CrowleySeekonk
"1986Reading High School, MA",(B) Discus164-7,Kevin NicholsArchbishop Williams
"1986Reading High School, MA",(B) High Jump6-8,Greg DuffyReading
"1986Reading High School, MA",(B) Long Jump22-5.25,Bryan SadowskiAmesbury
"1985Gardner High School, MA",(B) 4x440 / 4x4003:24.9 (3:26.10y),#NAME?
"1985Gardner High School, MA",(B) 440y / 400M49.87 (50.16y),Mike BrownBelmont
"1985Gardner High School, MA",(G) 4x440 / 4x4004:04.99,#NAME?
"1985Gardner High School, MA",(B) Team Champion40,MethuenMethuen
"1985Gardner High School, MA",(B) High Jump--,----
"1985Gardner High School, MA",(B) Long Jump22-3.25,Gus SilvaBillerica
"1985Gardner High School, MA",(B) Javelin193-3,Al KhanSeekonk
"1985Gardner High School, MA",(G) 880y / 800m2:14.66,Bonnie YuenTaunton
"1985Gardner High School, MA",(B) Shot Put56-9.50,Eric RedardMasconomet
"1985Gardner High School, MA",(G) 220y / 200M26.25,Wendy MarshallChelmsford
"1985Gardner High School, MA","(G) Javelin144'-3""",Georgia TraficanteNorth Quincy
"1985Gardner High School, MA","(G) Long Jump17'-5.5""",Sheila GreavesMedway
"1985Gardner High School, MA",(G) Team Champion30,NorwellNorwell
"1985Gardner High School, MA",(B) 4x110y / 4x100M43.05 (43.3y),#NAME?
"1985Gardner High School, MA",(B) 100y / 100M11.22,Lazar FranklinBoston English
"1985Gardner High School, MA",(G) 1 MILE5:02.94,Christine CrowleyWellesley
"1985Gardner High School, MA",(B) Pole Vault--,----
"1985Gardner High School, MA",(G) 440y / 400M58.52,Tasha DowningBoston Tech
"1985Gardner High School, MA",(G) 80yd / 100M/ 110M/ 120Yd Hurdles14.49,Tiffany SmithWestfield
"1985Gardner High School, MA",(G) 4x110y / 4x100M51.01,#NAME?
"1985Gardner High School, MA","(G) Shot Put40'-10.5""",Liza StackWoburn
"1985Gardner High School, MA",(B) Triple Jump44-1.25,Evan ElkingtonReading
"1985Gardner High School, MA",(G) 2 MILE11:11.50,Gina BrazPeadbody
"1985Gardner High School, MA",(G) 180y / 330y / 300M / 400M Hurdles44.3,Pam ConnellNorwell
"1985Gardner High School, MA",(G) Pole Vault--,----
"1985Gardner High School, MA",(B) 180y / 330y / 300M / 400M Hurdles38.18 (38.4y),Dave RomerizMethuen
"1985Gardner High School, MA",(G) 100y / 100M11.36,Jackie SmithRandolph
"1985Gardner High School, MA",(B) 220y / 200M22.55 (22.68y),Karim SaundersCambridge
"1985Gardner High School, MA",(B) Discus158-3,John WalkerMarian
"1985Gardner High School, MA",(B) 1 MILE4:23.06,Bill CrowleySeekonk
