2006 Boys Track & Field State Champions,x,x,x
AA Brian McMath,,Estancia,21’-00.00”
A James Hadley,,Texico,19’-08.50”
,,,
High Jump,,,
Class Name,,School,Distance
AAAA  Ben Lucero,,Mayfield,6’-10.00”
AAA Lyman Duncan,,Kirtland,6’-04.00”
AA Jake Porter,,Mora,6’-02.00”
A Bert Shelly,,Cliff,6’-00.00”
,,,
Pole Vault,,,
Class Name,,School,Distance
AAAA  Todd Stewart,,Goddard,14’-03.00”
AAA Martin Moreno,,Artesia,13’-05.75”
AA Larry Lopez,,Fort Sumner,13’-08.00”
A Rickey Huey,,Corona,13’-00.00”
,,,
Javelin,,,
Class Name,,School,Distance
AAAA  Ray Dimas,,Albuquerque,206’-00.00”
AAA Paul Wynn,,Socorro,198’-07.00”
AA Bob McCasland,,Eunice,174’-09.50”
A Casey Shaw,,Hagerman,174’-06.00”
1979 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Class Name School  Time,,,
AAAA  Kelley Johnson  Carlsbad  9.61W,,,
AAA Morris Wilcox  Deming 9.66W,,,
AA John Espinosa  Questa  10.16,,,
A Paul Richarte Cliff 10.01,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
AAAA  Walace Williams Hobbs  21.70,,,
AAA Barry Floyd  Lovington 21.86,,,
AA John Espinosa  Questa  23.03,,,
A Keith HadleyTexico  22.86,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
AAAA  Chuck Hicks Roswell 48.84,,,
AAA Barry Floyd Lovington 49.60,,,
AA Carl Ulibarri Santa Rosa  50.95,,,
A Brad White  Tatum  50.68,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
AAAA  Pete Serna  Eldorado 1:54.82,,,
AAA David Caldwell Deming 1:58.63,,,
AA Terry Hines Jal 1:59.05,,,
A Eddie De Hererea  Roy 1:59.61,,,
,,,
Mile Run,,,
Class Name School  Time,,,
AAAA  Wes AshfordFarmington  4:22.22,,,
AAA Kenny Babelu  Zuni 4:29.65,,,
AA John Smith  Moriarty 4:30.32,,,
A Eugene Romancito Rehoboth  4:43.25,,,
,,,
2 Mile Run,,,
Class Name School  Time,,,
AAAA  Leon Hall  Farmington 9:35.22,,,
AAA Greg Matthews Academy 9:52.51,,,
AA Henry Tosa Jemez 10:00.52,,,
A Eloy Archuleta Mosquero 9:58.50,,,
120 Y High Hurdles,,,
Class Name,School,Time,
AAAA  Gordie Washington,Alamogordo,14.23,
AAA Stan David,Tucumcari,14.7,
AA Jody Eddie,Animas,15.49,
A Freddie Gomez,Hagerman,15.25,
,,,
180 Y M Low Hurdles (30”),,,
Class Name,School,Time,
AAAA  Gordie Washington,Alamogordo,19.97,
AAA Stan David,Tucumcari,20.66,
AA Bryan Hill,Animas,21.04,
A Robert Young,Logan,21.31,
,,,
440 Y Relay,,,
Class,School,Time,
AAAA,Highland,42.29,
AAA,Deming,43.15,
AA,Dexter,44.62,
A,Mountainair,45.38,
,,,
880 Y Relay,,,
Class,School,Time,
AAAA,Hobbs,01:28.3,
AAA,Tucumcari,01:31.4,
AA,Dexter,01:33.5,
A,Tatum,01:33.8,
,,,
Mile Relay Medley,,,
Class,School,Time,
AAAA,Manzano,03:30.9,
AAA,Deming,03:39.0,
AA,Estancia,03:42.9,
A,Tatum,03:48.8,
,,,
Mile Relay,,,
Class,School,Time,
AAAA,Manzano,03:19.2,
AAA,Tucumcari,03:25.5,
AA,Jal,03:29.8,
A,Tatum,03:31.8,
Shot Put,,,
Class Name,,School,Distance
AAAA  Jeff Alloway,,Sandia,56’-05.00”
AAA Chris Robinson,,Taos,51’-03.00”
AA Kenny Autrey,,Estancia,50’-07.00”
A Jeff Beavers,,Cloudcroft,49’-01.75”
,,,
Discus,,,
Class Name,,School,Distance
AAAA  John Longerot,,Sandia,169’-00.00”
AAA David Lacey,,Portales,146’-03.00”
AA Kenny Autrey,,Estancia,136’-09.00”
A Jeff Beavers,,Cloudcroft,137’-01.00”
,,,
Long Jump,,,
Class Name,,School,Distance
AAAA  Greg Young,,Highland,22’-02.50”
AAA Joe Baca,,Deming,22’-03.50”
AA John Espinosa,,Questa,20’-03.25”
A Eddie Gutierrez,,Cliff,20’-05.75”
,,,
High Jump,,,
Class Name,,School,Distance
AAAA  Greg Young,,Highland,6’-08.00”
AAA Lyman Duncan,,Kirtland,6’-07.00”
AA Jake Porter,,Mora,6’-02.00”
A James Hadley,,Texico,5’-10.00”
,,,
Pole Vault,,,
Class Name,,School,Distance
AAAA  Robbie Morley,,Roswell,14’-10.00”
AAA Ron George,,Portales,13’-00.00”
AA Alfred Trujillo,,Moriarty,12’-06.00”
A Rickey Huey,,Corona,13’-03.00”
,,,
Javelin,,,
Class Name,,School,Distance
AAAA  Brad Stevenson,,Highland,194’-07.00”
AAA Paul Wynn,,Socorro,169’-01.00”
AA Rickey Bouvet,,Hatch,170’-10.50”
A Casey Shaw,,Hagerman,166’-00.00”
1978 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Class Name School  Time,,,
AAAA  Phil Trent  Sandia  9.46W,,,
AAA Morris Wilcox Deming 9.88W,,,
AA Cheno Talavera Lordsburg 9.99,,,
A Rodriguez Gallup Catholic 10.03W,,,
,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
AAAA  Gilbert SmithCarlsbad 21.52,,,
AAA Morris Wilcox Deming 21.69W,,,
AA John Espinosa  Questa  23.00,,,
A Rodriguez Gallup Catholic 22.80,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
AAAA  Joe Parker Roswell 47.63,,,
AAA Morales Cobre 49.48,,,
AA Hadley  Texico  51.59,,,
A Norman Gonzales Mountainair 49.53,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
AAAA  Pete Serna  Eldorado 1:55.55,,,
AAA Martinez Silver City 1:59.40,,,
AA Terry Hines Jal 1:58.89,,,
A Collis Hagerman  2:03.96,,,
,,,
Mile Run,,,
Class Name School  Time,,,
AAAA  Richard Romero Santa Fe  4:27.27,,,
AAA Ontiveros Lovington 4:30.47,,,
AA Meldon Sanchez Laguna-Acoma 4:28.30,,,
A Marshall Gonzales Mountainair 4:40.90,,,
,,,
2 Mile Run,,,
Class Name School  Time,,,
AAAA  Gary Louis Grants  9:33.75,,,
AAA J.Tsosie Tohatchi 9:49.23,,,
AA Meldon Sanchez Laguna-Acoma 9:38.94,,,
A Eugene Romancito Rehoboth  10:12.07,,,
,,,
120 Y High Hurdles,,,
Class Name,School,Time,
AAAA  Raul Dominguez,Carlsbad,14.63,
AAA P. Alexander,Lovington,14.12,
AA Jody Eddie,Animas,15.31,
A Burnett,Melrose,14.87,
,,,
180 Y M Low Hurdles (30”),,,
Class Name,School,Time,
AAAA  Raul Morales,Los Alamos,19.89,
AAA K. Alexander,Lovington,19.93,
AA Bryan Hill,Animas,21.1,
A Burnett,Melrose,20.75,
,,,
440 Y Relay,,,
Class,School,Time,
AAAA,Sandia,41.88,
AAA,Lovington,43.19,
AA,Jal,44.45,
A,Melrose,45,
,,,
880 Y Relay,,,
Class,School,Time,
AAAA,Carlsbad,01:28.9,
AAA,Lovington,01:28.6,
AA,Lordsburg,01:33.2,
A,Cliff,01:33.4,
,,,
,,,
Mile Relay Medley,,,
Class,School,Time,
AAAA,Manzano,03:31.8,
AAA,West Las Vegas,03:35.1,
AA,Moriarty,03:43.4,
A,Tatum,03:40.6,
,,,
Mile Relay,,,
Class,School,Time,
AAAA,Hobbs,03:19.1,
AAA,Tucumcari,03:25.1,
AA,Texico,03:28.9,
A,Tatum,03:33.4,
,,,
,,,
Shot Put,,,
Class Name,,School,Distance
AAAA  Allen Cannon,,Roswell,53’-02.00”
AAA Granger,,Lovington,51’-10.00”
AA Kenny Autrey,,Estancia,47’-09.50”
A Billy Shiplett,,Logan,47’-07.75”
,,,
Discus,,,
Class Name,,School,Distance
AAAA  Joe Hardin,,Del Norte,159’-01.00”
AAA Gray,,Cobre,148’-09.00”
AA Justin Ingram,,Fort Sumner,137’-07.00”
A Jeff Beavers,,Cloudcroft,122’-00.00”
,,,
Long Jump,,,
Class Name,,School,Distance
AAAA  Gilbert Smith,,Carlsbad,24’-04.00”
AAA Mark Shell,,Silver City,22’-03.75”
AA Gaddis,,Texico,23’-11.50”
A Miles,,Tatum,21’-01.50”
,,,
High Jump,,,
Class Name,,School,Distance
AAAA  Ben Lucero,,Mayfield,6’-05.00”
AAA Chambers,,Portales,6’-03.75”
AA Caldwell,,Springer,6’-03.75”
A Smith,,Hope,6’-01.00”
,,,
Pole Vault,,,
Class Name,,School,Distance
AAAA  Ben Morales,,Mayfield,13’-09.00”
AAA Ray,,Taos,13’-00.00”
AA Gerald Lopez,,Fort Sumner,13’-00.00”
A Brent Miles,,Tatum,13’-00.00”
,,,
Javelin,,,
Class Name,,School,Distance
AAAA  Eric Ramey,,Highland,197’-00.00”
AAA Rhodes,,Artesia,192’-10.00”
AA McLean,,Animas,166’-09.00”
A English,,Carrizozo,166’-10.00”
1977 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Class Name School  Time,,,
AAAA  Mike Carter  Sandia  9.62,,,
AAA Tim Holt  Portales 9.82,,,
AA Chena Talavera Lordsburg 9.89,,,
A Raymond Beltran Carrizozo 10.58,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
AAAA  Chris HollinsAlbuquerque 21.84,,,
AAA Tim Holt  Portales 21.70,,,
AA Cheno Talavera Lordsburg 22:29,,,
A Carlos Larranaga Encino  23.14,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
AAAA  John Mendez Eldorado 49.11,,,
AAA Richard Riley  Academy 49.10,,,
AA Clemente Sanchez Lagna-Acoma  51.95,,,
A James Hobison Tatum  52.31,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
AAAA  Pete Serna  Eldorado 1:58.51,,,
AAA Chuck Aragon  Los Lunas 1:56.75,,,
AA Elmer Martinez Menaul 2:01.10,,,
A Craig Downey  Melrose 2:01.34,,,
,,,
Mile Run,,,
Class Name School  Time,,,
AAAA  George Rascon Farmington 4:21.42,,,
AAA David Barnaby St. Pius X  4:19.14,,,
AA Meldon Sanchez Laguna-Acoma 4:33.30,,,
A Marshall Gonzales Mountainair 4:38.82,,,
,,,
2 Mile Run,,,
Class Name School  Time,,,
AAAA  Gary Louis Grants  9:39.03,,,
AAA David Barnaby  St. Pius X  9:32.40,,,
AA Meldon Sanchez Laguna-Acoma 9:35.69,,,
A Albert Rodriguez Mountainair 10.14.10,,,
120 Y High Hurdles,,,
Class Name,School,Time,
AAAA  Richard Risinger,Highland,14.31,
AAA Andrew Riffe,N.M.M.I.,14.33,
AA L. Trujillo,Clayton,15.34,
A Jody Eddy,Animas,16.15,
,,,
180 Y M Low Hurdles (30”),,,
Class Name,School,Time,
AAAA  Richard Risinger,Highland,19.91,
AAA Andrew Riffe,N.M.M.I.,20.52,
AA L. Trujillo,Clayton,21.58,
A Grem Lee,Reserve,22.35,
,,,
440 Y Relay,,,
Class,School,Time,
AAAA,Las Cruces,42.48,
AAA,Portales,43.05,
AA,Clayton,44.5,
A,Hagerman,45.44,
,,,
880 Y Relay,,,
Class,School,Time,
AAAA,Clovis,01:30.3,
AAA,Portales,01:31.7,
AA,Texico,01:36.7,
A,Hagerman,01:35.3,
,,,
,,,
Mile Relay Medley,,,
Class,School,Time,
AAAA,Eldorado,03:33.7,
AAA,St. Pius X,03:35.5,
AA,Laguna-Acoma,03:41.5,
A,Tatum,03:44.5,
,,,
Mile Relay,,,
Class,School,Time,
AAAA,Clovis,03:20.2,
AAA,Belen,03:24.6,
AA,Laguna-Acoma,03:32.2,
A,Hagerman,03:30.4,
,,,
Shot Put,,,
Class Name,,School,Distance
AAAA  Kris Lundgaard,,Los Alamos,59’-11.25”
AAA Bob Ydena,,Academy,55’-10.75”
AA Kenny Autrey,,Estancia,46’-05.00”
A Ron Works,,Capitan,48’-02.25
,,,
Discus,,,
Class Name,,School,Distance
AAAA  Kris Lundgaard,,Los Alamos,166’-01.00”
AAA Bob Ydena,,Academy,153’-00.00”
AA Kenny Autrey,,Estancia,132’-07.00”
A Ron Works,,Capitan,138’-11.00”
,,,
Long Jump,,,
Class Name,,School,Distance
AAAA  Almond Brewer,,Gallup,23’-09.00”
AAA Mark Shell,,Silver City,22’-04.00”
AA Cheno Talavera,,Lordsburg,21’-07.00”
A Richard Chacon,,Logan,20’-05.00”
,,,
High Jump,,,
Class Name,,School,Distance
AAAA  Bryan Baker,,Sandia,6’-06.25”
AAA Lannie Rey,,Zuni,6’-04.75”
AA Muro,,Menaul,6’-04.50”
A Lamb,,Capitan,6’-00.00”
,,,
Pole Vault,,,
Class Name,,School,Distance
AAAA  Flowers,,Hobbs,14’-06.00”
AAA Leavitt,,Academy,13’-00.00”
AA Gerald Lopez,,Fort Sumner,12’-09.00”
A Brent Miles,,Tatum,12’-00.00”
,,,
Javelin,,,
Class Name,,School,Distance
AAAA  Bob Barber,,Sandia,196’-07.00”
AAA Mike Warren,,Lovington,167’-10.00”
AA James Merhage,,McCurdy,171’-05.00”
A Wes Pilley,,Hagerman,168’-02.00”
1976 Boys Track & Field State Champions,,,
100 Y Dash,,,
Class Name School  Time,,,
AAAA  Mike Carter Sandia 9.47W,,,
AAA Anthony Austin Silver City 9.87,,,
AA Dean Crowell  Eunice 9.91,,,
A L. Spooner Reserve 10.21,,,
220 Y Dash,,,
Class Name School  Time,,,
AAAA  Joseph Parker Roswell 21.75,,,
AAA Eric Coleman Deming 22.00,,,
AA Miller  Jal 22.56,,,
A L. Spooner Reserve 23.27,,,
440 Y Dash,,,
Class Name  School  Time,,,
AAAA  Barry Miles  Alamogordo  48.51,,,
AAA Jimmy Bellah Lovington 48.65,,,
AA RubenLagunaAcoma 51.18,,,
A D. Ray Melrose 52.71,,,
880 Y Dash,,,
Class Name  School  Valley Time,,,
AAAA  Mark Romero  Artesia  1:55.31,,,
AAA Bill Trainor Menaul 2:01.26,,,
AA Elmer Marinez Melrose 2:00.29,,,
A Craig Downey  2:03.89,,,
Mile Run School,,,
Class Name  Farmington Time,,,
AAAA  Rod Lane Erwin Cobre  4:21.17,,,
AAA Dean  Meldon Laguna- 4:26.94,,,
AA Sanchez C. Acoma Roy 4:31.80,,,
A Quintana 4:52.09,,,
2 Mile Run School,,,
Class Name  Grants  Time,,,
AAAA  Gary Louis Fort Wingate  9:38.04,,,
AAA James Nells Laguna- 9:54.27,,,
AA Meldon Acoma Navajo 10:02.86,,,
A Sanchez B. Miss  10:43.13,,,
Johnson,,,
120 Y High Hurdles,,,
Class Name,School,Time,
AAAA  Mike King,Carlsbad,14.02,
AAA Anthony Austin,Silver City,14.51,
AA Crowell,Eunice,14.35,
A D. Scott,Melrose,15.23,
,,,
180 Y M Low Hurdles (30”),,,
Class Name,School,Time,
AAAA  Mike King,Carlsbad,19,
AAA Anthony Austin,Silver City,19.01,
AA Crowell,Eunice,19.28,
A K. Phillips,Capitan,20.6,
,,,
440 Y Relay,,,
Class,School,Time,
AAAA,Sandia,42.68,
AAA,Portales,43.93,
AA,Jal,44.22,
A,Melrose,45.66,
,,,
880 Y Relay,,,
Class,School,Time,
AAAA,Sandia,01:29.5,
AAA,Portales,01:31.3,
AA,Jal,01:32.2,
A,Melrose,01:35.3,
,,,
Mile Relay Medley,,,
Class,School,Time,
AAAA,Hobbs,03:33.4,
AAA,St. Pius X,03:41.3,
AA,Dexter,03:44.7,
A,Tatum,03:46.2,
,,,
Mile Relay,,,
Class,School,Time,
AAAA,Alamogordo,03:30.0,
AAA,Belen,03:30.7,
AA,Laguna-Acoma,03:33.7,
A,Tatum,03:39.5,
Shot Put,,,
Class Name,,School,Distance
AAAA  Cole Berry,,Hobbs,53’-11.00”
AAA John Cordova,,St. Pius X,50’-11.00”
AA J. Gallegos,,Mesa Vista,45’-07.25”
A Pollard,,Hagerman,45’-02.50”
,,,
Discus,,,
Class Name,,School,Distance
AAAA  Dugger,,Highland,157’-05.00”
AAA McDonald,,Lovington,145’-10.00”
AA Brown,,Jal,133’-11.00”
A M. Bliznek,,Vaughn,125’-04.00”
,,,
Long Jump,,,
Class Name,,School,Distance
AAAA  Almond Brewer,,Gallup,22’-07.00”
AAA Denny Martin,,Aztec,22’-00.50”
AA Gutierrez,,Pojoaque,21’-04.50”
A A. Bailey,,Grady,20’-02.50”
,,,
High Jump,,,
Class Name,,School,Distance
AAAA  Craig Dextator,,Eldorado,6’-06.00”
AAA Lelton Edwards,,Deming,6’-04.00”
AA Hunter,,Jal,6’-00.00”
A W. Poyer,,NMSD,6’-00.00”
,,,
Pole Vault,,,
Class Name,,School,Distance
AAAA  Kevin Penderson,,Los Alamos,13’-07.00”
AAA Albert Sanchez,,Belen,13’-00.00”
AA Cobos,,Dexter,13’-03.00”
A B. Pate,,Tatum,12’-06.00”
,,,
Javelin,,,
Class Name,,School,Distance
AAAA  Kevin Penderson,,Los Alamos,199’-04.00”
AAA Thompson,,Artesia,192’-01.00”
AA Talley O’Neil,,Jal,168’-10.00”
A Wes Pilley,,Hagerman,158’-01.00”
1975 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Class Name School  Time,,,
AAAA  Mike Carter Sandia  9.77,,,
AAA Ivan DeAnda Los Lunas 10.19,,,
AA Anthony Ortiz  Moriarty 10.68,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
AAAA  Mike Carter Sandia  21.92,,,
AAA Ivan DeAnda Los Lunas 22.19,,,
AA Anthony Ortiz  Moriarty 22.92,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
AAAA  Stanley Whitaker Sandia  48.14,,,
AAA Jimmy Bellah  Lovington 48.65,,,
AA Chris Scott  Cloudcroft 50.79,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
AAAA  Mark Romero  Valley  1:54.26,,,
AAA Nicky Aranda  St. Mike’s 1:59.61,,,
AA Micheal Taylor Clayton 1:59.34,,,
,,,
Mile Run,,,
Class Name School  Time,,,
AAAA  Andy Martinez Grants  4:17.99,,,
AAA Erwin Dean  Cobre 4:30.23,,,
AA James Waquie  Jemez 4:36.75,,,
,,,
2 Mile Run,,,
Class Name School  Time,,,
AAAA  Andy Martinez Grants  9:38.40,,,
AAA Robert Jim Fort Wingate 10:08.50,,,
AA James Waquie  Jemez 9:44.07,,,
,,,
120 Y High Hurdles,,,
Class Name School  Time,,,
AAAA  Joe Hanson Las Cruces 14.77,,,
AAA Kenneth Harcrow Artesia  15.13,,,
AA Dean Crowell  Eunice  15.29,,,
180 Y M Low Hurdles (30”),,,
Class Name,School,Time,
AAAA  Mark Brown,Santa Fe,19.49,
AA Dean Crowell,Eunice,19.91,
,,,
440 Y Relay,,,
Class,School,Time,
AAAA,Carlsbad,42.77,
AA,Jal,45.14,
,,,
880 Y Relay,,,
Class,School,Time,
AAAA,Carlsbad,01:29.2,
AA,Jal,01:32.7,
,,,
Mile Relay Medley,,,
Class,School,Time,
AAAA,Manzano,03:33.7,
AA,St. Catherine’s,03:43.4,
,,,
Mile Relay,,,
Class,School,Time,
AAAA,Alamogordo,03:21.1,
AA,Estancia,03:30.6,
,,,
Shot Put,,,
Class Name,School,Distance,
AAAA  Glen Vreeland,Manzano,55’-05.50”,
AA Walter Strain,Lordsburg,47’-08.75”,
,,,
Discus,,,
Class Name,School,Distance,
AAAA  Scott Chafins,Manzano,159’-06.00”,
AA Buddy Shotten,Jal,138’-04.00”,
,,,
Long Jump,,,
Class Name,School,Distance,
AAAA  Gary Johnson,Highland,23’-10.25”,
AA Anthony Ortiz,Moriarty,21’-08.75”,
,,,
High Jump,,,
Class Name,School,Distance,
AAAA  David Muelker,Goddard,6’-06.00”,
AA R. Nalty,Thoreau,6’-02.00”,
,,,
Pole Vault,,,
Class,Name,School,Distance
AAAA,Matt Wilkinson,Las Cruces,14’-00.25”
AA,Burt Kellum,Eunice,13’-00.00”
,,,
Javelin,,,
Class,Name,School,Distance
AAAA,Skipper Vernon,Del Norte,208’-05.00”
AA,Randy O’Neal,Jal,178’-10.00”
1974 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Class Name School  Time,,,
AAAA  Craig Sundheimer Hobbs  9.9,,,
AAA Ivan DeAnda Los Lunas 10.1,,,
AA Curtis Lindley  Texico  10.0,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
AAAA  Frankie Theragood Carlsbad 22.0,,,
AAA Jay Wilcox Deming 22.6,,,
AA Curtis Lindley  Texico  22.7,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
AAAA  Latrail Jones Hobbs  48.4,,,
AAA Joe Granados Gadsden 50.5,,,
AA Sammy Tarin Hatch 50.6,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
AAAA  Jim Reeves Sandia  1:55.9,,,
AAA Orlando Winchell Bernalillo 1:55.1,,,
AA Phil Riley St. Catherine’s  1:57.2,,,
,,,
Mile Run,,,
Class Name School  Time,,,
AAAA  Andy Martinez Grants  4:17.9,,,
AAA R. Chavez Belen 4:24.0,,,
AA Anthony Armijo St. Catherine’s  4:22.4,,,
,,,
2 Mile Run,,,
Class Name School  Time,,,
AAAA  Andy Martinez Grants  9:29.1,,,
AAA P. Castillo Silver City 10:03.9,,,
AA Anthony Armijo St. Catherine’s 9:55.3,,,
,,,
120 Y High Hurdles,,,
Class Name School  Time,,,
AAAA  Ken Johnson  Hobbs  14.2,,,
AAA Hector Giron Gadsden 14.8,,,
AA Dean Crowell  Eunice  15.5,,,
180 Y M Low Hurdles (30”),,,
Class Name,School,,Time
AAAA  Ken Johnson,Hobbs,,19.5
AA Dean Crowell,Eunice,,19.9
,,,
440 Y Relay,,,
Class,School,,Time
AAAA,Hobbs,,42.4
AA,Jal,,44.5
,,,
880 Y Relay,,,
Class,School,,Time
AAAA,Hobbs,`,01:28.4
AA,McCurdy,,01:33.5
,,,
Mile Relay Medley,,,
Class,School,,Time
AAAA,Albuquerque,,03:35.2
AA,Cuba,,03:42.2
,,,
Mile Relay,,,
Class,School,,Time
AAAA,Sandia,,03:22.0
AA,St. Catherine’s,,03:28.0
,,,
Shot Put,,,
Class Name,School,,Distance
AAAA  Jacob Cannon,Roswell,,59’-04.00”
AA Jim Newby,Cliff,,46’-03.50”
,,,
Discus,,,
Class Name,School,,Distance
AAAA  Marc Longerot,Eldorado,,168’-05.00”
AA Sisneros,Questa,,141’-07.00”
,,,
Long Jump,,,
Class Name,School,,Distance
AAAA  Frankie Theragood,Carlsbad,,23’-08.50”
AA Curtis Lindley,Texico,,23’-05.75”
,,,
High Jump,,,
Class Name,School,,Distance
AAAA  David Muelker,Goddard,,6’-04.00”
AA R. Nalty,Thoreau,,5’-11.00”
,,,
Pole Vault,,,
Class,Name,School,Distance
AAAA,Matt Wilkinson,Las Cruces,14’-00.25”
AA,C. Brown,Eunice,12’-09.00”
,,,
Javelin,,,
Class,Name,School,Distance
AAAA,Anthony Montano,Farmington,210’-10.00”
AA,Randy O’Neal,Jal,178’-01.00”
1973 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Class Name School  Time,,,
AAAA  James Parker Clovis  9.7,,,
AAA Mike Dunn N.M.M.I. 10.3,,,
AA John Taylor Cliff 10.3,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
AAAA  Vernon Patterson Hobbs  22.0,,,
AAA Ernest Venegas Cobre 22.6,,,
AA Curtis Lindley  Texico  23.1,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
AAAA  James Treadwell Hobbs  49.1,,,
AAA Ronnie Olson  Belen 50.6,,,
AA Bille Beyhan Kirtland Central 51.9,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
AAAA  Jim Reeves Sandia  1:58.7,,,
AAA Orlando Winchell Bernalillo 2:00.5,,,
AA Phil Riley St. Catherine’s 2:02.3,,,
,,,
Mile Run,,,
Class Name School  Time,,,
AAAA  Willie Martinez Carlsbad 4:30.2,,,
AAA Mike Freeman  Portales 4:21.4,,,
AA Anthony Armijo St. Catherine’s 4:34.9,,,
,,,
2 Mile Run,,,
Class Name School  Time,,,
AAAA  Randy Golightly Alamogordo 10:03.1,,,
AAA Melvin Yazzie  Bloomfield 9:52.6,,,
AA Stan Waquie  Jemez 10:06.2,,,
,,,
120 Y High Hurdles,,,
Class Name School  Time,,,
AAAA  Ken Johnson Hobbs  14.4,,,
AAA Hector GironGadsden  15.0,,,
AA John Everett Hot Springs 15.2,,,
180 Y M Low Hurdles (30”),,,
Class Name,School,Time,
AAAA  David Lewis,Carlsbad,20.6,
AA John Everett,Hot Springs,21.5,
,,,
440 Y Relay,,,
Class,School,Time,
AAAA,Hobbs,42.6,
AA,Cuba,45.3,
,,,
880 Y Relay,,,
Class,School,Time,
AAAA,Hobbs,01:29.6,
AA,Cuba,01:34.3,
,,,
Mile Relay Medley,,,
Class,School,Time,
AAAA,Carlsbad,03:38.0,
AA,Laguna-Acoma,03:49.9,
,,,
Mile Relay,,,
Class,School,Time,
AAAA,Alamogordo,03:25.4,
AA,Kirtland Central,03:37.4,
,,,
Shot Put,,,
Class Name,School,Distance,
AAAA  Jacob Cannon,Roswell,53’-11.00”,
AA Ken Perryman,Ruidoso,45’-08.00”,
,,,
Discus,,,
Class Name,School,Distance,
AAAA  Steve Fredericks,Alamogordo,159’-10.00”,
AA Tim Baur,Ruidoso,133’-01.00”,
,,,
Long Jump,,,
Class Name,School,Distance,
AAAA  Mike Powdrell,Highland,22’-11.00”,
AA Curtis Lindley,Texico,21’-00.75,
,,,
High Jump,,,
Class Name,School,Distance,
AAAA  Tom Lindsey,Del Norte,6’-04.00”,
AA Joe Chisholm,Jal,6’-00.00”,
,,,
Pole Vault,,,
Class,Name,School,Distance
AAAA,Kenny Messnger,Hobbs,13’-06.00”
AA,Ted Sisneros,Capitan,13’-07.00”
,,,
,,,
Javelin,,,
Class,Name,School,Distance
AAAA,Jerry Stewart,Clovis,206’-02.00”
AA,Garland Prater,Kirtland Central,185’-06.00”
1972 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Class Name School  Time,,,
AAAA  James Parker Clovis9.8,,,
AAA Tom Zold  Robertson 10.1,,,
AA Randy EvansDora  10.2,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
AAAA  Vernon Patterson Hobbs22.1,,,
AAA Darrel Saulsberry Socorro 22.4,,,
AA Frank Calderon Ruidoso 22.9,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
AAAA  James Treadwell Hobbs  49.1,,,
AAA Richard Caldwell Deming  50.3,,,
AA Gary Harrell Hagerman  51.2,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
AAAA  Eddie Frey Goddard 1:58.9,,,
AAA Dennis King  Belen2:00.00,,,
AA Aaron Pino Laguna-Acoma 2:00.2,,,
,,,
Mile Run,,,
Class Name School  Time,,,
AAAA  Pat Prescott Del Norte 4:30.6,,,
AAA George Chavez Robertson 4:26.8,,,
AA Gordon Pino Laguna-Acoma 4:26.8,,,
,,,
2 Mile Run,,,
Class Name School  Time,,,
AAAA  Anthony Sandoval Los Alamos 9:48.5,,,
AAA Lovato  Bernalillo 9:51.3,,,
AA Aaron Pino Laguna-Acoma  9:57.0,,,
,,,
120 Y High Hurdles,,,
Class Name School  Time,,,
AAAA  David Green  Del Norte 14.4,,,
AAA Darrel Saulsberry Socorro 14.4,,,
AA Dale Cates Jal 14.7,,,
180 Y M Low Hurdles (30”),,,
Class Name,School,Time,
AAAA  David Greeno,Del Norte,19.4,
AA Dale Cates,Jal,20.2,
,,,
440 Y Relay,,,
Class,School,Time,
AAAA,Hobbs,42.3,
AAA,Bloomfield,43.6,
AA,Jal,44.4,
,,,
880 Y Relay,,,
Class,School,Time,
AAAA,Hobbs,01:28.8,
AA,Jal,01:33.1,
,,,
