2006 Boys Track & Field State Champions,x,x,x
AAAA  Carlos Etheredge,,Del Norte,164’-03.00”
AAA Michael Banks,,Bloomfield,158’-05.00”
AA Danny Lazos,,Lordsburg,132’-11.00”
A Robert Dunnahoo,,Hagerman,153’-11.00”
,,,
Long Jump,,,
Class Name,,School,Distance
AAAA  Charles Hamilton,,Las Cruces,23’-00.00”
AAA Mark Satterfield,,Moriarity,21’-11.50”
AA Jacque Venter,,Eunice,21’-05.25”
A Jason Baca,,Roy,20’-00.75”
,,,
High Jump,,,
Class Name,,School,Distance
AAAA  Richard Wooten,,Highland,6’-09.00”
AAA John White,,Deming,6’-07.00”
AA Scott,,Clayton,6’-06.00”
A Rooney Bone,,San Jon,6’-06.00”
,,,
Pole Vault,,,
Class Name,,School,Distance
AAAA  Clint Keeny,,Carlsbad,13’-06.00”
AAA Grant Smith,,Bloomfield,14’-00.00”
AA Vance Lee,,Lordsburg,12’-06.00”
A Shane Drake,,Ft. Sumner,12’-00.00”
,,,
Javelin,,,
Class Name,,School,Distance
AAAA  Mark Morris,,Los Alamos,219’-10.00”
AAA Jesse Vallejos,,Raton,186’-11.00”
AA Jose Nunez,,Hot Springs,162’-05.00””
A Sean Forde,,Melrose,167’-01.00”
1987 Boys Track & Field State Champions,,,
,,,
,,,
100 M Dash,,,
Class Name School  Time,,,
AAAA  Kevin Caldwell Highland 10.61,,,
AAA Chris Brueland N.M.M.I. 11.22,,,
AA Greg Durbin Clayton 11.31,,,
A Brad Seagle Ramah  11.67,,,
,,,
200 M Dash,,,
Class Name School  Time,,,
AAAA  Kevin Caldwell Highland 21.94,,,
AAA Howard Lackey Lovington 22.03,,,
AA Finers Welch Dulce 23.00,,,
A Brad Seagle Ramah  23.33,,,
,,,
400 M Dash,,,
Class Name School  Time,,,
AAAA  Chris Hanson Los Alamos 48.58,,,
AAA Howard Lackey Lovington 48.99,,,
AA Finers Welch Dulce 49.41,,,
A Jay Eldridge Capitan 51.37,,,
,,,
800 M Dash,,,
Class Name School  Time,,,
AAAA  David Montoya Los Alamos 1:55.45,,,
AAA Chris Peterson  Pojoaque 1:57.36,,,
AA Tony Riley Santa Fe Indian School 1:57.86,,,
A William Stanton Ft. Sumner 2:03.76,,,
,,,
1600 M Run,,,
Class Name School  Time,,,
AAAA  Chip Smith Sandia  4:19.33,,,
AAA Jeff Newland Bloomfield 4:26.98,,,
AA Dan Maas Santa Fe Prep  4:20.77,,,
A Julian Romero  Capitan 4:49.24,,,
,,,
3200 M Run,,,
Class Name School  Time,,,
AAAA  Chip Smith Sandia  9:17.67,,,
AAA Jeff Newland Bloomfield 9:39.02,,,
AA Wilfred Griego Penasco 9:57.20,,,
A Chris Toya St. Catherine’s 10:45.41,,,
,,,
100 M High Hurdles,,,
Class Name,School,Time,
AAAA  Trini Avila,Albuquerque,14.26,
AAA Corey Sanchez,Kirtland Central,14.9,
AA Thane Miller,Jal,15.57,
A Scott Gandy,Tatum,15.93,
,,,
300 M Hurdles,,,
Class Name,School,Time,
AAAA  Clarence Holland,Alamogordo,37.74,
AAA Mark Spurlock,Taos,39.28,
AA Chris Reed,Hatch,39.4,
A Brad Seagle,Ramah,40.34,
,,,
400 M Relay,,,
Class,School,Time,
AAAA,Highland,42.02,
AAA,Ruidoso,43.24,
AA,Clayton,44.28,
A,Hagerman,45.75,
,,,
800 M Relay,,,
Class,School,Time,
AAAA,Highland,01:27.3,
AAA,Ruidoso,01:28.6,
AA,Clayton,01:32.1,
A,Hagerman,01:31.9,
,,,
1600 M Relay Medley,,,
Class,School,Time,
AAAA,Clovis,03:36.2,
AAA,Belen,03:33.3,
AA,Santa Fe Prep,03:39.3,
A,Tatum,03:45.8,
,,,
1600 M Relay,,,
Class,School,Time,
AAAA,Mayfield,03:20.0,
AAA,Ruidoso,03:22.6,
AA,Lordsburg,03:31.0,
A,Ft. Sumner,03:33.6,
Shot Put,,,
Class,,School,Distance
AAAA  Fred Clayton,,Clovis,52’-04.00”
AAA Robert Gonzales,,Lovington,57’-04.25”
AA Adam Escobar,,Animas,44’-09.00”
A Ricky Bruce,,Melrose,49’-06.00”
,,,
Discus,,,
Class Name,,School,Distance
AAAA  Mike Foss,,Sandia,149’-04.00”
AAA David Brittain,,Belen,153’-06.00”
AA Jeff Espinoza,,Questa,135’-04.00”
A Todd Truog,,Hagerman,136’-05.50”
,,,
Long Jump,,,
Class Name,,School,Distance
AAAA  Mike Mendoza,,Del Norte,21’-07.50”
AAA Steve Shirley,,Grants,21’-08.25”
AA Paul Gutierrez,,Magdalena,20’-07.75”
A Travis Lightfoot,,Corona,20’-05.50”
,,,
High Jump,,,
Class Name,,School,Distance
AAAA  Jimmy Glenn,,Del Norte,6’-06.00”
AAA Carmen Chacon,,Silver,6’-04.00”
AA Doug Podzemny,,Clayton,6’-02.00”
A Travis Lightfoot,,Corona,6’-04.00”
,,,
Pole Vault,,,
Class Name,,School,Distance
AAAA  Chad Foster,,Hobbs,13’-06.00”
AAA Verlon Edwards,,Ruidoso,13’-02.00”
AA Stacy Morris,,Animas,12’-00.00”
A Kenny Gutierrez,,Cliff,11’-06.00”
,,,
Javelin,,,
Class Name,,School,Distance
AAAA  Mark Morris,,Los Alamos,206’-08.00”
AAA Bill Avery,,Belen,189’-05.00”
AA Jeff Espinosa,,Questa,198’-02.00”
A Frank Salas,,Hagerman,170’-02.00”
1986 Boys Track & Field State Champions,,,
,,,
,,,
100 M Dash,,,
Class Name School  Time,,,
AAAA  Shern Griffin West Mesa 10.82,,,
AAA Stacey Corley  Grants  11.12,,,
AA Greg Durbin Clayton 11.37,,,
A Randall Young Logan  11.59,,,
,,,
200 M Dash,,,
Class Name School  Time,,,
AAAA  Stacy Blackmore West Mesa 22.22,,,
AAA Stacey Corley  Grants  22.62,,,
AA Finers Welch Dulce 22.69,,,
A Mark Meeks Texico  22.99,,,
,,,
400 M Dash,,,
Class Name School  Time,,,
AAAA  Gabe Trujillo Roswell 48.37,,,
AAA Darren Chavez Grants  50.20,,,
AA Jim Sarabia Thoreau 50.50,,,
A Randall Young Logan  50.16,,,
,,,
800 M Dash,,,
Class Name School  Time,,,
AAAA  Mike Romero  Valley  1:59.90,,,
AAA Archee Allemano West Las Vegas 1:58.33,,,
AA Tony Riley Santa Fe Indian School 1:59-72,,,
A Alfred Chavez  Wagon Mound 2:03.98,,,
,,,
1600 M Run,,,
Class Name School  Time,,,
AAAA  Glen Morgan Del Norte 4:22.35,,,
AAA Albert Clopito  Zuni 4:29.33,,,
AA Lewis Martinez Dulce 4:37.08,,,
A Dan Maas Santa Fe Prep  4:37.34,,,
,,,
3200 M Run,,,
Class Name School  Time,,,
AAAA  Chip Smith Sandia  9:34.83,,,
AAA Kent Berryman Goddard 9:42.49,,,
AA Wilfred Griego Penasco 9:57.15,,,
A Dan Maas Santa Fe Prep  10:01.92,,,
110 M High Hurdles,,,
Class Name,School,Time,
AAAA  Darrin White,Roswell,14.87,
AAA Scott Steffan,Aztec,15.22,
AA Jim Sarabia,Thoreau,14.83,
A Manny Quiroz,Hagerman,16.02,
,,,
300 M Hurdles,,,
Class Name,School,Time,
AAAA  Mike Milo,Carlsbad,38.78,
AAA Robert Marley,Bloomfield,38.73,
AA Jim Sarabia,Thoreau,41.1,
A Manny Quiroz,Hagerman,40.1,
,,,
400 M Relay,,,
Class,School,Time,
AAAA,West Mesa,41.96,
AAA,Grants,43.48,
AA,Clayton,44.41,
A,Melrose,45.32,
,,,
800 M Relay,,,
Class,School,Time,
AAAA,West Mesa,01:28.4,
AAA,Bloomfield,01:31.6,
AA,Clayton,01:34.4,
A,Hagerman,01:34.1,
,,,
1600 M Relay Medley,,,
Class,School,Time,
AAAA,Alamogordo,03:34.6,
AAA,St. Michael’s,03:37.9,
AA,Crownpoint,03:45.7,
A,Springer,03:48.5,
,,,
1600 M Relay,,,
Class,School,Time,
AAAA,West Mesa,03:22.8,
AAA,Grants,03:24.5,
AA,Dexter,03:29.2,
A,Melrose,03:30.4,
Shot Put,,,
Class Name,,School,Distance
AAAA  Greg Rees,,Highland,58’-07.00”
AAA Robert Gonzales,,Lovington,61’-07.00”
AA William Odom,,Jal,48’-00.00”
A John Dunnahoo,,Hagerman,50’-00.50”
,,,
Discus,,,
Class Name,,School,Distance
AAAA  Greg Rees,,Highland,158’-05.00”
AAA Robert Gonzales,,Lovington,153’-07.00”
AA Wayne Brock,,McCurdy,134’-11.00”
A Rick Bruce,,Melrose,135’-10.00”
,,,
Long Jump,,,
Class Name,,School,Distance
AAAA  Greg Peterson,,Gallup,22’-02.25”
AAA Anthony Kent,,Tucumcari,21’-01.25”
AA Johnny Sarabia,,Thoreau,20’-10.25”
A Leon Dyson,,Melrose,21’-04.50”
,,,
High Jump,,,
Class Name,,School,Distance
AAAA  Anthony Haynes,,Las Cruces,6’-06.00”
AAA Scott Steffan,,Aztec,6’-06.00”
AA John Sarabia,,Thoreau,6’-02.00”
A Clay Flowers,,Logan,5’-10.00”
,,,
Pole Vault,,,
Class Name,,School,Distance
AAAA  Dan Holton,,Eldorado,14’-00.00”
AAA David Sanchez,,Bloomfield,13’-00.00”
AA Wilford Mortenson,,Animas,11’-06.00”
A Manny Quiroz,,Hagerman,12’-00.00”
,,,
Javelin,,,
Class Name,,School,Distance
AAAA  Chris Ware,,West Mesa,214’-07.00”
AAA Randy Eltososie,,Kirtland Central,170’-11.00”
AA Jeff Espinosa,,Questa,185’-07.00”
A Frank Salas,,Hagerman,168’-03.00”
1985 Boys Track & Field State Champions,,,
,,,
,,,
100 M Dash,,,
Class Name School  Time,,,
AAAA  Markus Terrell Hobbs  10.64,,,
AAA James Hilliard  Lovington 10.76,,,
AA Jamie Ruiz Lordsburg 10.98,,,
A Steve Sterns Carrizozo 10.98,,,
,,,
200 M Dash,,,
Class Name School  Time,,,
AAAA  Markus Terrell Hobbs  21.64,,,
AAA James Hilliard  Lovington 21.80,,,
AA Jaime Ruiz Lordsburg 22.98,,,
A Craig Collins Tatum  22.76,,,
,,,
400 M Dash,,,
Class Name School  Time,,,
AAAA  Keith Robinson Alamogordo 49.02,,,
AAA James Hilliard  Lovington 49.62,,,
AA Dennis Montanez Eunice  52.37,,,
A Randall Young Logan  51.57,,,
,,,
800 M Dash,,,
Class Name School  Time,,,
AAAA  David Maez Rio Grande 1:55.53,,,
AAA Matt Kelly St. Pius 1:59.34,,,
AA Joe Cajero Jemez Valley 2:02.96,,,
A Alfred Chavez  Wagon Mound 2:07.58,,,
,,,
1500 M Run,,,
Class Name School  Time,,,
AAAA  Glen Morgan Del Norte 3:55.19,,,
AAA Bob Cisco Ruidoso 4:02.13,,,
AA Benji Mora Jemez 4:18.29,,,
A Charlie Douglas Tatum  4:26.88,,,
,,,
3000 M Run,,,
Class Name School  Time,,,
AAAA  Glen Morgan Del Norte 8:39.90,,,
AAA Bob Cisco Ruidoso 8:54.05,,,
AA Leland Vallo Laguna Acoma 9:20.92,,,
A Charlie Douglas Tatum  9:38.86,,,
110 M High Hurdles,,,
Class Name,School,Time,
AAAA  Cecil Lynn,Del Norte,14.21,
AAA Chris Barela,Lovington,14.63,
AA Jim Sarabia,Thoreau,15.25,
A Wayne Sanders,Corona,15.85,
A Dwayne Larsen,Reserve,15.85,
,,,
300 M Hurdles,,,
Class Name,School,Time,
AAAA  Lester Lynton,Clovis,39.7,
AAA Chris Barela,Lovington,38.67,
,,,
165 M Low Hurdles (30”),,,
AA Jim Sarabia,Thoreau,20.6,
A Dwayne Larsen,Reserve,21.1,
,,,
400 M Relay,,,
Class,School,Time,
AAAA,Alamogordo,42.93,
AAA,Lovington,43.78,
AA,Lordsburg,45,
A,Tatum,44.25,
,,,
800 M Relay,,,
Class,School,Time,
AAAA,Alamogordo,01:29.5,
AAA,Grants,01:31.8,
AA,Clayton,01:34.5,
A,Tatum,01:31.9,
,,,
1600 M Relay Medley,,,
Class,School,Time,
AAAA,Alamogordo,03:33.1,
AAA,West Las Vegas,03:38.1,
AA,Dexter,03:45.9,
A,Hagerman,03:50.2,
,,,
1600 M Relay,,,
Class,School,Time,
AAAA,Roswell,03:21.1,
AAA,Grants,03:24.9,
AA,Lordsburg,03:34.5,
A,Cloudcroft,03:34.7,
Shot Put,,,
Class Name,,School,Distance
AAAA  Jeff Henderson,,Hobbs,56’-06.50”
AAA Robert Gonzales,,Lovington,55’-01.75”
AA Joe Luiz,,Dexter,46’-04.50”
A Carl Landcasler,,Lake Arthur,46’-10.00”
,,,
Discus,,,
Class Name,,School,Distance
AAAA  Alan Padilla,,Manzano,155’-10.00”
AAA Robert Gonzales,,Lovington,145’-02.00”
AA Warren Sidwell,,Tularosa,135’-05.25”
A Albert Ortega,,Cliff,138’-06.50”
,,,
Long Jump,,,
Class Name,,School,Distance
AAAA  Greg Peterson,,Gallup,22’-03.75”
AAA Richard Williams,,Deming,22’-04.00”
AA Russell Haynes,,Hope,21’-07.00”
A Kyle Grawander,,Tatum,19’-09.50”
,,,
High Jump,,,
Class Name,,School,Distance
AAAA  Victor Del Frate,,Albuquerque,6’-08.00”
AAA Scott Steffan,,Aztec,6’-04.00”
AA Mike Manos,,Clayton,6’-07.00”
A Larry Powell,,Grady,6’-08.00”
,,,
Pole Vault,,,
Class Name,,School,Distance
AAAA  Ron Wheeler,,Manzano,13’-06.00”
AAA Mike Contreras,,Lovington,13’-08.00”
AA Shawn Geary,,Clayton,13’-00.00”
A Dwayne Larsen,,Reserve,13’-00.00”
,,,
Javelin,,,
Class Name,,School,Distance
AAAA  Paul Lopez,,Manzano,197’-06.00”
AAA Derek Kuester,,Silver,189’-11.00”
AA Miguel Carrillo,,Pecos,173’-01.00”
A Dewey Keller,,Capitan,170’-06.00”
1984 Boys Track & Field State Champions,,,
,,,
,,,
100 M Dash,,,
Class Name School  Time,,,
AAAA  Daniel Leffall  Mayfield 10.66,,,
AAA James Hillard  Lovington 10.60,,,
AA Randy Murray  Estancia 10.92,,,
A Tim Gutierrez  Cliff 11.14,,,
,,,
200 M Dash,,,
Class Name School  Time,,,
AAAA  Al Owens Highland 21.25,,,
AAA James Hillard  Lovington 21.13,,,
AA Randy Murray  Estancia 22.66,,,
A Craig Collins Tatum  23.15,,,
,,,
400 M Dash,,,
Class Name School  Time,,,
AAAA  Davie Salas Mayfield 48.69,,,
AAA James Hilliard  Lovington 48.93,,,
AA Randy Murray  Estancia 50.35,,,
A Jack Smith Mountainair 51.96,,,
,,,
800 M Dash,,,
Class Name School  Time,,,
AAAA  David Maez Rio Grande 1:56.54,,,
AAA Sal Garcia Socorro 1:59.61,,,
AA Joe Cajero Jemez Valley 2:02.20,,,
A Jesse Orozco Dora 2:06.62,,,
,,,
1500 M Run,,,
Class Name School  Time,,,
AAAA  Willie Sisneros Eldorado 3:59.40,,,
AAA Bob Cisco Ruidoso 4:07.31,,,
AA Wesley Begay  Newcomb 4:17.22,,,
A Carlos Mendoza Tatum  4:20.25,,,
,,,
3000 M Run,,,
Class Name School  Time,,,
AAAA  Glen Morgan Del Norte 8:54.40,,,
AAA Bob Cisco Ruidoso 9:04.14,,,
AA Henry Martinez Mesa Vista 9:29.57,,,
A Manuel Mendoza Tatum  9:49.38,,,
110 M High Hurdles,,,
Class Name,School,Time,
AAAA  Shawn Taylor,Eldorado,14.2,
AAA Robt Haynes,Bloomfield,14.87,
AA Mike Moreno,Animas,15.07,
A Alton Shields,Floyd,15.99,
,,,
300 M Hurdles,,,
Class Name,School,Time,
AAAA  Shawn Taylor,Eldorado,38.14,
AAA Richard Blazuvich,Grants,39.4,
,,,
165 M Low Hurdles (30”),,,
Class Name,School,Time,
AA Mike Moreno,Animas,20.84,
A Steve Wulkey,Corona,20.95,
,,,
400 M Relay,,,
Class,School,Time,
AAAA,Highland,42.49,
AAA,Moriarty,43.85,
AA,Estancia,45.55,
A,Cliff,45.55,
,,,
800 M Relay,,,
Class,School,Time,
AAAA,Mayfield,01:27.4,
AAA,Silver,01:31.3,
AA,Lordsburg,01:35.2,
A,Tatum,01:33.0,
,,,
1600 M Relay Medley,,,
Class,School,Time,
AAAA,Farmington,03:33.4,
AAA,Belen,03:35.7,
AA,Estancia,03:47.6,
A,Corona,03:46.4,
,,,
1600 M Relay,,,
Class,School,Time,
AAAA,Hobbs,03:18.2,
AAA,Lovington,03:24.3,
AA,Estancia,03:30.9,
A,Tatum,,
Shot Put,,,
Class Name,,School,Distance
AAAA  Pete Rosandich,,Sandia,58’-07.25”
AAA Robert Gonzales,,Lovington,55’-00.75”
AA Dan Flores,,Santa Rosa,48’-03.75”
A Tommy Boarman,,Texico,49’-11.50”
,,,
Discus,,,
Class Name,,School,Distance
AAAA  Pete Rosandich,,Sandia,166’-11.00”
AAA Karl Von Mohr,,N.M.M.I,148’-04.00”
AA Warren Sidwell,,Tularosa,118’-08.00”
A Bobby Salazar,,Tatum,143’-08.00”
,,,
Long Jump,,,
Class Name,,School,Distance
AAAA  Kelly Nitford,,Manzano,22’-10.00”
AAA Greg William,,Sandia Prep,21’-00.50”
AA Randy Murray,,Estancia,21’-04.25”
A Larry Hilliard,,Tatum,21’-11.00”
,,,
High Jump,,,
Class Name,,School,Distance
AAAA  Hugh Smith,,Hobbs,6’-08.00”
AAA Jim Lardi,,Kirtland Central,6’-06.00”
AA Mike Manos,,Clayton,6’-06.00”
A Tony Bell,,Cloudcroft,6’-07.25”
,,,
Pole Vault,,,
Class Name,,School,Distance
AAAA  Kelly Nitford,,Manzano,13’-06.00”
AAA David Shirley,,Deming,13’-00.00”
AA Bobby Bates,,Eunice,13’-00.00”
A Glen Sullivan,,Cliff,12’-00.00”
,,,
Javelin,,,
Class Name,,School,Distance
AAAA  Esa Reinikka,,Farmington,206’-07.00”
AAA Danny Trujillo,,Hot Springs,148’-04.00”
AA Godfrey Cordova,,Tularosa,167’-01.00”
A Gary Cox,,Cloudcroft,175’-04.00”
1983 Boys Track & Field State Champions,,,
,,,
,,,
100 M Dash,,,
Class Name School  Time,,,
AAAA  Fred Grace Del Norte 10.80,,,
AAA Darryl Foutz Kirtland Central 10.70,,,
AA Eric Stokes Jal 11.28,,,
A Jeff Hunt Mountainair 11.35,,,
,,,
200 M Dash,,,
Class Name School  Time,,,
AAAA  Mark Wheeler  Eldorado 21.88,,,
AAA Darryl Foutz Kirtland Central 22.60,,,
AA Doyle Shirley  Estancia 22.89,,,
A Paul Sullivan Capitan 23.23,,,
,,,
400 M Dash,,,
Class Name School  Time,,,
AAAA  Robert Grimes Clovis  49.00,,,
AAA Danny Shilots  N.M.M.I 51.00,,,
AA Doyle Shirley  Estancia 49.31,,,
A John Rouche Carrizozo 52.57,,,
,,,
800 M Dash,,,
Class Name School  Time,,,
AAAA  James Beverly  Farmington 1:54.26,,,
AAA Joe Barta Los Lunas 1:58.18,,,
AA Louie Gorduno Pecos 2:04.22,,,
A Steve Strange  Cliff 2:04.62,,,
,,,
1500 M Run,,,
Class Name School  Time,,,
AAAA  Rich Dissly Los Alamos 4:02.40,,,
AAA Joel Lee Aztec 4:15.79,,,
AA Durwin Sauer  Estancia 4:14.83,,,
A Johnny Stanbrough Cloudcroft 4:21.58,,,
,,,
3000 M Run,,,
Class Name School  Time,,,
AAAA  Simon Gutierrez Del Norte 8:52.53,,,
AAA Caroll Ellington Bloomfield 9:10.72,,,
AA Francis Sarracino Jemez 9:04.97,,,
A Chester Brown Rehoboth 9:29.34,,,
110 M High Hurdles,,,
Class Name,School,Time,
AAAA  Charlie Clark,Goddard,14.18,
AAA Joe Vasquez,Silver,14.21,
AA Jimmy Swanson,Jal,15.62,
A Robert Parker,Capitan,15.08,
,,,
300 M Hurdles,,,
Class Name,School,Time,
AAAA  John White,Carlsbad,40.56,
AAA Rod David,Tucumcari,39.94,
,,,
165 M Low Hurdles (30”),,,
Class Name,School,Time,
AA Jimmy Swanson,Jal,21.07,
A Brad Steward,Texico,20.87,
,,,
400 M Relay,,,
Class,School,Time,
AAAA,Highland,42.1,
AAA,Lovington,43.5,
AA,Moriarty,44.73,
A,Hope,44.95,
,,,
800 M Relay,,,
Class,School,Time,
AAAA,Eldorado,01:29.9,
AAA,Hot Springs,01:31.6,
AA,Moriarty,01:32.9,
A,Mountainair,01:33.3,
,,,
1600 M Relay Medley,,,
Class,School,Time,
AAAA,Hobbs,03:33.1,
AAA,Tucumcari,03:41.9,
AA,Estancia,03:44.8,
A,Santa Fe Prep,03:43.2,
,,,
1600 M Relay,,,
Class,School,Time,
AAAA,Hobbs,03:22.6,
AAA,Hot Springs,03:25.0,
AA,Estancia,03:31.3,
A,Capitan,03:33.4,
Shot Put,,,
Class Name,,School,Distance
AAAA  Fred Mady,,Sandia,62’-11.25”
AAA Steve Ellison,,Lovington,49’-00.00”
AA Wade Fischer,,Moriarty,50’-08.75”
A Tommy Boarman,,Texico,47’-09.50”
,,,
Discus,,,
Class Name,,School,Distance
AAAA  Fred Mady,,Sandia,164’-05.00”
AAA Steve Ellison,,Lovington,134’-00.00”
AA John Fallon,,Ft. Sumner,135’-10.00”
A Tommy Boarman,,Texico,135’-01.00”
,,,
Long Jump,,,
Class Name,,School,Distance
AAAA  Marty Trujillo,,Belen,24’-03.50”
AAA David Rod,,Tucumcari,22’-11.00”
AA Danny Valdez,,Penasco,20’-10.50”
A Terry Ellis,,Santa Fe Prep,20’-10.75”
,,,
High Jump,,,
Class Name,,School,Distance
AAAA  Rick Romero,,Highland,6’-08.00”
AAA Eric McCaleb,,Artesia,6’-02.00”
AA Bob Austin,,Clayton,6’-04.00”
A Larry Powell,,Grady,6’-04.00”
,,,
Pole Vault,,,
Class Name,,School,Distance
AAAA  Quinn Spurlock,,Hobbs,14’-00.00”
AAA Jim Nugent,,Lovington,13’-06.00”
AA John Trujillo,,Moriarty,13’-00.00”
A Dwayne Larson,,Reserve,12’-06.00”
,,,
Javelin,,,
Class Name,,School,Distance
AAAA  H.R. McAdams,,Mayfield,203’-09.00”
AAA Steve Ellison,,Lovington,188’-09.00”
AA Wade Fischer,,Moriarty,175’-09.00”
A Jessie Olivas,,Hagerman,169’-04.00”
1982 Boys Track & Field State Champions,,,
,,,
,,,
100 M Dash,,,
Class Name School  Time,,,
AAAA  Henry Hooker  West Mesa  11.03,,,
AAA Mark Dunn  Lovington 10.97,,,
AA Ken Suazo McCurdy 11.89,,,
A Todd Reed  Hope 11.57,,,
,,,
200 M Dash,,,
Class Name School  Time,,,
AAAA  Henry Hooker  West Mesa 21.91,,,
AAA James Hilliard  Lovington 21.92,,,
AA Kenny Rodriguez Cuba 22.92,,,
A Todd Reed Hope 23.28,,,
,,,
400 M Dash,,,
Class Name School  Time,,,
AAAA  Tony Jones Goddard 48.62,,,
AAA James Hilliard  Lovington 50.18,,,
AA James Medina  Questa  50.55,,,
A Phillip Esquibel Roy 50.20,,,
,,,
800 M Dash,,,
Class Name School  Time,,,
AAAA  James Beverly  Farmington 1:54.4,,,
AAA Mike Leyba Cobre 1:59.06,,,
AA Gary Maestas  McCurdy 2:00.89,,,
A James Annon Santa Fe Prep  2:04.05,,,
,,,
1500 M Run,,,
Class Name School  Time,,,
AAAA  Larry Concho  Del Norte 4:03.66,,,
AAA Robert Ferguson Tucumcari 4:06.55,,,
AA Gary Maestas  McCurdy 4:15.76,,,
A Johnny Stanbrough Cloudcroft 4:22.59,,,
,,,
3000 M Run,,,
Class Name School  Time,,,
AAAA  Mike Comstock Del Norte 8:49.52,,,
AAA Gallegos Robertson 8:58.60,,,
AA Francis Surracino Jemez 9:15.09,,,
A Jim Day Santa Fe Prep  9:42.83,,,
110 M High Hurdles,,,
Class Name,School,Time,
AAAA  Carlos Fuentes,Hobbs,14.57,
AAA Mark Dunn,Lovington,14.48,
AA Eddy Hancock,Dexter,16.15,
A Mike Leyba,Quemado,15.82,
,,,
300 M Hurdles,,,
Class Name,School,Time,
AAAA  Franklin Taylor,Clovis,37.74,
AAA Armando Reyes,Deming,41.33,
,,,
165 M Low Hurdles (30”),,,
Class Name,School,Time,
AA Bob Austin,Clayton,21.85,
A Peter Quintana,Roy,21.71,
,,,
400 M Relay,,,
Class,School,Time,
AAAA  Tie,Highland,42.15,
Tie,West Mesa,42.15,
AAA,Lovington,43.6,
AA,Clayton,44.82,
A,Reserve,45.67,
,,,
800 M Relay,,,
Class,School,Time,
AAAA,West Mesa,01:28.9,
AAA,Lovington,01:30.5,
AA,Clayton,01:31.9,
A,Reserve,01:34.3,
,,,
1600 M Relay Medley,,,
Class,School,Time,
AAAA,Alamogordo,03:31.9,
AAA,Academy,03:35.5,
AA,Santa Rosa,03:44.2,
A,Roy,03:45.4,
,,,
1600 M Relay,,,
Class,School,Time,
AAAA,Highland,03:21.0,
AAA,Academy,03:26.9,
AA,Clayton,03:31.3,
A,Cliff,03:31.2,
Shot Put,,,
Class Name,,School,Distance
AAAA  Fred Mady,,Sandia,53’-09.50”
AAA Peter Rosandich,,Academy,53’-09.50”
AA Wesley Prapps,,Fort Sumner,47’-01.50”
A Bert Shelley,,Cliff,44’-09.50”
,,,
Discus,,,
Class Name,,School,Distance
AAAA  Fred Mady,,Sandia,160’-03.00”
AAA Lewis Reagan,,Tucumcari,153’-01.00”
AA Wade Fisher,,Moriarty,134’-10.00”
A Bobby Dickerson,,Cliff,132’-11.00”
,,,
Long Jump,,,
Class Name,,School,Distance
AAAA  Ray Harris,,Clovis,23’-05.75”
AAA Mark Dunn,,Lovington,22’-04.00”
AA James Cleaver,,Fort Sumner,20’-11.00”
A Micheal Blea,,Roy,21’-03.25”
,,,
High Jump,,,
Class Name,,School,Distance
AAAA  Scott Ledbetter,,Farmington,6’-10.00”
AAA Terry Hunter,,Tucumcarri,6’-02.00”
AA Bob Austin,,Clayton,6’-04.00”
A Robert Parker,,Capitan,6’-02.00”
,,,
Pole Vault,,,
Class Name,,School,Distance
AAAA  Zamora,,Manzano,14’-00.00”
AAA Vince Manwell,,Aztec,13’-00.00”
AA Andy Sigala,,Moriarty,12’-06.00”
A Jeff Medlin,,Tatum,13’-00.00”
,,,
Javelin,,,
Class Name,,School,Distance
AAAA  Mike McVey,,Sandia,193’-04.00”
AAA Troy Brown,,Tucumcari,184’-00.00”
AA Dave Edwards,,McCurdy,182’-11.00”
A Jessie Olivas,,Hagerman,166’-04.00”
1981 Boys Track & Field State Champions,,,
,,,
,,,
100 M Dash,,,
Class Name School  Time,,,
AAAA  Ruben Berry Hobbs10.54,,,
AAA Frank Mims  Lovington 10.99,,,
AA Brent Gage  Jal 10.95,,,
A Paul RicharteCliff 10.66,,,
,,,
200 M Dash,,,
Class Name School  Time,,,
AAAA  Ruben Berry Hobbs  21.49,,,
AAA Mark Gage  Portales 22.30,,,
AA Brent Gage Jal 24.05,,,
A Paul Richarte Cliff 23.66,,,
,,,
400 M Dash,,,
Class Name School  Time,,,
AAAA  Tony Jones Goddard 49.19,,,
AAA Wes Hawk Portales 50.30,,,
AA Hillary Serano  Santa Rosa  53.08,,,
A Phillip Esquibel Roy 52.06,,,
,,,
800 M Dash,,,
Class Name School  Time,,,
AAAA  Marty Labrado Gadsden 1:54.81,,,
AAA Chuck Hawley Socorro 1:59.27,,,
AA R. Emerson Crownpoint 2:02.31,,,
A Eddie De Herrera Roy 2:05.58,,,
,,,
1500 M Run,,,
Class Name School  Time,,,
AAAA  Larry Concho  Del Norte 4:02.48,,,
AAA Robert Ferguson Tucumcari 4:11.85,,,
AA Harley Coriz St. Catherine’s 4:08.46,,,
A Carlos Alarcon Cloudcroft 4:30.98,,,
,,,
3000 M Run,,,
Class Name School  Time,,,
AAAA  Mike Comstock Del Norte 8:45.28,,,
AAA Mike Pecos Bernalillo 9:03.90,,,
AA Harley Coriz St. Catherine’s 9:18.82,,,
A Eloy Archuleta Mosquero 9:48.50,,,
110 M High Hurdles,,,
Class Name,School,Time,
AAAA  Robbie Humbles,Eldorado,14.21,
