MEET, ,EVENT,YEAR,PLACING,ATHLETE,SCHOOL,PERFORMANCE,,,,FN,
States,,300 Meter Hurdles,2017,14,"Fitzpatrick, Paige",Mount Saint Charles,50.05,,,,,
States,,300 Meter Hurdles,2017,15,"Robichaud, Morgan",Coventry,50.44,,,,,
States,,300 Meter Hurdles,2017,16,"DePina, Shakira",Cumberland,50.45,,,,,
States,,300 Meter Hurdles,2017,17,"Cetera, Anna",Pilgrim,51.94,,,,,
States,,300 Meter Hurdles,2017,18,"Cloud, Ti-aija",Mount Pleasant,53.84,,,,,
States,,100 Meters,2017,1,"Harlan, Quinn",Woonsocket,12.44,12.77 trial,,,,
States,,100 Meters,2017,2,"Gentil, Isabella",East Greenwich,12.56,12.53 trial,,,,
States,,100 Meters,2017,3,"Santee, Emma",Westerly,12.78,12.85 trial,,,,
States,,100 Meters,2017,4,"Roderick, Aleyjah",Central,13.05,12.99 trial,,,,
States,,100 Meters,2017,5,"Preston, Fayelyn",East Greenwich,13.18,13.12 trial,,,,
States,,100 Meters,2017,6,"Turnbull, Maya",West Warwick,13.21,13.01 trial,,,,
States,,100 Meters,2017,7,"Dakalah, Henraziah",Central,13.22,13.23 trial,,,,
States,,100 Meters,2017,8,"Montagano, Alexandria",LaSalle,13.23,13.30 trial,,,,
States,,100 Meters,2017,9,"Tousignant, Hannah",Mount Saint Charles,,13.36 trial,,,,
States,,100 Meters,2017,10,"Moretti, Jaime",Pilgrim,,13.42 trial,,,,
States,,100 Meters,2017,11,"Howard, K'Yana",Rogers,,13.44 trial,,,,
States,,100 Meters,2017,12,"Malnerich, Alexis",Barrington,,13.44 trial,,,,
States,,100 Meters,2017,13,"Biliouris, Katheryn",West Warwick,,13.49 trial,,,,
States,,100 Meters,2017,14,"Grear, Hawa",Juanita Sanchez,,13.50 trial,,,,
States,,100 Meters,2017,15,"Bakare, Oluwatobi",Juanita Sanchez,,13.51 trial,,,,
States,,100 Meters,2017,16,"Collins, Claire",LaSalle,,13.53 trial,,,,
States,,100 Meters,2017,17,"Santos, Teyana",Classical,,13.54 trial,,,,
States,,100 Meters,2017,18,"Wall, McKenna",Narragansett,,13.57 trial,,,,
States,,100 Meters,2017,19,"Gwann, Destiny",LaSalle,,13.62 trial,,,,
States,,100 Meters,2017,20,"Howie, Zaylia",Central,,13.70 trial,,,,
States,,100 Meters,2017,21,"Stamatakos, Tiffany",LaSalle,,13.72 trial,,,,
States,,100 Meters,2017,22,"Butziger, Kate",East Greenwich,,13.74 trial,,,,
States,,100 Meters,2017,23,"Libutti, Devon",North Kingstown,,13.76 trial,,,,
States,,100 Meters,2017,x,"Hayes, Trinity",Mount Pleasant,,DQ trial,,,,
States,,200 Meters,2017,1,"Gentil, Isabella",East Greenwich,24.74,25.65 trial,,,,
States,,200 Meters,2017,2,"Harlan, Quinn",Woonsocket,24.78,25.98 trial,,,,
States,,200 Meters,2017,3,"Santee, Emma",Westerly,25.49,26.20 trial,,,,
States,,200 Meters,2017,4,"Mews, Rachel",Central,25.61,25.98 trial,,,,
States,,200 Meters,2017,5,"Murphy, Laura",East Greenwich,25.66,26.06 trial,,,,
States,,200 Meters,2017,6,"Nicholson, Ashley",Smithfield,26.13,26.58 trial,,,,
States,,200 Meters,2017,7,"Hayes, Trinity",Mount Pleasant,,26.78 trial,,,,
States,,200 Meters,2017,8,"Roderick, Aleyjah",Central,,26.82 trial,,,,
States,,200 Meters,2017,9,"Green, Grayson",LaSalle,,27.09 trial,,,,
States,,200 Meters,2017,10,"Walker, Margaret",Classical,,27.28 trial,,,,
States,,200 Meters,2017,11,"Dakalah, Henraziah",Central,,27.31 trial,,,,
States,,200 Meters,2017,12,"Barrows, Aliya",St. Mary's - Bayview,,27.46 trial,,,,
States,,200 Meters,2017,13,"Collins, Claire",LaSalle,,27.49 trial,,,,
States,,200 Meters,2017,14,"Howard, K'Yana",Rogers,,27.76 trial,,,,
States,,200 Meters,2017,15,"Middleton, Olivia",Barrington,,27.81 trial,,,,
States,,200 Meters,2017,16,"Walter, Abigail",Barrington,,28.05 trial,,,,
States,,200 Meters,2017,17,"O'Connor, Hanna",St. Mary's - Bayview,,28.34 trial,,,,
States,,200 Meters,2017,18,"Wilson, Caroline",LaSalle,,28.35 trial,,,,
States,,400 Meters,2017,1,"Murphy, Laura",East Greenwich,57.33,,,,,
States,,400 Meters,2017,2,"Barrows, Aliya",St. Mary's - Bayview,57.79,,,,,
States,,400 Meters,2017,3,"Hall-Thomsen, Helena",Westerly,58.64,,,,,
States,,400 Meters,2017,4,"Whalen, Eileen",Mount Saint Charles,59.15,,,,,
States,,400 Meters,2017,5,"McKiernan, Bridget",Classical,59.30,,,,,
States,,400 Meters,2017,6,"Hayes, Trinity",Mount Pleasant,59.34,,,,,
States,,400 Meters,2017,7,"Federico, Sydney",Westerly,1:00.20,,,,,
States,,400 Meters,2017,8,"O'Connor, Hanna",St. Mary's - Bayview,1:00.24,,,,,
States,,400 Meters,2017,9,"Howarth, Julia",Barrington,1:00.75,,,,,
States,,400 Meters,2017,10,"Tousignant, Hannah",Mount Saint Charles,1:01.19,,,,,
States,,400 Meters,2017,11,"Maguire, Meghann",North Kingstown,1:01.38,,,,,
States,,400 Meters,2017,12,"Vallely, MacKenzie",Cumberland,1:01.68,,,,,
States,,400 Meters,2017,13,"Badji, Hasna",East Providence,1:01.84,,,,,
States,,400 Meters,2017,14,"Caruolo, Caleigh",Prout,1:02.06,,,,,
States,,400 Meters,2017,15,"Popovic, Sarah",North Kingstown,1:02.24,,,,,
States,,400 Meters,2017,16,"Letizio, Elizabeth",Westerly,1:02.64,,,,,
States,,400 Meters,2017,17,"Hazard, Shaniah",East Providence,1:04.02,,,,,
States,,800 Meters,2017,1,"Merrill, Nikki",Portsmouth,2:14.99,,,,,
States,,800 Meters,2017,2,"Burr, Randi",Westerly,2:16.96,,,,,
States,,800 Meters,2017,3,"Zitzmann, Katherine",Barrington,2:18.18,,,,,
States,,800 Meters,2017,4,"Maynard, Sophia",Toll Gate,2:18.43,,,,,
States,,800 Meters,2017,5,"Valdez, Lisbeth",Hope,2:19.24,,,,,
States,,800 Meters,2017,6,"Valdez, Leinni",Hope,2:19.78,,,,,
States,,800 Meters,2017,7,"Bagus, Sydney",Smithfield,2:20.63,,,,,
States,,800 Meters,2017,8,"Livingston, Caroline",Barrington,2:21.47,,,,,
States,,800 Meters,2017,9,"Wilson, Emily",LaSalle,2:23.82,,,,,
States,,800 Meters,2017,10,"DiFazio, Heather",Cranston West,2:26.36,,,,,
States,,800 Meters,2017,11,"Shunney, Bryn",East Greenwich,2:27.22,,,,,
States,,800 Meters,2017,12,"Walsh, Alyson",LaSalle,2:27.49,,,,,
States,,800 Meters,2017,13,"Long, Christy",East Providence,2:28.02,,,,,
States,,800 Meters,2017,14,"Thurley, Victoria",North Smithfield,2:28.95,,,,,
States,,800 Meters,2017,15,"Celica, Gabriella",LaSalle,2:29.17,,,,,
States,,800 Meters,2017,16,"Jacobs, Lauren",Coventry,2:30.06,,,,,
States,,800 Meters,2017,17,"Salvadore, Lauren",East Greenwich,2:34.14,,,,,
States,,1500 Meters,2017,1,"Merrill, Nikki",Portsmouth,4:29.70,,,,,
States,,1500 Meters,2017,2,"Kane, Emily",LaSalle,4:31.94,,,,,
States,,1500 Meters,2017,3,"Burr, Randi",Westerly,4:36.54,,,,,
States,,1500 Meters,2017,4,"Zitzmann, Katherine",Barrington,4:40.70,,,,,
States,,1500 Meters,2017,5,"Sullivan, Elizabeth",Portsmouth,4:42.75,,,,,
States,,1500 Meters,2017,6,"Livingston, Caroline",Barrington,4:48.87,,,,,
States,,1500 Meters,2017,7,"Henson, Grace",Cumberland,5:00.63,,,,,
States,,1500 Meters,2017,8,"Ho, Katarina",North Kingstown,5:06.53,,,,,
States,,1500 Meters,2017,9,"Bain, Sarah",St. Mary's - Bayview,5:12.92,,,,,
States,,3000 Meters,2017,1,"Kane, Emily",LaSalle,10:07.35,,,,,
States,,3000 Meters,2017,2,"Sullivan, Elizabeth",Portsmouth,10:18.66,,,,,
States,,3000 Meters,2017,3,"Allen, Olive",Portsmouth,10:20.70,,,,,
States,,3000 Meters,2017,4,"Nunnery, Lily",North Kingstown,10:22.51,,,,,
States,,3000 Meters,2017,5,"Cousineau, Shayna",Cranston East,10:31.23,,,,,
States,,3000 Meters,2017,6,"Dempsey, Julia",Cumberland,10:33.59,,,,,
States,,3000 Meters,2017,7,"Treanor, Una",Smithfield,10:41.01,,,,,
States,,3000 Meters,2017,8,"Hanlon, Claire",St. Mary's - Bayview,10:46.98,,,,,
States,,3000 Meters,2017,9,"Richard, Aliza",Burrillville,10:47.06,,,,,
States,,3000 Meters,2017,10,"Anderson, Adah",Cumberland,10:48.05,,,,,
States,,3000 Meters,2017,11,"Randall, Caitlin",Coventry,11:00.61,,,,,
States,,3000 Meters,2017,12,"LaCroix, Elizabeth",Chariho,11:06.03,,,,,
States,,3000 Meters,2017,13,"Maio, Ashlyn",Smithfield,11:07.05,,,,,
States,,3000 Meters,2017,14,"Chace, Wyndom",North Kingstown,11:11.39,,,,,
States,,3000 Meters,2017,15,"Fish, Kyle",South Kingstown,11:19.60,,,,,
States,,3000 Meters,2017,16,"Sefranek, Lily",Barrington,11:23.89,,,,,
States,,3000 Meters,2017,17,"Shaw, Emma",St. Mary's - Bayview,11:40.98,,,,,
States,,3000 Meters,2017,18,"MacDonald, Emma",East Greenwich,11:42.34,,,,,
States,,400 Meter Relay,2017,1,"Cox, Leila",Westerly,50.05,,,,,
States,,400 Meter Relay,2017,1,"Santee, Emma",Westerly,,,,,,
States,,400 Meter Relay,2017,1,"Federico, Sydney",Westerly,,,,,,
States,,400 Meter Relay,2017,1,"Hall-Thomsen, Helena",Westerly,,,,,,
States,,400 Meter Relay,2017,2,"Dakalah, Henraziah",Central,50.30,,,,,
States,,400 Meter Relay,2017,2,"Howie, Zaylia",Central,,,,,,
States,,400 Meter Relay,2017,2,"Mews, Rachel",Central,,,,,,
States,,400 Meter Relay,2017,2,"Roderick, Aleyjah",Central,,,,,,
States,,400 Meter Relay,2017,3,"Collins, Claire",LaSalle,50.42,,,,,
States,,400 Meter Relay,2017,3,"Green, Grayson",LaSalle,,,,,,
States,,400 Meter Relay,2017,3,"Hagerty, Samantha",LaSalle,,,,,,
States,,400 Meter Relay,2017,3,"Montagano, Alexandria",LaSalle,,,,,,
States,,400 Meter Relay,2017,4,"Abbott, Erin",Barrington,50.95,,,,,
States,,400 Meter Relay,2017,4,"Walter, Jillian",Barrington,,,,,,
States,,400 Meter Relay,2017,4,"Malnerich, Alexis",Barrington,,,,,,
States,,400 Meter Relay,2017,4,"Middleton, Olivia",Barrington,,,,,,
States,,400 Meter Relay,2017,5,"Young, Brooke",West Warwick,51.27,,,,,
States,,400 Meter Relay,2017,5,"Turnbull, Maya",West Warwick,,,,,,
States,,400 Meter Relay,2017,5,"Scott, Shalyne",West Warwick,,,,,,
States,,400 Meter Relay,2017,5,"Biliouris, Katheryn",West Warwick,,,,,,
States,,400 Meter Relay,2017,6,"Beaudry, Grace",Smithfield,51.60,,,,,
States,,400 Meter Relay,2017,6,"Melaragno, Sarah",Smithfield,,,,,,
States,,400 Meter Relay,2017,6,"Nicholson, Ashley",Smithfield,,,,,,
States,,400 Meter Relay,2017,6,"Nicholson, Jessica",Smithfield,,,,,,
States,,400 Meter Relay,2017,7,"Grear, Hawa",Juanita Sanchez,51.85,,,,,
States,,400 Meter Relay,2017,7,"Parra, Jennifer",Juanita Sanchez,,,,,,
States,,400 Meter Relay,2017,7,"Reyes, Denise",Juanita Sanchez,,,,,,
States,,400 Meter Relay,2017,7,"Bakare, Oluwatobi",Juanita Sanchez,,,,,,
States,,400 Meter Relay,2017,8,"Harvie, Alayna",Cranston West,52.22,,,,,
States,,400 Meter Relay,2017,8,"Kenneally, Megan",Cranston West,,,,,,
States,,400 Meter Relay,2017,8,"Plage, Morgan",Cranston West,,,,,,
States,,400 Meter Relay,2017,8,"Veng, Leonna",Cranston West,,,,,,
States,,400 Meter Relay,2017,9,"Schmid, Marina",Mount Saint Charles,52.29,,,,,
States,,400 Meter Relay,2017,9,"Whalen, Eileen",Mount Saint Charles,,,,,,
States,,400 Meter Relay,2017,9,"Fitzpatrick, Paige",Mount Saint Charles,,,,,,
States,,400 Meter Relay,2017,9,"Tousignant, Hannah",Mount Saint Charles,,,,,,
States,,400 Meter Relay,2017,10,"Moretti, Jaime",Pilgrim,52.41,,,,,
States,,400 Meter Relay,2017,10,"Diefenbach, Taylor",Pilgrim,,,,,,
States,,400 Meter Relay,2017,10,"Conti, Julia",Pilgrim,,,,,,
States,,400 Meter Relay,2017,10,"Perdereaux, Ilana",Pilgrim,,,,,,
States,,400 Meter Relay,2017,11,"Cloud, Ti-aija",Mount Pleasant,53.80,,,,,
States,,400 Meter Relay,2017,11,"Hayes, Trinity",Mount Pleasant,,,,,,
States,,400 Meter Relay,2017,11,"Gibson, Da'naysiah",Mount Pleasant,,,,,,
States,,400 Meter Relay,2017,11,"Gaye, Marvina",Mount Pleasant,,,,,,
States,,400 Meter Relay,2017,x,"Gentil, Isabella",East Greenwich,DQ,,,,,
States,,400 Meter Relay,2017,x,"Murphy, Laura",East Greenwich,,,,,,
States,,400 Meter Relay,2017,x,"Preston, Fayelyn",East Greenwich,,,,,,
States,,400 Meter Relay,2017,x,"Butziger, Kate",East Greenwich,,,,,,
States,,1600 Meter Relay,2017,1,"Gentil, Isabella",East Greenwich,4:00.15,,,,,
States,,1600 Meter Relay,2017,1,"Greineder, Clare",East Greenwich,,,,,,
States,,1600 Meter Relay,2017,1,"Murphy, Laura",East Greenwich,,,,,,
States,,1600 Meter Relay,2017,1,"Reilly, Caroline",East Greenwich,,,,,,
States,,1600 Meter Relay,2017,2,"Federico, Sydney",Westerly,4:01.39,,,,,
States,,1600 Meter Relay,2017,2,"Murray, Jaime",Westerly,,,,,,
States,,1600 Meter Relay,2017,2,"Burr, Randi",Westerly,,,,,,
States,,1600 Meter Relay,2017,2,"Hall-Thomsen, Helena",Westerly,,,,,,
States,,1600 Meter Relay,2017,3,"Schmid, Marina",Mount Saint Charles,4:07.42,,,,,
States,,1600 Meter Relay,2017,3,"Whalen, Eileen",Mount Saint Charles,,,,,,
States,,1600 Meter Relay,2017,3,"Cournoyer, Faye",Mount Saint Charles,,,,,,
States,,1600 Meter Relay,2017,3,"Tousignant, Hannah",Mount Saint Charles,,,,,,
States,,1600 Meter Relay,2017,4,"O'Connor, Hanna",St. Mary's - Bayview,4:09.31,,,,,
States,,1600 Meter Relay,2017,4,"Murphy, Caitlyn",St. Mary's - Bayview,,,,,,
States,,1600 Meter Relay,2017,4,"Granatiero, Olivia",St. Mary's - Bayview,,,,,,
States,,1600 Meter Relay,2017,4,"Barrows, Aliya",St. Mary's - Bayview,,,,,,
States,,1600 Meter Relay,2017,5,"Popovic, Sarah",North Kingstown,4:09.80,,,,,
States,,1600 Meter Relay,2017,5,"Sammartino, Emma",North Kingstown,,,,,,
States,,1600 Meter Relay,2017,5,"Martinez, Shileigh",North Kingstown,,,,,,
States,,1600 Meter Relay,2017,5,"Maguire, Meghann",North Kingstown,,,,,,
States,,1600 Meter Relay,2017,6,"Cooke, Noelle",Barrington,4:10.58,,,,,
States,,1600 Meter Relay,2017,6,"Howarth, Julia",Barrington,,,,,,
States,,1600 Meter Relay,2017,6,"Zitzmann, Katherine",Barrington,,,,,,
States,,1600 Meter Relay,2017,6,"Livingston, Caroline",Barrington,,,,,,
States,,1600 Meter Relay,2017,7,"Wall, McKenna",Narragansett,4:13.91,,,,,
States,,1600 Meter Relay,2017,7,"Flint, Taylor",Narragansett,,,,,,
States,,1600 Meter Relay,2017,7,"McPhillips, Christina",Narragansett,,,,,,
States,,1600 Meter Relay,2017,7,"Melnick, Mollie",Narragansett,,,,,,
States,,1600 Meter Relay,2017,8,"Andrade, Julia",East Providence,4:16.90,,,,,
States,,1600 Meter Relay,2017,8,"Badji, Hasna",East Providence,,,,,,
States,,1600 Meter Relay,2017,8,"Long, Christy",East Providence,,,,,,
States,,1600 Meter Relay,2017,8,"Hazard, Shaniah",East Providence,,,,,,
States,,1600 Meter Relay,2017,9,"Jacobs, Lauren",Coventry,4:18.35,,,,,
States,,1600 Meter Relay,2017,9,"Messier, Jordan",Coventry,,,,,,
States,,1600 Meter Relay,2017,9,"Regine, Isabella",Coventry,,,,,,
States,,1600 Meter Relay,2017,9,"Robichaud, Morgan",Coventry,,,,,,
States,,1600 Meter Relay,2017,10,"Turnbull, Maya",West Warwick,4:18.93,,,,,
States,,1600 Meter Relay,2017,10,"Scott, Shalyne",West Warwick,,,,,,
States,,1600 Meter Relay,2017,10,"Biliouris, Katheryn",West Warwick,,,,,,
States,,1600 Meter Relay,2017,10,"Kozlin, Kayla",West Warwick,,,,,,
States,,1600 Meter Relay,2017,11,"Allen, Olive",Portsmouth,4:19.55,,,,,
States,,1600 Meter Relay,2017,11,"McManus, Mariana",Portsmouth,,,,,,
States,,1600 Meter Relay,2017,11,"Merrill, Nikki",Portsmouth,,,,,,
States,,1600 Meter Relay,2017,11,"Sullivan, Elizabeth",Portsmouth,,,,,,
States,,3200 Meter Relay,2017,1,"Allen, Olive",Portsmouth,9:22.17,,,,,
States,,3200 Meter Relay,2017,1,"Merrill, Nikki",Portsmouth,,,,,,
States,,3200 Meter Relay,2017,1,"Driscoll, Maura",Portsmouth,,,,,,
States,,3200 Meter Relay,2017,1,"Sullivan, Elizabeth",Portsmouth,,,,,,
States,,3200 Meter Relay,2017,2,"Murray, Jaime",Westerly,9:25.75,,,,,
States,,3200 Meter Relay,2017,2,"Murdock, Abigail",Westerly,,,,,,
States,,3200 Meter Relay,2017,2,"Cummings, Kata",Westerly,,,,,,
States,,3200 Meter Relay,2017,2,"Burr, Randi",Westerly,,,,,,
States,,3200 Meter Relay,2017,3,"Ho, Katarina",North Kingstown,9:28.66,,,,,
States,,3200 Meter Relay,2017,3,"MacKrell, Molly",North Kingstown,,,,,,
States,,3200 Meter Relay,2017,3,"Maguire, Meghann",North Kingstown,,,,,,
States,,3200 Meter Relay,2017,3,"Sammartino, Emma",North Kingstown,,,,,,
States,,3200 Meter Relay,2017,4,"Walsh, Alyson",LaSalle,9:35.10,,,,,
States,,3200 Meter Relay,2017,4,"Wilson, Emily",LaSalle,,,,,,
States,,3200 Meter Relay,2017,4,"Babineau, Kate",LaSalle,,,,,,
States,,3200 Meter Relay,2017,4,"Celico, Gabriella",LaSalle,,,,,,
States,,3200 Meter Relay,2017,5,"Bain, Sarah",St. Mary's - Bayview,9:56.83,,,,,
States,,3200 Meter Relay,2017,5,"Murphy, Caitlyn",St. Mary's - Bayview,,,,,,
States,,3200 Meter Relay,2017,5,"Hanlon, Claire",St. Mary's - Bayview,,,,,,
States,,3200 Meter Relay,2017,5,"Shaw, Emma",St. Mary's - Bayview,,,,,,
States,,3200 Meter Relay,2017,6,"Bagus, Sydney",Smithfield,9:59.54,,,,,
States,,3200 Meter Relay,2017,6,"Maio, Ashlyn",Smithfield,,,,,,
States,,3200 Meter Relay,2017,6,"Treanor, Una",Smithfield,,,,,,
States,,3200 Meter Relay,2017,6,"Marchetti, Gianna",Smithfield,,,,,,
States,,3200 Meter Relay,2017,7,"Salvadore, Lauren",East Greenwich,10:04.00,,,,,
States,,3200 Meter Relay,2017,7,"MacDonald, Emma",East Greenwich,,,,,,
States,,3200 Meter Relay,2017,7,"Shunney, Bryn",East Greenwich,,,,,,
States,,3200 Meter Relay,2017,7,"Wood, Catherine",East Greenwich,,,,,,
States,,3200 Meter Relay,2017,8,"Charron, Sabrina",Burrillville,10:06.80,,,,,
States,,3200 Meter Relay,2017,8,"Richard, Aliza",Burrillville,,,,,,
States,,3200 Meter Relay,2017,8,"Roman, Kariana",Burrillville,,,,,,
States,,3200 Meter Relay,2017,8,"Vitiello, Alyssa",Burrillville,,,,,,
States,,3200 Meter Relay,2017,9,"Downes, Anna",Barrington,10:10.39,,,,,
States,,3200 Meter Relay,2017,9,"Kloc, Riley",Barrington,,,,,,
States,,3200 Meter Relay,2017,9,"Boothman, Gianna",Barrington,,,,,,
States,,3200 Meter Relay,2017,9,"Hackett, Sabrina",Barrington,,,,,,
States,,3200 Meter Relay,2017,10,"Enestvedt, Colleen",Cumberland,10:15.94,,,,,
States,,3200 Meter Relay,2017,10,"Berard, Emily",Cumberland,,,,,,
States,,3200 Meter Relay,2017,10,"Abramek, Gabrielle",Cumberland,,,,,,
States,,3200 Meter Relay,2017,10,"O'Callaghan, Ana",Cumberland,,,,,,
States,,3200 Meter Relay,2017,11,"Noecker, Stella",Mount Saint Charles,10:22.38,,,,,
States,,3200 Meter Relay,2017,11,"Theroux, Britney",Mount Saint Charles,,,,,,
States,,3200 Meter Relay,2017,11,"MacKinnon, Sidney",Mount Saint Charles,,,,,,
States,,3200 Meter Relay,2017,11,"Cournoyer, Faye",Mount Saint Charles,,,,,,
States,,3200 Meter Relay,2017,12,"Fellingham, Sarah",Lincoln,10:24.52,,,,,
States,,3200 Meter Relay,2017,12,"Leal, Samantha",Lincoln,,,,,,
States,,3200 Meter Relay,2017,12,"O'Hern, Abigail",Lincoln,,,,,,
States,,3200 Meter Relay,2017,12,"Heroux, Julia",Lincoln,,,,,,
States,,Shot Put,2018,1,"Mitchell, Sarah",Prout,"39'1 1/4""",11.91 m,,,,
States,,Shot Put,2018,2,"Figueroa, Cheyenne",Classical,"38'5 1/2""",11.72 m,,,,
States,,Shot Put,2018,3,"Ducharme, Nicolette",Cumberland,"36'6 3/4""",11.14 m,,,,
States,,Shot Put,2018,4,"Ezeama, Kendra",Smithfield,"36'1 1/2""",11.01 m,,,,
States,,Shot Put,2018,5,"Arvelo, Janasia",Smithfield,"35'7 1/2""",10.85 m,,,,
States,,Shot Put,2018,6,"Peno, Jianna",Rogers,"34'10 1/2""",10.62 m,,,,
States,,Shot Put,2018,7,"Andrews, Jackie",Lincoln,"34'2""",10.41 m,,,,
States,,Shot Put,2018,8,"Lennon, McKenzie",North Kingstown,"33'9 1/4""",10.29 m,,,,
States,,Shot Put,2018,9,"Farley, Georgerinna",Classical,"32'1 1/2""",9.79 m,,,,
States,,Shot Put,2018,10,"Lima, Maya-Jane",North Kingstown,"31'1 1/2""",9.48 m,,,,
States,,Shot Put,2018,11,"Dowdy, Amaya",St. Raphael's,"30'11""",9.42 m,,,,
States,,Shot Put,2018,12,"Hayes, Katrielle",Rogers,"30'5 1/2""",9.28 m,,,,
States,,Shot Put,2018,13,"Bryan, Gabrielle",Portsmouth,"30'1""",9.16 m,,,,
States,,Shot Put,2018,14,"Polando, Faith",Barrington,"30'0 3/4""",9.16 m,,,,
States,,Shot Put,2018,T-15,"Spear, Theresa",Westerly,"29'11 1/4""",9.12 m,,,,
States,,Shot Put,2018,T-15,"Cooley, Olivia",Moses Brown,"29'11 1/4""",9.12 m,,,,
States,,Shot Put,2018,17,"Lin, Alison",Westerly,"29'1 1/2""",8.87 m,,,,
States,,Shot Put,2018,18,"Burns, Avrie",Hope,"27'9""",8.45 m,,,,
States,,Discus,2018,1,"Shablom, Brianna",Portsmouth,"123'7""",37.66 m,,,,
States,,Discus,2018,2,"Kelly, Annika",Barrington,"122'10""",37.43 m,,,,
States,,Discus,2018,3,"Figueroa, Cheyenne",Classical,"119'6""",36.42 m,,,,
States,,Discus,2018,4,"Mitchell, Sarah",Prout,"118'4""",36.06 m,,,,
States,,Discus,2018,5,"Ezeama, Kendra",Smithfield,"113'7""",34.62 m,,,,
States,,Discus,2018,6,"Spear, Theresa",Westerly,"102'7""",31.26 m,,,,
States,,Discus,2018,7,"Damon, Bridget",Woonsocket,"97'6""",29.71 m,,,,
States,,Discus,2018,8,"Andrews, Jackie",Lincoln,"96'11""",29.54 m,,,,
States,,Discus,2018,9,"Sleboda, Kathryn",Cranston West,"96'5""",29.38 m,,,,
States,,Discus,2018,10,"Poe, Cassidy",North Kingstown,"96'2""",29.31 m,,,,
States,,Discus,2018,11,"Farley, Georgerinna",Classical,"94'6""",28.80 m,,,,
States,,Discus,2018,12,"Saqib, Jennah",Lincoln,"94'5""",28.77 m,,,,
States,,Discus,2018,13,"Sieben, Megan",Portsmouth,"92'9""",28.27 m,,,,
States,,Discus,2018,14,"Medeiros, Catherine",LaSalle,"92'2""",28.09 m,,,,
States,,Discus,2018,15,"Lin, Alison",Westerly,"88'5""",26.94 m,,,,
States,,Discus,2018,16,"Trottier, Hannah",Mount Saint Charles,"83'11""",25.57 m,,,,
States,,Discus,2018,17,"Dowdy, Amaya",St. Raphael's,"82'7""",25.17 m,,,,
States,,Javelin,2018,1,"Albamonti, Megan",Westerly,"124'7""",37.97 m,,,,
States,,Javelin,2018,2,"Burgo, Dulcinea",Central Falls,"123'4""",37.59 m,,,,
States,,Javelin,2018,3,"Carreiro, Victoria",Westerly,"117'6""",35.81 m,,,,
States,,Javelin,2018,4,"Delacruz, Noelya",St. Mary's - Bayview,"115'9""",35.28 m,,,,
States,,Javelin,2018,5,"McKinney, Brenda",East Greenwich,"108'1""",32.94 m,,,,
States,,Javelin,2018,6,"DeDonato, Victoria",Cumberland,"103'2""",31.44 m,,,,
States,,Javelin,2018,7,"Prario, Samantha",Burrillville,"101'1""",30.81 m,,,,
States,,Javelin,2018,8,"Chakouian, Skylah",East Providence,"99'5""",30.30 m,,,,
States,,Javelin,2018,9,"DiTondo, Julia",LaSalle,"96'11""",29.54 m,,,,
States,,Javelin,2018,10,"Sleboda, Kathryn",Cranston West,"96'4""",29.36 m,,,,
States,,Javelin,2018,11,"Gamble, Maya",North Kingstown,"95'7""",29.13 m,,,,
States,,Javelin,2018,12,"Anderson, Hailey",West Warwick,"94'6""",28.80 m,,,,
States,,Javelin,2018,13,"Trottier, Hannah",Mount Saint Charles,"92'3""",28.11 m,,,,
States,,Javelin,2018,14,"Breen, Mary",Classical,"92'0""",28.04 m,,,,
States,,Javelin,2018,15,"Mosher, Brielle",Rogers,"90'0""",27.43 m,,,,
States,,Javelin,2018,16,"Moretti, Lauren",North Kingstown,"88'7""",27.00 m,,,,
States,,Javelin,2018,17,"Hazard, Shaniah",East Providence,"84'8""",25.80 m,,,,
States,,Javelin,2018,18,"Santos, Amanda",North Kingstown,"83'5""",25.42 m,,,,
States,,Hammer,2018,1,"Rao, Gianna",Ponaganset,"180'10""",55.11 m,,,,
States,,Hammer,2018,2,"Kelly, Annika",Barrington,"169'2""",51.56 m,,,,
States,,Hammer,2018,3,"Figueroa, Cheyenne",Classical,"167'5""",51.02 m,,,,
States,,Hammer,2018,4,"Field, Erynn",North Kingstown,"161'1""",49.09 m,,,,
States,,Hammer,2018,5,"Cook, Megan",Ponaganset,"154'2""",46.99 m,,,,
States,,Hammer,2018,6,"Kurowski, Katrina",Woonsocket,"153'6""",46.78 m,,,,
States,,Hammer,2018,7,"Polando, Faith",Barrington,"152'1""",46.35 m,,,,
States,,Hammer,2018,8,"Polando, Sydney",Barrington,"149'5""",45.54 m,,,,
States,,Hammer,2018,9,"Henley, Marissa",Woonsocket,"147'8""",45.00 m,,,,
