MEET, ,EVENT,YEAR,PLACING,ATHLETE,SCHOOL,PERFORMANCE,,,,FN,
States,,100 Meters,2016,17,"Beaudry, Grace",Smithfield,,13.19 trial,,,,
States,,100 Meters,2016,18,"Green, Grayson",LaSalle,,13.21 trial,,,,
States,,100 Meters,2016,19,"Collins, Claire",LaSalle,,13.28 trial,,,,
States,,100 Meters,2016,20,"Benton, Jarchell",Central  ,,13.36 trial,,,,
States,,100 Meters,2016,21,"Tousignant, Hannah",Mount Saint Charles,,13.46 trial,,,,
States,,100 Meters,2016,22,"Harlan, Quinn",Woonsocket,,13.51 trial,,,,
States,,100 Meters,2016,23,"Howie, Zaylia",Central  ,,13.52 trial,,,,
States,,200 Meters,2016,1,"Stern, May",Classical,24.74,25.50 trial,,,,
States,,200 Meters,2016,2,"Gentil, Isabella",East Greenwich,25.61,26.05 trial,,,,
States,,200 Meters,2016,3,"Murphy, Laura",East Greenwich,25.91,26.56 trial,,,,
States,,200 Meters,2016,4,"Gausland, Brianna",Barrington,26.21,26.30 trial,,,,
States,,200 Meters,2016,5,"Xavier, Jacklyn",Cumberland,26.42,26.19 trial,,,,
States,,200 Meters,2016,6,"Roderick, Aleyjah",Central  ,26.70,26.39 trial,,,,
States,,200 Meters,2016,7,"Stanley, Madison",Pilgrim,,26.61 trial,,,,
States,,200 Meters,2016,8,"Mews, Rachel",Central  ,,26.63 trial,,,,
States,,200 Meters,2016,9,"Carmona, Julissa",Mount Pleasant,,26.70 trial,,,,
States,,200 Meters,2016,10,"Jacobson, Emily",Lincoln,,26.75 trial,,,,
States,,200 Meters,2016,11,"Landroche, Emma",Pilgrim,,26.79 trial,,,,
States,,200 Meters,2016,12,"Theroux, Charleen",Coventry,,26.82 trial,,,,
States,,200 Meters,2016,13,"Morales, Nicole",Pilgrim,,26.92 trial,,,,
States,,200 Meters,2016,14,"Biliouris, Katheryn",West Warwick,,27.09 trial,,,,
States,,200 Meters,2016,15,"Mattera, Kyra",LaSalle,,27.27 trial,,,,
States,,200 Meters,2016,16,"Green, Grayson",LaSalle,,27.37 trial,,,,
States,,200 Meters,2016,17,"Hall-Thomsen, Helena",Westerly,,38.72 trial,,,,
States,,400 Meters,2016,1,"Stern, May",Classical,56.28,,,,,
States,,400 Meters,2016,2,"Barrows, Aliya",St. Mary's - Bayview,1:00.25,,,,,
States,,400 Meters,2016,3,"Mews, Rachel",Central  ,1:00.31,,,,,
States,,400 Meters,2016,4,"Boldt, Hannah",North Kingstown,1:01.54,,,,,
States,,400 Meters,2016,5,"Vallely, Mackenzie",Cumberland,1:01.77,,,,,
States,,400 Meters,2016,6,"Merrill, Nikki",Portsmouth,1:01.79,,,,,
States,,400 Meters,2016,7,"McCartin, Ava",Classical,1:01.99,,,,,
States,,400 Meters,2016,8,"McManus, Mariana",Portsmouth,1:02.49,,,,,
States,,400 Meters,2016,9,"McKiernan, Bridget",Classical,1:02.98,,,,,
States,,400 Meters,2016,10,"DeStefano, Nicole",North Smithfield,1:03.12,,,,,
States,,400 Meters,2016,11,"Jackman, Sarah",North Kingstown,1:03.76,,,,,
States,,400 Meters,2016,12,"McPhillips, Christina",Narragansett,1:03.88,,,,,
States,,400 Meters,2016,x,"Bissitt, Cassidy",Smithfield,DQ,,,,,
States,,800 Meters,2016,1,"Rego, Eliza",LaSalle,2:13.87,,,,,
States,,800 Meters,2016,2,"McPhillips, Marissa",Narragansett,2:15.59,,,,,
States,,800 Meters,2016,3,"Valdez, Lisbeth",Hope,2:17.17,,,,,
States,,800 Meters,2016,4,"Valdez, Leinni",Hope,2:18.71,,,,,
States,,800 Meters,2016,5,"Zitzmann, Julia",Barrington,2:19.92,,,,,
States,,800 Meters,2016,6,"Zitzmann, Katherine",Barrington,2:20.24,,,,,
States,,800 Meters,2016,7,"Bishop, Tea",Barrington,2:21.72,,,,,
States,,800 Meters,2016,8,"Merrill, Nikki",Portsmouth,2:22.55,,,,,
States,,800 Meters,2016,9,"Salvadore, Lauren",East Greenwich,2:23.59,,,,,
States,,800 Meters,2016,10,"Maguire, Meghann",North Kingstown,2:23.78,,,,,
States,,800 Meters,2016,11,"O'Neill, Audrey",LaSalle,2:25.38,,,,,
States,,800 Meters,2016,12,"Enestvedt, Colleen",Cumberland,2:25.80,,,,,
States,,800 Meters,2016,13,"Maynard, Sophia",Toll Gate,2:26.41,,,,,
States,,800 Meters,2016,14,"Walsh, Alyson",LaSalle,2:26.44,,,,,
States,,800 Meters,2016,15,"Celico, Gabriella",LaSalle,2:26.62,,,,,
States,,800 Meters,2016,16,"L'Esperance, Amanda",Lincoln,2:29.82,,,,,
States,,800 Meters,2016,17,"Cousineau, Shayna",Cranston East,2:34.02,,,,,
States,,1500 Meters,2016,1,"Rego, Eliza",LaSalle,4:36.02,,,,,
States,,1500 Meters,2016,2,"Burr, Randi",Westerly,4:38.23,,,,,
States,,1500 Meters,2016,3,"McPhillips, Marissa",Narragansett,4:39.46,,,,,
States,,1500 Meters,2016,4,"Zitzmann, Katherine",Barrington,4:40.31,,,,,
States,,1500 Meters,2016,5,"Tavares, Karina",LaSalle,4:43.92,,,,,
States,,1500 Meters,2016,6,"Wayss, Danika",Pilgrim,4:44.11,,,,,
States,,1500 Meters,2016,7,"Kane, Emily",LaSalle,4:49.71,,,,,
States,,1500 Meters,2016,8,"Sullivan, Elizabeth",Portsmouth,4:51.75,,,,,
States,,1500 Meters,2016,9,"Dempsey, Julia",Cumberland,4:53.36,,,,,
States,,1500 Meters,2016,10,"Bishop, Tea",Barrington,4:54.24,,,,,
States,,1500 Meters,2016,11,"Papazian, Elise",LaSalle,4:56.99,,,,,
States,,1500 Meters,2016,12,"Sammartino, Emma",North Kingstown,5:05.07,,,,,
States,,1500 Meters,2016,13,"L'Esperance, Amanda",Lincoln,5:07.02,,,,,
States,,1500 Meters,2016,14,"Bain, Sarah",St. Mary's - Bayview,5:07.51,,,,,
States,,1500 Meters,2016,15,"Henson, Grace",Cumberland,5:21.47,,,,,
States,,3000 Meters,2016,1,"Nunnery, Bethany",North Kingstown,10:00.55,,,,,
States,,3000 Meters,2016,2,"Tavares, Karina",LaSalle,10:02.96,,,,,
States,,3000 Meters,2016,3,"Rego, Eliza",LaSalle,10:12.76,,,,,
States,,3000 Meters,2016,4,"Lawler, Eleanor",South Kingstown,10:14.76,,,,,
States,,3000 Meters,2016,5,"Connolly, Grace",LaSalle,10:22.31,,,,,
States,,3000 Meters,2016,6,"Laverty, Amy",Cumberland,10:24.32,,,,,
States,,3000 Meters,2016,7,"Kane, Emily",LaSalle,10:26.87,,,,,
States,,3000 Meters,2016,8,"Hanlon, Claire",St. Mary's - Bayview,10:26.97,,,,,
States,,3000 Meters,2016,9,"Wayss, Danika",Pilgrim,10:33.96,,,,,
States,,3000 Meters,2016,10,"Lynch, Cianna",LaSalle,10:36.25,,,,,
States,,3000 Meters,2016,11,"Papazian, Elise",LaSalle,10:43.84,,,,,
States,,3000 Meters,2016,12,"Nunnery, Lily",North Kingstown,10:46.40,,,,,
States,,3000 Meters,2016,13,"LaCroix, Elizabeth",Chariho,11:01.52,,,,,
States,,3000 Meters,2016,14,"Bagus, Sydney",Smithfield,11:03.70,,,,,
States,,3000 Meters,2016,15,"Treanor, Una",Smithfield,11:03.90,,,,,
States,,3000 Meters,2016,16,"Wilson, Emily",LaSalle,11:16.32,,,,,
States,,3000 Meters,2016,17,"Doyle, Mackenzie",LaSalle,11:47.31,,,,,
States,,400 Meter Relay,2016,1,"Cooper, Laura",East Greenwich,48.89,,,,,
States,,400 Meter Relay,2016,1,"Murphy, Laura",East Greenwich,,,,,,
States,,400 Meter Relay,2016,1,"Gentil, Isabella",East Greenwich,,,,,,
States,,400 Meter Relay,2016,1,"Rodriguez, Racquel",East Greenwich,,,,,,
States,,400 Meter Relay,2016,2,"Phillip, Kayda",Pilgrim,49.17,,,,,
States,,400 Meter Relay,2016,2,"Stanley, Madison",Pilgrim,,,,,,
States,,400 Meter Relay,2016,2,"Landroche, Emma",Pilgrim,,,,,,
States,,400 Meter Relay,2016,2,"Morales, Nicole",Pilgrim,,,,,,
States,,400 Meter Relay,2016,3,no names listed,Classical,49.26,,,,relay,
States,,400 Meter Relay,2016,4,no names listed,Cumberland,49.30,,,,relay,
States,,400 Meter Relay,2016,5,no names listed,Westerly,50.21,,,,relay,
States,,400 Meter Relay,2016,6,no names listed,LaSalle,50.51,,,,relay,
States,,400 Meter Relay,2016,7,no names listed,North Kingstown,51.00,,,,relay,
States,,400 Meter Relay,2016,8,no names listed,West Warwick,51.53,,,,relay,
States,,400 Meter Relay,2016,9,no names listed,Mount Pleasant,51.63,,,,relay,
States,,400 Meter Relay,2016,10,no names listed,Barrington,51.72,,,,relay,
States,,400 Meter Relay,2016,11,no names listed,Central  ,DNF,,,,relay,
States,,400 Meter Relay,2016,12,no names listed,Smithfield,DQ,,,,relay,
States,,1600 Meter Relay,2016,1,"Burgess, Chevell",Hope,4:02.60,,,,,
States,,1600 Meter Relay,2016,1,"Hack, Isis",Hope,,,,,,
States,,1600 Meter Relay,2016,1,"Valdez, Lisbeth",Hope,,,,,,
States,,1600 Meter Relay,2016,1,"Valdez, Leinni",Hope,,,,,,
States,,1600 Meter Relay,2016,2,"Cooper, Laura",East Greenwich,4:03.99,,,,,
States,,1600 Meter Relay,2016,2,"Gentil, Isabella",East Greenwich,,,,,,
States,,1600 Meter Relay,2016,2,"Murphy, Laura",East Greenwich,,,,,,
States,,1600 Meter Relay,2016,2,"Salvadore, Lauren",East Greenwich,,,,,,
States,,1600 Meter Relay,2016,3,no names listed,Westerly,4:05.49,,,,relay,
States,,1600 Meter Relay,2016,4,no names listed,Smithfield,4:08.30,,,,relay,
States,,1600 Meter Relay,2016,5,no names listed,North Kingstown,4:08.80,,,,relay,
States,,1600 Meter Relay,2016,6,no names listed,LaSalle,4:09.40,,,,relay,
States,,1600 Meter Relay,2016,7,no names listed,Mount Saint Charles,4:10.48,,,,relay,
States,,1600 Meter Relay,2016,8,no names listed,Classical,4:11.52,,,,relay,
States,,1600 Meter Relay,2016,9,no names listed,Narragansett,4:11.97,,,,relay,
States,,1600 Meter Relay,2016,10,no names listed,Barrington,4:12.65,,,,relay,
States,,1600 Meter Relay,2016,11,no names listed,Cumberland,4:13.42,,,,relay,
States,,1600 Meter Relay,2016,12,no names listed,Portsmouth,4:19.62,,,,relay,
States,,3200 Meter Relay,2016,1,"Kane, Emily",LaSalle,9:16.18,,,,,
States,,3200 Meter Relay,2016,1,"Tavares, Karina",LaSalle,,,,,,
States,,3200 Meter Relay,2016,1,"Walsh, Alyson",LaSalle,,,,,,
States,,3200 Meter Relay,2016,1,"Connolly, Grace",LaSalle,,,,,,
States,,3200 Meter Relay,2016,2,"Nunnery, Bethany",North Kingstown,9:19.06,,,,,
States,,3200 Meter Relay,2016,2,"Maguire, Meghann",North Kingstown,,,,,,
States,,3200 Meter Relay,2016,2,"Ho, Katarina",North Kingstown,,,,,,
States,,3200 Meter Relay,2016,2,"Sammartino, Emma",North Kingstown,,,,,,
States,,3200 Meter Relay,2016,3,no names listed,Portsmouth,9:30.30,,,,relay,
States,,3200 Meter Relay,2016,4,no names listed,Cumberland,9:32.92,,,,relay,
States,,3200 Meter Relay,2016,5,no names listed,Westerly,9:38.24,,,,relay,
States,,3200 Meter Relay,2016,6,no names listed,Smithfield,10:00.23,,,,relay,
States,,3200 Meter Relay,2016,7,no names listed,Toll Gate,10:07.50,,,,relay,
States,,3200 Meter Relay,2016,8,"Oster, Samantha",Scituate,10:12.06,,,,,
States,,3200 Meter Relay,2016,8,"Gurzenda, Julia",Scituate,,,,,,
States,,3200 Meter Relay,2016,8,"Kaye, Abigail",Scituate,,,,,,
States,,3200 Meter Relay,2016,8,"Barry, Jensen",Scituate,,,,,,
States,,3200 Meter Relay,2016,9,no names listed,Barrington,10:17.44,,,,relay,
States,,3200 Meter Relay,2016,10,no names listed,Mount Saint Charles,10:24.59,,,,relay,
States,,3200 Meter Relay,2016,11,no names listed,East Greenwich,10:29.65,,,,relay,
States,,3200 Meter Relay,2016,12,no names listed,St. Mary's - Bayview,10:46.01,,,,relay,
States,,Shot Put,2017,1,"Armenakyan, Ani",Toll Gate,"37'10""",11.53 m,,,,
States,,Shot Put,2017,2,"Peno, Jianna",Rogers,"37'7 1/2""",11.46 m,,,,
States,,Shot Put,2017,3,"Mitchell, Sarah",Prout,"36'11""",11.25 m,,,,
States,,Shot Put,2017,4,"Andrews, Samantha",Lincoln,"36'6""",11.12 m,,,,
States,,Shot Put,2017,5,"Greene, Ajahnea",Rogers,"35'11""",10.94 m,,,,
States,,Shot Put,2017,6,"Figueroa, Cheyenne",Classical,"35'11""",10.94 m,,,,
States,,Shot Put,2017,7,"Delacruz, Noelya",St. Mary's - Bayview,"35'6 3/4""",10.84 m,,,,
States,,Shot Put,2017,8,"Ezeama, Kendra",Smithfield,"32'11""",10.03 m,,,,
States,,Shot Put,2017,9,"Botts, Molly",Cranston East,"31'11 3/4""",9.74 m,,,,
States,,Shot Put,2017,10,"Polando, Faith",Barrington,"31'8 1/2""",9.66 m,,,,
States,,Shot Put,2017,11,"Nonau, Ridgshana",Juanita Sanchez,"31'4""",9.55 m,,,,
States,,Shot Put,2017,12,"Harris-Dixon, Keyarsa",Central  ,"31'1 1/2""",9.48 m,,,,
States,,Shot Put,2017,13,"Mulford-Evangelista, Daphne",Central Falls,"30'11 3/4""",9.44 m,,,,
States,,Shot Put,2017,14,"Mata, Joangelly",Mount Pleasant,"29'0 1/4""",8.84 m,,,,
States,,Shot Put,2017,15,"Yeboah, Precious",LaSalle,"28'6 1/2""",8.70 m,,,,
States,,Shot Put,2017,16,"Arvelo, Janasia",Smithfield,"28'6""",8.68 m,,,,
States,,Shot Put,2017,17,"Hayes, Katrielle",Rogers,"28'1 1/2""",8.57 m,,,,
States,,Shot Put,2017,18,"Bianco-Riley, Diana",St. Mary's - Bayview,"27'9""",8.45 m,,,,
States,,Discus,2017,1,"Shablom, Brianna",Portsmouth,"128'1""",39.04 m,,,,
States,,Discus,2017,2,"Andrews, Samantha",Lincoln,"127'6""",38.86 m,,,,
States,,Discus,2017,3,"Armenakyan, Ani",Toll Gate,"114'0""",34.74 m,,,,
States,,Discus,2017,4,"Kelly, Annika",Barrington,"107'11""",32.89 m,,,,
States,,Discus,2017,5,"Ribeiro, Gabriela",Woonsocket,"104'4""",31.80 m,,,,
States,,Discus,2017,6,"Figueroa, Cheyenne",Classical,"101'8""",30.98 m,,,,
States,,Discus,2017,7,"Ezeama, Kendra",Smithfield,"100'10""",30.73 m,,,,
States,,Discus,2017,8,"Sieben, Megan",Portsmouth,"93'10""",28.60 m,,,,
States,,Discus,2017,9,"Delacruz, Noelya",St. Mary's - Bayview,"93'4""",28.44 m,,,,
States,,Discus,2017,10,"Andrews, Jackie",Lincoln,"86'11""",26.49 m,,,,
States,,Discus,2017,11,"Poe, Cassidy",North Kingstown,"86'10""",26.46 m,,,,
States,,Discus,2017,12,"Botts, Molly",Cranston East,"86'4""",26.31 m,,,,
States,,Discus,2017,13,"Mata, Joangelly",Mount Pleasant,"83'5""",25.42 m,,,,
States,,Discus,2017,14,"Taraian, Rachel",St. Mary's - Bayview,"78'2""",23.82 m,,,,
States,,Discus,2017,15,"Arvelo, Janasia",Smithfield,"75'10""",23.11 m,,,,
States,,Discus,2017,16,"Medeiros, Catherine",LaSalle,"73'10""",22.50 m,,,,
States,,Discus,2017,17,"Polando, Faith",Barrington,"72'1""",21.97 m,,,,
States,,Discus,2017,x,"Mejia, Melissa",Classical,foul,,,,,
States,,Javelin,2017,1,"Pafume, Arianna",Toll Gate,"113'2""",34.49 m,,,,
States,,Javelin,2017,2,"Andrews, Samantha",Lincoln,"113'0""",34.44 m,,,,
States,,Javelin,2017,3,"Carreiro, Victoria",Westerly,"108'3""",32.99 m,,,,
States,,Javelin,2017,4,"Sleboda, Kathryn",Cranston West,"102'3""",31.16 m,,,,
States,,Javelin,2017,5,"Trottier, Hannah",Mount Saint Charles,"101'4""",30.88 m,,,,
States,,Javelin,2017,6,"Prario, Samantha",Burrillville,"98'3""",29.94 m,,,,
States,,Javelin,2017,7,"Anderson, Hailey",West Warwick,"95'6""",29.10 m,,,,
States,,Javelin,2017,8,"Breen, Mary",Classical,"94'6""",28.80 m,,,,
States,,Javelin,2017,9,"DaCruz, Alexis",Middletown,"93'3""",28.42 m,,,,
States,,Javelin,2017,10,"Good, Olympia",St. Mary's - Bayview,"91'10""",27.99 m,,,,
States,,Javelin,2017,11,"McKinney, Brenda",East Greenwich,"91'1""",27.76 m,,,,
States,,Javelin,2017,12,"Anoushian, Sara",North Kingstown,"90'7""",27.61 m,,,,
States,,Javelin,2017,13,"Gamble, Maya",North Kingstown,"89'7""",27.30 m,,,,
States,,Javelin,2017,14,"DaFonseca, Vanny",LaSalle,"83'1""",25.32 m,,,,
States,,Javelin,2017,15,"DeDonato, Victoria",Cumberland,"81'10""",24.94 m,,,,
States,,Javelin,2017,16,"McCarthy, Kathryn",Coventry,"80'0""",24.38 m,,,,
States,,Javelin,2017,17,"Hazard, Shaniah",East Providence,"77'11""",23.75 m,,,,
States,,Javelin,2017,18,"Nonau, Ridgshana",Juanita Sanchez,"59'1""",18.00 m,,,,
States,,Hammer,2017,1,"Rao, Gianna",Ponaganset,"181'10""",55.42 m,,,,
States,,Hammer,2017,2,"Andrews, Samantha",Lincoln,"169'5""",51.64 m,,,,
States,,Hammer,2017,3,"Polando, Faith",Barrington,"166'7""",50.77 m,,,,
States,,Hammer,2017,4,"Kelly, Annika",Barrington,"165'8""",50.50 m,,,,
States,,Hammer,2017,5,"Botts, Molly",Cranston East,"159'4""",48.56 m,,,,
States,,Hammer,2017,6,"Armenakyan, Ani",Toll Gate,"157'4""",47.96 m,,,,
States,,Hammer,2017,7,"Tarmey, Maggie",Lincoln,"152'8""",46.53 m,,,,
States,,Hammer,2017,8,"Figueroa, Cheyenne",Classical,"149'9""",45.64 m,,,,
States,,Hammer,2017,9,"Harris-Dixon, Keyarsa",Central,"149'0""",45.42 m,,,,
States,,Hammer,2017,10,"Polando, Sydney",Barrington,"146'6""",44.65 m,,,,
States,,Hammer,2017,11,"Lewis, Takiyah",Central,"140'8""",42.88 m,,,,
States,,Hammer,2017,12,"Yang, Chelsea",Pilgrim,"140'2""",42.72 m,,,,
States,,Hammer,2017,13,"Kurowski, Katrina",Woonsocket,"139'2""",42.42 m,,,,
States,,Hammer,2017,14,"Valdez, Nicole",Hope,"138'11""",42.34 m,,,,
States,,Hammer,2017,15,"Mata, Joangelly",Mount Pleasant,"138'4""",42.16 m,,,,
States,,Hammer,2017,16,"Gallo-Fusco, Jasmine",Toll Gate,"132'4""",40.34 m,,,,
States,,Hammer,2017,17,"Henley, Marissa",Woonsocket,"131'5""",40.06 m,,,,
States,,Hammer,2017,18,"O'Loughlin, Ashley",Coventry,"112'11""",34.42 m,,,,
States,,High Jump,2017,1,"Remick, Abigail",Ponaganset,"5'3""",1.60 m,,,,
States,,High Jump,2017,2,"Mews, Rachel",Central,"5'3""",1.60 m,,,,
States,,High Jump,2017,3,"Montagano, Alexandria",LaSalle,"5'1""",1.55 m,,,,
States,,High Jump,2017,4,"Teodoro, Haley",East Providence,"5'1""",1.55 m,,,,
States,,High Jump,2017,5,"Taiwo, Bolu",Classical,"5'1""",1.55 m,,,,
States,,High Jump,2017,6,"Quas, Adeline",Barrington,"5'1""",1.55 m,,,,
States,,High Jump,2017,7,"Ezeama, Kayla",Smithfield,"4'11""",1.50 m,,,,
States,,High Jump,2017,T-8,"Carr, Mary Ann",Woonsocket,"4'9""",1.45 m,,,,
States,,High Jump,2017,T-8,"Walker, Margaret",Classical,"4'9""",1.45 m,,,,
States,,High Jump,2017,T-8,"Brierly, Rebecca",Lincoln,"4'9""",1.45 m,,,,
States,,High Jump,2017,11,"Gutkowski, Nicole",North Kingstown,"4'9""",1.45 m,,,,
States,,High Jump,2017,T-12,"Costa-Castaldi, Sydnee",West Warwick,"4'9""",1.45 m,,,,
States,,High Jump,2017,T-12,"Moors, Aailayah",Coventry,"4'9""",1.45 m,,,,
States,,High Jump,2017,x,"Jackvony, Dayna",Cumberland,nh,,,,,
States,,High Jump,2017,x,"Poe, Cassidy",North Kingstown,nh,,,,,
States,,Long Jump,2017,1,"Harlan, Quinn",Woonsocket,"17'3 1/4""",5.26 m,,,,
States,,Long Jump,2017,2,"Goretoya, Virsavia",West Warwick,"17'1""",5.20 m,,,,
States,,Long Jump,2017,3,"Oliver, Meghan",Mount Hope,"16'7 3/4""",5.07 m,,,,
States,,Long Jump,2017,4,"Middleton, Olivia",Barrington,"16'7 1/4""",5.06 m,,,,
States,,Long Jump,2017,5,"Santee, Emma",Westerly,"16'6 1/2""",5.04 m,,,,
States,,Long Jump,2017,6,"Ross, Julianne",Cumberland,"15'8 1/2""",4.78 m,,,,
States,,Long Jump,2017,7,"Maynard, Danielle",West Warwick,"15'8""",4.77 m,,,,
States,,Long Jump,2017,8,"Walter, Abigail",Barrington,"15'7 3/4""",4.77 m,,,,
States,,Long Jump,2017,T-9,"Turnbull, Maya",West Warwick,"15'7 1/2""",4.76 m,,,,
States,,Long Jump,2017,T-9,"Folco, Alissiana",Woonsocket,"15'7 1/2""",4.76 m,,,,
States,,Long Jump,2017,11,"Copeland, Kristina",Rogers,"15'7""",4.75 m,,,,
States,,Long Jump,2017,12,"Ezeama, Kayla",Smithfield,"15'6 1/2""",4.73 m,,,,
States,,Long Jump,2017,13,"Bolibruch, Tereza",North Kingstown,"15'5 3/4""",4.71 m,,,,
States,,Long Jump,2017,14,"Cetera, Anna",Pilgrim,"15'4""",4.67 m,,,,
States,,Long Jump,2017,15,"Cournoyer, Karlee",Burrillville,"15'2 3/4""",4.64 m,,,,
States,,Long Jump,2017,16,"Fontaine, Graesyn",Smithfield,"15'1""",4.59 m,,,,
States,,Long Jump,2017,17,"Messier, Jordan",Coventry,"14'9 1/2""",4.50 m,,,,
States,,Long Jump,2017,18,"Madore, Katie",South Kingstown,"14'9 1/4""",4.50 m,,,,
States,,Triple Jump,2017,1,"Ezeama, Kayla",Smithfield,"36'0 3/4""",10.99 m,,,,
States,,Triple Jump,2017,2,"McCool-Guglielmo, Eva",South Kingstown,"35'9""",10.89 m,,,,
States,,Triple Jump,2017,3,"Rizzo, Martine",Smithfield,"35'1""",10.69 m,,,,
States,,Triple Jump,2017,4,"Cournoyer, Karlee",Burrillville,"34'4 1/4""",10.47 m,,,,
States,,Triple Jump,2017,5,"Middleton, Olivia",Barrington,"34'0""",10.36 m,,,,
States,,Triple Jump,2017,6,"Perdereaux, Ilana",Pilgrim,"33'9""",10.28 m,,,,
States,,Triple Jump,2017,7,"Schmid, Marina",Mount Saint Charles,"33'9""",10.28 m,,,,
States,,Triple Jump,2017,8,"Goretoya, Virsavia",West Warwick,"33'2""",10.11 m,,,,
States,,Triple Jump,2017,9,"MacIntyre, Emma",North Kingstown,"32'10 3/4""",10.02 m,,,,
States,,Triple Jump,2017,10,"Lehane, Kerry",Portsmouth,"32'7 1/2""",9.94 m,,,,
States,,Triple Jump,2017,11,"Madore, Katie",South Kingstown,"32'3""",9.83 m,,,,
States,,Triple Jump,2017,12,"Maynard, Danielle",West Warwick,"32'0 1/4""",9.76 m,,,,
States,,Triple Jump,2017,13,"Ross, Julianne",Cumberland,"31'10 1/4""",9.71 m,,,,
States,,Triple Jump,2017,14,"Romano, Alexis",North Kingstown,"31'6 1/4""",9.60 m,,,,
States,,Triple Jump,2017,15,"Howarth, Courtney",Barrington,"31'3 1/2""",9.53 m,,,,
States,,Triple Jump,2017,16,"Cuozzo, Jaden",West Warwick,"30'9 1/4""",9.38 m,,,,
States,,Triple Jump,2017,17,"Young, Brooke",West Warwick,"30'9""",9.37 m,,,,
States,,Triple Jump,2017,x,"Fitzpatrick, Paige",Mount Saint Charles,foul,,,,,
States,,Pole Vault,2017,1,"Brayman, Kaitlyn",North Kingstown,"10'6""",3.20 m,,,,
States,,Pole Vault,2017,2,"Martinez, Shileigh",North Kingstown,"10'0""",3.05 m,,,,
States,,Pole Vault,2017,3,"Guertin, Alexandra",Smithfield,"9'6""",2.89 m,,,,
States,,Pole Vault,2017,T-4,"DiNobile, Theresa",Smithfield,"8'6""",2.59 m,,,,
States,,Pole Vault,2017,T-4,"Browning, Leah",North Kingstown,"8'6""",2.59 m,,,,
States,,Pole Vault,2017,6,"Berube, Liliana",South Kingstown,"8'0""",2.44 m,,,,
States,,100 M Hurdles,2017,1,"Bolibruch, Tereza",North Kingstown,15.03,15.46 trial,,,,
States,,100 M Hurdles,2017,2,"McCool-Guglielmo, Eva",South Kingstown,15.15,15.75 trial,,,,
States,,100 M Hurdles,2017,3,"Gannon, Casey",Toll Gate,15.40,15.69 trial,,,,
States,,100 M Hurdles,2017,4,"Goretoya, Virsavia",West Warwick,15.95,16.47 trial,,,,
States,,100 M Hurdles,2017,5,"Oliver, Meghan",Mount Hope,16.12,16.19 trial,,,,
States,,100 M Hurdles,2017,6,"Taiwo, Bolu",Classical,16.25 ,16.37 trial,,,,
States,,100 M Hurdles,2017,7,"Folco, Alissiana",Woonsocket,16.54,16.14 trial,,,,
States,,100 M Hurdles,2017,8,"Ebert, Mikayla",Exeter-West Greenwich,17.03,17.07 trial,,,,
States,,100 M Hurdles,2017,9,"Granatiero, Olivia",St. Mary's - Bayview,,17.30 trial,,,,
States,,100 M Hurdles,2017,10,"Badji, Hasna",East Providence,,17.30 trial,,,,
States,,100 M Hurdles,2017,11,"Cloud, Ti-aija",Mount Pleasant,,17.31 trial,,,,
States,,100 M Hurdles,2017,12,"Beaudry, Jillian",Smithfield,,17.49 trial,,,,
States,,100 M Hurdles,2017,13,"Drezek, Abigail",Cumberland,,17.56 trial,,,,
States,,100 M Hurdles,2017,14,"Schmid, Marina",Mount Saint Charles,,17.57 trial,,,,
States,,100 M Hurdles,2017,15,"Smith, Megan",Portsmouth,,17.76 trial,,,,
States,,100 M Hurdles,2017,16,"Quas, Adeline",Barrington,,18.00 trial,,,,
States,,100 M Hurdles,2017,17,"Piti, Madison",Smithfield,,18.03 trial,,,,
States,,100 M Hurdles,2017,18,"Hurley, Erica",Narragansett,,18.92 trial,,,,
States,,100 M Hurdles,2017,19,"Maynard, Danielle",West Warwick,,18.94 trial,,,,
States,,100 M Hurdles,2017,20,"Cetera, Anna",Pilgrim,,19.09 trial,,,,
States,,100 M Hurdles,2017,x,"Cournoyer, Karlee",Burrillville,,DQ trial,,,,
States,,300 Meter Hurdles,2017,1,"Gannon, Casey",Toll Gate,44.7,,,,,
States,,300 Meter Hurdles,2017,2,"Beaudry, Grace",Smithfield,46.19,,,,,
States,,300 Meter Hurdles,2017,3,"Bolibruch, Tereza",North Kingstown,47.71,,,,,
States,,300 Meter Hurdles,2017,4,"McPhillips, Christina",Narragansett,47.95,,,,,
States,,300 Meter Hurdles,2017,5,"Goretoya, Virsavia",West Warwick,48.12,,,,,
States,,300 Meter Hurdles,2017,6,"Holdredge, Caelan",Westerly,48.45,,,,,
States,,300 Meter Hurdles,2017,7,"Oliver, Meghan",Mount Hope,48.96,,,,,
States,,300 Meter Hurdles,2017,8,"Granatiero, Olivia",St. Mary's - Bayview,48.99,,,,,
States,,300 Meter Hurdles,2017,9,"Parra, Jennifer",Juanita Sanchez,49.02,,,,,
States,,300 Meter Hurdles,2017,10,"Drezek, Abigail",Cumberland,49.24,,,,,
States,,300 Meter Hurdles,2017,11,"Howie, Zaylia",Central,49.39,,,,,
States,,300 Meter Hurdles,2017,12,"Ritacco, Natalie",Westerly,49.63,,,,,
States,,300 Meter Hurdles,2017,13,"Castelli, Amelia",Scituate,49.92,,,,,
